grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.11825315989400599,298.0,1.2318238140569178,0.6535759895268636,1.2582393302240592e-18,0.09810796795214283,1.3754105680252346e-14,0.04977241432466919,0.19854362819440466,0.0,4.419533760732958e-14,0.0,0.0,5.9054627209019e-15,0.0,1.1275658467293707e-12,0.0,2.0022405384934454e-18,0.0,0.0,0.0,1.6536115608043314e-16,0.0,7.158928982585728e-15,0.0,1.7589590372273411e-16,8.764405917579455e-33,0.0,8.86655098919327e-16,0.0,5.912429239319388e-31,0.0,0.0,2.0771363596410617e-14,1.97882598918074e-14,0.0,0.0,1.5232694072399287e-13,0.0,1.0327465486968249e-29,2.5816476086400217e-23,0.0,0.0,0.0,9.103928226423254e-15,2.868702973877782e-16,0.0,0.0,1.6694869342410677e-18,2.7026742075215815e-19,0.0,6.66528966480729e-14,4.440579977174429e-34,0.0,9.156350662232325e-15,9.213914834473556e-15,0.0,8.982445333965845e-17,5.257881366461813e-18,1.3402024809171807e-26,0.0,0.0,0.0,8.333894579424766e-32,6.144757259619762e-33,0.0,1.8914339625237724e-23,7.438357384887903e-18,3.402778508425691e-24,4.64945858510124e-14,0.0,0.0,2.007379398275346e-19,0.0,0.0,0.0,0.0,0.0,7.154411179118909e-24,0.0,1.3885549937542746e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.3946119905347757e-49,2.953482184345027e-34,1.1835299018743654e-31,0.0,0.0,1.9794900221478762e-19,3.400092610895692e-25,0.0,1.3792907046072667e-17,0.0,0.0,2.888282369817273e-21,2.6329480804551758e-14,0.0,0.0,0.0,4.770410156734906e-14,2.4013227282704488e-17,9.442434226415677e-14,0.0,0.0,2.522267619209586e-29,0.0,4.117262604154455e-20,1.536343241205887e-14,0.0,0.0,0.0,8.631537461533052e-17,2.1517872517979994e-34,3.807743296657621e-15,0.0,0.0,0.0,0.0,0.0,0.0,5.2284252051564246e-30,5.644735400001333e-14,1.7571991854864332e-50,0.0,0.0,0.0,0.0,5.658324779449556e-17,2.5356163610866772e-21,2.6927904245662386e-17,0.0,0.0,0.0,1.3399619483116094e-13,7.067287101274081e-15,0.0,3.808975862851935e-18,0.0,0.0,0.0,0.0,0.0,2.729203849299576e-18,0.0,5.758523770791508e-19,2.5246311094138365e-18,2.6671252745222173e-17
0.016,0.11825315993966318,297.9999999973713,1.2318238135829975,0.6535759894983603,1.258239332688054e-18,0.09810796795811622,0.0,0.04977241432246702,0.1985436281902952,0.0,1.8434844000598794e-21,0.0,0.0,4.610931202421187e-22,0.0,3.001309863451597e-11,0.0,2.002240361470374e-18,0.0,0.0,0.0,2.003434530797724e-14,0.0,5.582654804525332e-22,0.0,2.1778742104358594e-14,6.708323286558047e-31,1.718419202386293e-46,8.723729375138907e-16,0.0,4.8420611468971657e-29,0.0,0.0,2.1802312726500595e-14,2.8752915766337734e-21,0.0,0.0,2.586358198800666e-19,0.0,1.496570005139627e-27,3.728349547702421e-21,0.0,0.0,0.0,9.103928887374658e-15,2.8686964907333336e-16,0.0,0.0,0.0,0.0,0.0,6.665289677672493e-14,7.187139259241174e-32,0.0,7.291096423258391e-15,5.488724061929245e-16,2.6776444941651858e-20,8.992610988557337e-17,5.257881363952195e-18,2.4669476725340272e-24,0.0,0.0,0.0,3.4773317194650657e-29,2.5943767352384064e-30,0.0,1.0853624107601793e-20,4.212285193465472e-15,1.4873124602884707e-21,5.846323861072185e-18,0.0,0.0,5.456760130792306e-17,0.0,0.0,0.0,0.0,0.0,9.515733662629735e-22,0.0,2.1173055360308095e-13,0.0,0.0,0.0,0.0,0.0,0.0,6.1059846704504e-47,5.58970880016776e-32,4.181878428120463e-29,0.0,0.0,0.0,9.653247312708015e-25,0.0,2.3697480264791043e-24,0.0,0.0,2.8759418247889803e-21,3.3114178453741576e-20,0.0,0.0,0.0,3.976190712677102e-14,3.7568700321369115e-22,9.442434226309515e-14,0.0,0.0,6.703503459368106e-27,0.0,1.5653071129740387e-17,1.5371844846044853e-14,0.0,0.0,0.0,8.583323895374708e-17,5.750870298716178e-32,3.807743310479728e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043304455187703e-31,5.644735399590528e-14,2.13318071865339e-48,0.0,0.0,0.0,0.0,2.0951797547094914e-14,9.495082385017902e-19,9.93757577624207e-15,0.0,0.0,0.0,1.339961925583752e-13,7.870670055903997e-21,0.0,1.105994955330586e-15,0.0,0.0,0.0,0.0,0.0,2.729203823809346e-18,0.0,2.1435201460517192e-16,9.29329190851255e-16,7.551437148948811e-15
0.032,0.11825316118077847,297.99999999747627,1.2318238006546147,0.653575988754438,1.25823933728826e-18,0.09810796810817356,0.0,0.04977241426257113,0.19854362807504528,0.0,7.728896863802591e-29,0.0,0.0,1.015892992377263e-28,0.0,7.990139865082803e-10,0.0,2.0022396135932814e-18,0.0,1.675329788240151e-14,0.0,2.0039592508416814e-14,0.0,4.368252477865636e-29,0.0,2.1778746821978452e-14,0.0,5.370815635198593e-46,8.741775951557412e-16,0.0,9.873665038935154e-36,0.0,3.5527462254518516e-26,2.180043177674266e-14,4.190583229615535e-28,0.0,0.0,4.404149758507348e-25,0.0,9.194491404987098e-28,1.2394235266321126e-26,0.0,0.0,0.0,9.104017843913573e-15,2.8688000058080174e-16,0.0,0.0,0.0,0.0,0.0,6.665290583049941e-14,2.9431048759869236e-31,0.0,5.14239259078698e-15,1.2006012049130332e-17,0.0,8.999627820010555e-17,5.257881501900504e-18,0.0,0.0,0.0,0.0,3.4773316936973024e-29,2.594376719829018e-30,0.0,2.3741449266159412e-22,9.22379643713757e-17,3.253375156619278e-23,5.846181123163298e-18,4.884601532445339e-28,0.0,5.45676018512144e-17,0.0,0.0,0.0,0.0,0.0,1.1969503928447569e-28,0.0,2.117309112635731e-13,0.0,0.0,0.0,0.0,2.881778599302087e-31,0.0,4.3066008510640225e-47,2.703228596744297e-31,1.1830955897416677e-31,0.0,0.0,0.0,9.695672233697314e-25,0.0,5.368997451879126e-31,0.0,0.0,2.872606677981337e-21,7.477191047316963e-23,1.4303906209409846e-29,0.0,0.0,3.9761701341908493e-14,3.749285255051907e-22,9.442434244588176e-14,0.0,0.0,5.138913001013193e-27,0.0,1.5653073844435898e-17,1.537184486714051e-14,0.0,0.0,0.0,8.470939727299161e-17,1.9206973605655695e-38,3.8077433264292e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043304497017379e-31,5.644735407483701e-14,1.5343838280924102e-48,0.0,0.0,0.0,0.0,2.0424666887499996e-14,6.805246895764393e-19,1.046500852231893e-14,0.0,0.0,0.0,1.339961831485602e-13,7.442253760407253e-23,0.0,2.507880762107613e-16,0.0,0.0,0.0,0.0,0.0,2.7292038002979113e-18,0.0,5.09966205133747e-17,9.284460065379974e-16,8.487500669870384e-15
0.04,0.11825317372666015,297.9999999991507,1.2318236699665628,0.6535759812352703,1.2582393375436166e-18,0.09810796962459852,0.0,0.0497724136570069,0.1985436269098764,8.650426351433756e-14,6.617548419430093e-36,0.0,0.0,0.0,2.7333151002724055e-23,8.572374550145642e-09,0.0,2.0022354490356597e-18,0.0,4.0539497526777526e-14,0.0,2.0290620099903806e-14,0.0,8.220826324426029e-35,0.0,2.177877713819869e-14,0.0,8.075719504247333e-46,9.54825811175114e-16,0.0,1.3874654704328143e-35,0.0,9.101043858511393e-26,2.1800357515252702e-14,0.0,0.0,0.0,0.0,0.0,4.885544818269406e-28,2.851617230152673e-32,0.0,0.0,6.318680067237407e-15,9.10849203106086e-15,2.874481246126776e-16,0.0,0.0,3.2764071664757672e-28,0.0,0.0,6.665345172978102e-14,4.406559520695493e-31,0.0,3.605816213614369e-15,0.0,0.0,9.002056769124577e-17,5.257891355718418e-18,0.0,6.221241856200086e-41,0.0,0.0,3.4773314332384713e-29,2.5943765255214126e-30,0.0,0.0,0.0,0.0,5.8461810901044096e-18,4.885243552631179e-28,0.0,5.4567598954414796e-17,2.5134956012434094e-40,0.0,0.0,2.2272714307452744e-31,0.0,0.0,0.0,2.1173091442939102e-13,0.0,0.0,0.0,0.0,8.088411379733623e-31,0.0,3.0197782889214847e-47,5.141887052277829e-31,1.1609618600743886e-31,0.0,0.0,0.0,9.729403418500793e-25,0.0,1.3114709575980777e-31,0.0,0.0,2.8740651285133305e-21,7.459278076827016e-23,8.41593879617732e-29,0.0,0.0,3.9761771371248534e-14,3.7492850555018576e-22,9.442434429419157e-14,0.0,0.0,3.9318203648430754e-27,0.0,1.5653074217276932e-17,1.5371845176033662e-14,0.0,0.0,0.0,8.390206808570356e-17,1.708412665398665e-38,3.807743405043467e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043304630016355e-31,5.6447354965506696e-14,1.1558307011594958e-48,0.0,0.0,0.0,0.0,2.039807048173696e-14,5.684861972080917e-19,1.0491717087746472e-14,0.0,0.0,0.0,1.3399617723942023e-13,3.125965098679472e-23,0.0,1.5538812384972194e-16,0.0,0.0,0.0,0.0,2.6517008640725137e-37,2.7292038098903197e-18,0.0,1.965590351639787e-17,9.25448518272833e-16,8.599802586943278e-15
0.044,0.11825324028023335,298.0000000278746,1.2318229766906574,0.6535759413535289,1.2582392920005231e-18,0.09810797766779433,0.0,0.04977241044301422,0.19854362072869178,1.8050513726578814e-12,0.0,0.0,0.0,0.0,3.2880647796407095e-23,4.980379306435264e-08,0.0,2.0022179128814577e-18,0.0,5.492555628656272e-14,3.948786258494427e-13,2.636088908808664e-14,0.0,1.0397599912181415e-34,0.0,2.1779505943488832e-14,0.0,7.994189619283993e-46,2.7770268610157955e-15,0.0,1.9816168451208664e-35,0.0,1.30113492373997e-25,2.1801504698266573e-14,0.0,0.0,0.0,0.0,0.0,2.3412429948484914e-28,0.0,0.0,0.0,1.7545488057957048e-13,9.222116818791556e-15,3.031810448826245e-16,0.0,0.0,3.9413865186226258e-28,0.0,0.0,6.667019590045991e-14,5.238593359674872e-31,0.0,2.694825909421101e-15,0.0,3.282619068671056e-18,9.007785434798411e-17,5.258289276042071e-18,0.0,8.012663796724721e-41,0.0,0.0,3.477330062914405e-29,2.594375503419882e-30,0.0,0.0,0.0,0.0,5.846180929546817e-18,4.885241096236366e-28,0.0,5.4567602132813745e-17,3.0311058735440772e-40,0.0,0.0,2.679314223649127e-31,0.0,0.0,0.0,2.1173094389205548e-13,0.0,0.0,0.0,0.0,0.0,0.0,2.2568597734134215e-47,6.843900638908265e-31,1.066037042365199e-31,0.0,0.0,0.0,9.749822979399103e-25,0.0,1.3126569254008211e-31,0.0,0.0,2.8757114472680527e-21,7.45655534804766e-23,7.545959788769121e-29,0.0,0.0,3.976181840327515e-14,3.7492852801499224e-22,9.442435566874577e-14,0.0,0.0,3.2106850764876536e-27,0.0,1.565307614099079e-17,1.537184681550162e-14,0.0,0.0,0.0,8.342651319231274e-17,2.4400830961427383e-38,3.807743868472095e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043305382803729e-31,5.6447359690319983e-14,9.482092358216274e-49,0.0,0.0,0.0,0.0,2.039565027853674e-14,5.175822781317944e-19,1.0494191449160874e-14,0.0,0.0,0.0,1.3399618043141913e-13,1.931849675365732e-23,0.0,1.376280313257e-16,0.0,0.0,0.0,0.0,1.9567306840038478e-36,2.7292039272976534e-18,0.0,1.0970486371836567e-17,9.235985409381086e-16,8.622748314925139e-15
0.048,0.11825373333741682,298.0000007171099,1.2318178406306746,0.6535756460287878,1.2582389369307536e-18,0.09810803723140561,0.0,0.049772386599041936,0.19854357493338315,4.3552673685199454e-11,5.7051241395531204e-42,0.0,0.0,0.0,3.836409307191959e-23,3.551474859734728e-07,0.0,2.002101793424349e-18,0.0,7.174377570149509e-14,1.0977487989857237e-11,2.2410366363838967e-13,0.0,1.391649902387211e-34,0.0,2.1803314007588043e-14,0.0,0.0,5.82799972468305e-14,0.0,2.7260654993209356e-35,0.0,1.7917093559411572e-25,2.184531720179875e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.288678397999615e-12,1.3107435360177014e-14,8.893485613323062e-16,0.0,0.0,4.59868558831897e-28,0.0,0.0,6.736129055163238e-14,6.195252691844615e-31,0.0,1.6370435472012298e-15,0.0,1.6175628404323788e-16,9.265814106506628e-17,5.280207028490654e-18,0.0,0.0,0.0,1.733255514329047e-48,3.47732018416751e-29,2.5943681396209013e-30,0.0,0.0,0.0,0.0,5.846180095769754e-18,4.885223011459854e-28,0.0,5.456763947256424e-17,3.0315151325089365e-40,0.0,0.0,3.12612916284281e-31,0.0,0.0,0.0,2.1173172502071454e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.3710091447361769e-47,9.031051561360509e-31,8.912074140281242e-32,0.0,0.0,0.0,9.7741807092584e-25,0.0,1.3138379497961935e-31,0.0,0.0,2.8790862092765764e-21,7.454765908295546e-23,6.523099797105843e-29,0.0,0.0,3.9761904431074636e-14,3.749287997574896e-22,9.442455135650117e-14,0.0,0.0,2.3631279106830083e-27,0.0,1.5653089990130047e-17,1.5371858781667123e-14,0.0,0.0,0.0,8.298262825406492e-17,3.356850193170359e-38,3.807751660178277e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043314112084472e-31,5.644739409520039e-14,7.179707749620015e-49,0.0,0.0,0.0,0.0,2.0395242913348765e-14,4.712892026595283e-19,1.0494669397352311e-14,0.0,0.0,0.0,1.339962440694715e-13,1.2689435226814433e-23,0.0,1.3080865351095986e-16,0.0,0.0,0.0,0.0,1.7422131246798162e-35,2.729204885116998e-18,0.0,6.14615266848641e-18,9.215578179947484e-16,8.632956763540677e-15
0.049,0.11825435079883997,298.0000033688044,1.2318114087403391,0.6535752766870282,1.2582384799060026e-18,0.09810811173577973,0.0,0.04977235662761587,0.19854351757241842,2.05757179834748e-10,9.540899878455735e-41,3.1417886765944663e-53,0.0,0.0,3.9728325720413595e-23,7.370958449858143e-07,0.0,2.0019701145621765e-18,0.0,7.624058789001778e-14,5.2845254883521736e-11,1.2491415024130195e-12,0.0,1.5021365746518994e-34,0.0,2.1927123791446925e-14,0.0,0.0,3.276370211036817e-13,3.8772551924920735e-48,2.963020922124953e-35,0.0,1.9478115956064577e-25,2.210817345274747e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0303917757644327e-11,3.4230424687312194e-14,4.3566614486048464e-15,0.0,0.0,4.76221933464255e-28,0.0,0.0,7.188368885876293e-14,6.585783783678165e-31,0.0,1.3904814025825537e-15,0.0,1.3535049362647642e-15,1.1390006524106352e-16,5.471273868610362e-18,0.0,0.0,0.0,3.9973572649684243e-48,3.4773088385200863e-29,2.5943597000776107e-30,0.0,0.0,0.0,0.0,5.8461803868876214e-18,4.885201514880873e-28,0.0,5.456769021612283e-17,3.031652204146433e-40,0.0,0.0,3.2372823327990472e-31,0.0,0.0,0.0,2.1173628229053877e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1645243281597228e-47,9.706130828465926e-31,8.373241375470088e-32,0.0,0.0,0.0,9.780622952133543e-25,0.0,1.314140716669653e-31,0.0,0.0,2.8868624127722516e-21,7.454395273306857e-23,6.24823695601518e-29,0.0,0.0,3.976196210846533e-14,3.749292056648211e-22,9.442587506274685e-14,0.0,0.0,2.1421785636085583e-27,0.0,1.5653106923446987e-17,1.5371874894021774e-14,0.0,0.0,0.0,8.404572618552444e-17,3.6486493186177703e-38,3.807803960023169e-15,0.0,0.0,0.0,0.0,0.0,0.0,7.043340001354031e-31,5.644743706452884e-14,6.597687421275763e-49,0.0,0.0,0.0,0.0,2.0395216527803967e-14,4.60005918275991e-19,1.0494737048507054e-14,0.0,0.0,0.0,1.3399642012768424e-13,1.131456388236619e-23,0.0,1.2959260757287275e-16,0.0,0.0,0.0,0.0,3.88284818354313e-35,2.729206193959561e-18,0.0,5.1454616181927634e-18,9.21038312785953e-16,8.634929846005664e-15
0.05,0.11825596143352411,298.00002128314895,1.2317946316084447,0.6535743162477107,1.2582372575603484e-18,0.09810830554378598,0.0,0.049772277838462414,0.1985433678644866,1.3113925438016732e-09,2.8773365131011227e-41,3.726487981085624e-53,0.0,0.0,4.1087291880731406e-23,1.7307067088779753e-06,0.0,2.0016523350432324e-18,0.0,8.205129307928728e-14,3.4299254908606366e-10,1.0365780295615459e-11,0.0,1.7066795226333685e-34,0.0,2.303165550060875e-14,0.0,0.0,2.580775756130725e-12,3.0541195286370474e-47,3.406376269895095e-35,6.258622163883701e-16,2.240260418331012e-25,2.478918017863855e-14,0.0,6.643142495553632e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.296847403678061e-10,2.3064545167902577e-13,3.9253123252211815e-14,2.8047912016229805e-14,0.0,4.925130841386248e-28,0.0,0.0,1.2194861727936325e-13,8.238485713314348e-31,4.4535744304144623e-29,1.3238744453177559e-15,0.0,1.6404962402972814e-14,4.068346268211715e-16,8.251574112001688e-18,0.0,0.0,0.0,1.113495797151231e-47,3.4772855501946665e-29,2.5943424956275342e-30,0.0,0.0,0.0,0.0,5.846189356076721e-18,4.885152485998248e-28,0.0,5.456785391850507e-17,3.0318841951941306e-40,0.0,0.0,3.3479849257163268e-31,0.0,0.0,0.0,2.1178491481283934e-13,0.0,0.0,0.0,0.0,0.0,0.0,1.1087512027884388e-47,1.0859633894757294e-30,7.765707878389713e-32,0.0,0.0,0.0,9.787945576599437e-25,0.0,1.3144634946816253e-31,0.0,0.0,3.000707942178981e-21,7.454144863996057e-23,5.87813944926516e-29,0.0,0.0,3.976209779765546e-14,3.7493070947040094e-22,9.444601366054259e-14,0.0,0.0,1.9082450469618375e-27,0.0,1.565315038627729e-17,1.537194313559896e-14,0.0,0.0,0.0,1.0434171039584562e-16,4.194618827370352e-38,3.8085991577539905e-15,0.0,0.0,0.0,2.624015852583493e-16,0.0,0.0,7.043521572044748e-31,5.6447559282727565e-14,5.9884684407454836e-49,0.0,0.0,0.0,0.0,2.039524935276323e-14,4.4899893874771065e-19,1.0494792458873552e-14,0.0,0.0,0.0,1.3399783044257094e-13,1.0169145596012654e-23,0.0,1.287112248014162e-16,0.0,0.0,0.0,0.0,1.0547395061429342e-34,2.729210245078764e-18,0.0,4.311719547340561e-18,9.205121940276394e-16,8.636504382050677e-15
0.051000000000000004,0.11826018090717498,298.0001423004166,1.2317506817398136,0.653571819786545,1.2582340980738245e-18,0.09810880970515358,7.409979836345496e-18,0.04977206774891555,0.19854297499868687,8.847831506819926e-09,5.302482072611974e-41,6.751569344868582e-53,0.0,1.6389467697714442e-25,4.246909199623749e-23,4.315558121717057e-06,0.0,2.0008816584260786e-18,3.2513841110681753e-13,9.912570483437512e-14,2.3537685822999626e-09,9.144982409038674e-11,3.3396867156413886e-30,2.566043800389685e-34,2.4961675786056492e-19,3.2885691909450524e-14,0.0,1.2063062039028985e-41,2.1428278348392617e-11,2.535931424999269e-46,5.260554547011234e-35,1.0020277958769192e-14,3.517876547507473e-25,5.213485649685757e-14,2.174585923810427e-31,6.46787531286071e-12,0.0,0.0,0.0,0.0,2.501921889997144e-31,0.0,0.0,8.767446388355261e-10,2.057062536681487e-12,3.9046999589854923e-13,4.021947303616134e-13,2.6433957706192544e-14,5.090993049985748e-28,0.0,0.0,6.761987298663853e-13,2.0269322029776575e-30,1.6102048729242216e-27,2.5396108962712585e-15,0.0,2.0650175844805093e-13,4.4466903471517866e-15,4.871067403902147e-17,8.702010181743268e-30,2.5685821431936045e-41,3.063675718052963e-19,4.529409406086193e-47,3.477267027105233e-29,2.5943298280836573e-30,0.0,0.0,0.0,0.0,5.846268157213959e-18,4.885071522728642e-28,0.0,5.456887112012786e-17,3.032641540467175e-40,0.0,0.0,3.460493754339024e-31,0.0,0.0,0.0,2.123111031429664e-13,0.0,0.0,9.421180089092579e-25,0.0,0.0,5.790504080535041e-21,2.1269625302996496e-47,1.51255189996347e-30,7.024328794220146e-32,0.0,0.0,0.0,9.799450657936364e-25,0.0,1.3148680792599746e-31,5.279859645391548e-19,1.9282509171269877e-36,4.815418116174706e-21,7.45424095211272e-23,4.7469788829187864e-29,0.0,0.0,3.976258771580509e-14,3.749402067379294e-22,9.476629224611867e-14,0.0,0.0,1.6268474406292193e-27,0.0,1.5653267924879235e-17,1.537263529237995e-14,0.0,0.0,0.0,4.498678717594795e-16,6.477975300380028e-38,3.8212573755504945e-15,0.0,0.0,0.0,3.9791096327934876e-15,0.0,0.0,7.0449406249485825e-31,5.6448046727816633e-14,5.2644287376249036e-49,0.0,0.0,0.0,0.0,2.0395377433033282e-14,4.382624668586945e-19,1.0494874001635706e-14,0.0,0.0,2.4734807476119876e-18,1.3401187749642826e-13,9.215122052535268e-24,0.0,1.2806829714577006e-16,0.0,0.0,0.0,0.0,4.287917411693892e-34,2.7292285416773417e-18,0.0,3.6170971161449985e-18,9.19983271812837e-16,8.637827990479555e-15
0.052000000000000005,0.11827135739544234,298.00095965380206,1.2316342830329388,0.6535653363317188,1.2582260781075435e-18,0.09811012150737795,7.903371264055084e-17,0.04977148921349021,0.19854192909073207,6.02210326404619e-08,0.0,1.7215987781096443e-52,0.0,4.180599128145387e-24,4.4169825668254695e-23,1.1040274832983948e-05,0.0,1.9990103849595862e-18,3.47567905589039e-12,2.2261179121030106e-13,1.6289356814918367e-08,8.126417944705161e-10,2.7340432862676477e-28,2.2098033837915644e-33,2.6629064645451772e-18,1.2080157725296948e-13,1.00027872033928e-30,8.60445046029436e-40,1.790933713209177e-10,2.1200188045038093e-45,4.930549763838605e-34,9.522099166254125e-14,3.427450889576591e-24,3.3106494105799803e-13,2.0283307755213994e-29,5.67533822033971e-11,7.289717815893992e-13,1.1658645676665645e-28,7.614564801700607e-27,0.0,2.6265770202582426e-29,0.0,1.0986669360403251e-27,5.979281153465101e-09,1.9041071807895085e-11,3.925422782021051e-12,4.341960281462075e-12,5.074180521828894e-13,5.297033639289968e-28,5.819789059327079e-17,5.475782496508649e-13,6.8122976821684225e-12,7.864764001413504e-29,1.190140820255922e-25,1.2278756015798106e-14,1.5710748221600787e-15,2.60745789156642e-12,6.016204058005434e-14,6.374946180225172e-16,1.9543784921702203e-28,0.0,3.2676885567030605e-18,1.2022715812072731e-45,3.4775028966919304e-29,2.594513588972443e-30,0.0,3.1065229588276254e-20,1.2052853126660992e-14,4.2568956038888416e-21,5.8468477468305284e-18,4.885175448934629e-28,0.0,5.4582364564232604e-17,3.0498901497127842e-40,0.0,0.0,3.598870918683724e-31,0.0,2.9676294767613416e-33,0.0,2.1802297094104742e-13,0.0,4.7005859205297467e-14,1.0158956752572616e-23,0.0,0.0,1.814602214162867e-19,1.028555670650237e-46,2.8688038946331034e-30,5.679327112166498e-32,0.0,0.0,0.0,9.830433667897905e-25,0.0,1.3156991675806565e-31,1.277927373299988e-17,3.701283377159511e-35,3.392105678967086e-20,7.455697396604306e-23,4.25153577197916e-29,0.0,0.0,3.976657633244149e-14,3.750495178172022e-22,9.989740353258542e-14,1.4375806564821953e-17,0.0,9.755040747152517e-28,0.0,1.5653737854476892e-17,1.5384297838286252e-14,0.0,0.0,0.0,6.293494115392235e-15,6.071490258694037e-37,4.024283782831776e-15,0.0,0.0,4.0392500269396095e-29,5.543119755531545e-14,2.04197540822458e-17,0.0,7.0565738352221965e-31,5.645180536474433e-14,3.652653239528721e-49,0.0,0.0,0.0,0.0,2.039572983387768e-14,4.2778897840051673e-19,1.0495044434786043e-14,0.0,0.0,4.9896893435031795e-17,1.341616764711221e-13,8.420636412578794e-24,0.0,1.2760277795339616e-16,0.0,0.0,1.1134533546323412e-13,0.0,2.3040459220378588e-33,2.7293807966470845e-18,1.608847489817483e-14,3.0375825985704223e-18,9.194589012166682e-16,8.639375348829452e-15
