grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.08754163532914323,298.0,1.2517652338480147,0.6409985759536124,2.076482221404627e-19,0.11546397436879964,0.0,0.04881459419429086,0.1947228554584898,0.0,0.0,0.0,0.0,3.324970993663628e-15,0.0,2.4227337304069384e-11,1.9543085963213518e-69,4.693573631885302e-19,9.662646311769799e-16,0.0,0.0,0.0,0.0,0.0,6.5857753774197404e-15,7.53534948711619e-17,0.0,2.7066797062897227e-43,7.825779511015808e-16,0.0,0.0,0.0,0.0,0.0,6.793614674210867e-15,1.3461437974983558e-17,0.0,6.0844107489939614e-15,0.0,0.0,8.834646885332004e-24,0.0,3.865457564958384e-16,1.0482133345162139e-17,0.0,8.77081535417193e-17,1.6982014756506215e-15,1.3953491910291568e-14,0.0,0.0,0.0,1.59453587035687e-15,3.374868543456366e-35,0.0,1.2852425423213572e-14,2.0013941575567455e-13,2.3205928889938192e-20,0.0,1.0835755565635165e-18,0.0,3.1147840745423346e-31,0.0,0.0,1.5672647357765544e-31,1.1556038139669487e-32,8.278630040625807e-15,4.8711262662376146e-21,1.915959907296692e-15,7.25165515223374e-22,2.3043645087303847e-17,3.6076569545107676e-31,0.0,1.1422836028267774e-18,0.0,2.350909095020939e-20,0.0,0.0,6.529639440842992e-33,0.0,0.0,7.143182056692455e-17,6.237379864031642e-17,0.0,1.1165710421532552e-17,9.340666630762536e-17,3.300982938454505e-30,0.0,4.3345778510632954e-49,0.0,0.0,0.0,0.0,7.969722243739448e-19,0.0,9.632733534458034e-15,4.418779300688668e-16,0.0,6.293347300157739e-39,0.0,3.365350101506254e-16,0.0,9.433734618042223e-22,1.2096567288430045e-14,1.9212460847497253e-15,2.61076839621365e-16,0.0,0.0,0.0,0.0,0.0,1.7043282368289439e-18,0.0,4.9468763856992704e-20,0.0,2.439861833001816e-66,0.0,0.0,1.2731014115576467e-15,0.0,0.0,0.0,0.0,0.0,2.6983604604918626e-20,2.4902106183269113e-33,3.949115475357909e-14,0.0,1.7281489461143557e-13,2.001606073940422e-17,7.586095087492612e-31,7.164515659128652e-16,8.949469417036497e-19,3.747472697109216e-23,4.327758301147115e-19,7.93540500503721e-17,0.0,0.0,6.292483926384944e-16,5.4572071196007746e-14,0.0,3.0651183637589495e-17,1.1306372597862296e-25,3.300591630614868e-32,1.0703677693742278e-16,3.7464283647760063e-25,0.0,0.0,2.007699413809988e-14,5.536600180117587e-18,3.004597480388887e-17,2.7324301404196046e-16
0.016,0.08754163588744442,297.9999999991129,1.251765225865256,0.6409985754859897,2.076481946279488e-19,0.11546397447759583,0.0,0.04881459415909173,0.19472285539081005,0.0,0.0,0.0,0.0,5.789253384880559e-22,0.0,4.855264226888723e-10,2.4803904160834304e-69,4.693575818470728e-19,6.748195236460323e-14,0.0,0.0,0.0,0.0,0.0,4.469865485428497e-20,7.147263106590225e-15,0.0,2.29976542120648e-41,7.832969605312368e-16,0.0,0.0,0.0,0.0,0.0,7.533855300301438e-22,1.2606132400786037e-15,0.0,8.005462909824453e-21,0.0,0.0,9.769056323123393e-22,0.0,1.1749407541809481e-23,7.37578080755535e-16,0.0,8.77208694857866e-17,1.6982118289726521e-15,1.3951624833564794e-14,0.0,0.0,0.0,1.5945507469532532e-15,4.6932906535810595e-33,0.0,1.0213362703506547e-14,4.997457392144738e-14,3.2671984231990628e-18,0.0,1.0835758595526382e-18,0.0,2.2035905696499754e-38,0.0,0.0,4.894460786597221e-29,3.6516720971963365e-30,6.134419758186994e-21,1.1818678065996828e-18,4.586891104060709e-13,1.3496311176634082e-19,5.73367729302651e-18,9.596561303306886e-29,0.0,2.422665519474658e-16,0.0,1.1354350948798263e-19,0.0,0.0,7.31035004007237e-31,0.0,0.0,8.47637433507705e-15,1.617097698901985e-14,0.0,3.79659887345249e-24,1.0021812055121457e-14,5.626802200299064e-28,0.0,8.553279995482815e-47,0.0,0.0,0.0,0.0,1.9703056298873592e-18,0.0,9.631560131635903e-15,5.851831294713879e-23,0.0,1.0143319459267335e-36,0.0,3.3564806876618165e-22,0.0,8.272271698131751e-22,1.6975460054279343e-21,0.0,1.668832041020011e-21,0.0,0.0,0.0,0.0,0.0,5.019565711068776e-16,0.0,1.3840112368046204e-17,0.0,5.0887021340167914e-64,0.0,0.0,1.2731022608108306e-15,0.0,0.0,0.0,0.0,0.0,2.695683121761804e-20,4.9284193944600725e-31,3.949115479614009e-14,0.0,1.728148948071191e-13,2.0016061156282107e-17,1.0951702119824504e-28,7.164515668590204e-16,2.665856466500704e-16,1.1312191369501356e-20,1.285609699399419e-16,1.6282287547986235e-14,0.0,0.0,6.292495383356141e-16,4.6151775623067616e-20,0.0,6.852852342129167e-15,2.4527399288347844e-23,6.885608420294665e-30,1.0703590099335758e-16,8.812882039699717e-23,0.0,0.0,2.007699416371794e-14,1.5885818774429767e-15,8.51527156112743e-15,5.946782031894959e-14
0.032,0.08754164708230987,298.0000000020213,1.2517650657889816,0.640998566119667,2.0764813257944413e-19,0.11546397665841354,1.5494539735041315e-18,0.048814593453742304,0.1947228540368176,1.864468516967607e-13,0.0,0.0,0.0,2.0162643327878455e-28,0.0,9.73015114184319e-09,0.0,4.693578899029597e-19,5.799252079155077e-14,0.0,2.2800112831449852e-15,0.0,2.8790133010134156e-27,0.0,5.2206806328914956e-20,7.147262887041404e-15,3.6241022373895393e-31,9.91742893151733e-45,9.955006101216682e-16,0.0,5.095409738414129e-35,0.0,2.9496419034471844e-25,0.0,8.385265637854583e-29,1.3015842990394922e-15,0.0,1.056882945508325e-26,2.689996943916737e-27,0.0,2.4779432085034705e-27,0.0,0.0,2.310011577081149e-14,0.0,8.914582686155574e-17,1.6993992843309218e-15,1.3949027592130311e-14,0.0,0.0,0.0,1.5963539803848506e-15,4.5217895436110624e-33,0.0,1.2938913972512343e-14,5.0569579295940644e-14,6.213297045394934e-18,0.0,1.0836251255922385e-18,2.912859964273006e-31,1.5616029361230803e-45,7.664061113319906e-20,0.0,4.894460347949796e-29,3.651671770649216e-30,2.1443553938769e-23,1.1959392109696153e-18,4.641579069221838e-13,1.3656998505588588e-19,5.733677203426593e-18,5.730045943734574e-28,0.0,2.422665886477588e-16,0.0,2.0357791252624267e-19,1.0352935294469687e-29,0.0,1.3799084807654599e-30,0.0,0.0,8.476386358303496e-15,1.6170987154755322e-14,0.0,2.4305203252891257e-25,2.2121906756395482e-14,6.067436147725692e-28,0.0,1.0835888467318441e-46,2.0278703614257407e-31,0.0,5.100441147776222e-39,0.0,3.1435753716983404e-18,0.0,9.63038706243315e-15,1.196159844504038e-29,0.0,1.0141429723382436e-36,0.0,9.58605813886924e-25,9.685311624211192e-27,7.25384740736819e-22,2.8445204584387553e-28,0.0,1.6645894582322734e-21,0.0,0.0,0.0,0.0,0.0,5.019566484964627e-16,0.0,1.473492685882135e-17,0.0,0.0,0.0,7.217981409735567e-38,1.2731031655602712e-15,0.0,3.599357375212808e-34,1.4207353244361226e-31,0.0,0.0,2.6956831837704805e-20,4.928419435321611e-31,3.949115545560805e-14,0.0,1.7281489886527715e-13,2.00161174592481e-17,9.603390619619679e-29,7.164515814319014e-16,2.611396552244761e-16,7.550017165710406e-21,1.3401104580164907e-16,1.6282290067632632e-14,0.0,0.0,6.292505548061705e-16,4.558450682040272e-22,0.0,1.5672881609254747e-15,4.1467940628877e-23,6.373233851107375e-30,1.070728690480227e-16,1.663526587301667e-22,0.0,0.0,2.007699712951824e-14,3.088837628292998e-16,8.483262558240032e-15,6.539892792985048e-14
0.04,0.08754173262817233,298.00000007688186,1.2517638425635065,0.6409984945623629,2.0764801937729563e-19,0.11546399332034638,1.4379460530388214e-18,0.04881458805928389,0.19472284368945636,5.058305259871318e-12,0.0,0.0,0.0,6.5789304629626425e-28,9.209861561047334e-27,8.03605470529717e-08,0.0,4.693569570956426e-19,5.370855778392713e-14,0.0,1.3085475845882775e-12,9.047228508691736e-15,3.95936181625107e-27,1.9380685901575144e-34,4.8449895653217075e-20,7.14788606359663e-15,3.3648807121858376e-31,1.0443877941043486e-44,8.083113769771046e-15,0.0,4.522354732980711e-35,0.0,2.5425867472740607e-25,0.0,0.0,2.725217350578846e-15,0.0,0.0,2.497573249002227e-27,0.0,0.0,0.0,0.0,6.168009271265411e-13,0.0,1.4763540162891512e-16,1.75064288370058e-15,1.394757293646001e-14,1.3243465475564107e-31,0.0,0.0,1.6785075260494088e-15,4.203857782334961e-33,0.0,1.4204406897067883e-14,5.0846391453372195e-14,2.384012998232651e-17,0.0,1.0866408859498273e-18,4.499095287256801e-31,0.0,7.112735593770747e-20,0.0,4.894457038443755e-29,3.651669302487742e-30,2.144269025612173e-23,1.2024845980492108e-18,4.666982530295884e-13,1.3731740578316092e-19,5.733676953570802e-18,5.730114791405822e-28,0.0,2.4226663647268144e-16,2.5264547215361527e-40,2.485950798079632e-19,1.0973954942283417e-29,8.97536069187917e-35,1.6848303572150505e-30,0.0,0.0,8.476426078840624e-15,1.6170993789428992e-14,0.0,2.259423368630397e-25,2.7750034133403594e-14,8.100244914508227e-28,0.0,1.1895697841904283e-46,6.489976455924459e-31,0.0,5.560238502316792e-39,0.0,3.7301745191289014e-18,0.0,9.629801993265081e-15,4.2009791131360935e-30,0.0,1.0140361094230168e-36,0.0,9.569239654249128e-25,9.901067111143116e-27,6.778100513155541e-22,4.586673211598661e-29,0.0,1.664589790678854e-21,0.0,0.0,0.0,0.0,0.0,5.019567335282315e-16,0.0,1.515026898377498e-17,0.0,0.0,0.0,6.661172439439484e-38,1.2731041922231512e-15,0.0,1.1958070910275697e-33,5.506502560922061e-31,0.0,0.0,2.6956838479959373e-20,4.928420076598948e-31,3.9491160387129996e-14,0.0,1.7281492958085433e-13,2.0019894885259716e-17,8.973556261721066e-29,7.164517231151851e-16,2.6091968106017775e-16,6.046715842673088e-21,1.3423255842338456e-16,1.6282292045428062e-14,0.0,0.0,6.292521437524347e-16,1.7491218474550579e-22,0.0,1.0842218085781707e-15,4.831016742495845e-23,6.115888894491649e-30,1.0890357244404167e-16,2.0311201320968429e-22,0.0,0.0,2.0077150459595204e-14,1.0143104354966403e-16,8.441335972113236e-15,6.600471828544978e-14
0.044,0.08754208101199082,298.000001083231,1.251758861026522,0.6409982033548863,2.0764792561048226e-19,0.11546406113377004,1.4221587161534018e-18,0.04881456603808871,0.19472280154054408,7.081282883586551e-11,0.0,0.0,0.0,2.9179071381777707e-27,1.0162162700430268e-26,3.6783244733365196e-07,0.0,4.693496511385249e-19,5.3120052004348096e-14,0.0,1.926001846566447e-11,3.7908741760750396e-13,3.993576115691705e-27,1.811468836983316e-34,4.791796086133795e-20,7.159401272098279e-15,3.2380602187031217e-31,2.1793666112266758e-44,1.2821857385210696e-13,0.0,4.1863357116509284e-35,0.0,2.353801482943206e-25,0.0,0.0,2.7816450152198134e-14,0.0,0.0,2.4034419169356537e-27,0.0,0.0,0.0,0.0,8.646282412119755e-12,0.0,1.3626564047683342e-15,2.8691533490122265e-15,1.3947043862322814e-14,1.4629013426482826e-31,0.0,0.0,3.5704908174901854e-15,4.345137653604281e-33,0.0,1.4845061277458846e-14,5.0984913665751815e-14,4.588546919271887e-16,0.0,1.179723440319752e-18,5.597292680722351e-31,0.0,7.034611562980683e-20,0.0,4.894444126621912e-29,3.651659682688622e-30,2.145203444221119e-23,1.205756284568804e-18,4.679680138436877e-13,1.3769090252394526e-19,5.733676449503617e-18,5.730094875952445e-28,0.0,2.422667780716438e-16,2.564276474808251e-40,2.7110368102802174e-19,1.097397754486393e-29,9.903395226577514e-35,1.8324254468931943e-30,0.0,0.0,8.47731097362443e-15,1.6171013869975758e-14,0.0,2.2355849093226244e-25,3.072784524262598e-14,3.2452346325762485e-27,1.5054769681525493e-21,1.2432227763017315e-46,8.354507011176463e-31,0.0,5.606815093399526e-39,0.0,4.0234665942304586e-18,0.0,9.62951491791493e-15,4.200998338548976e-30,0.0,1.0139932492954449e-36,0.0,9.566255926205088e-25,9.988428108750023e-27,6.548359688078394e-22,4.586686395376541e-29,0.0,1.6645908207590092e-21,0.0,0.0,0.0,0.0,0.0,5.019570796604544e-16,0.0,1.535713576258522e-17,0.0,0.0,0.0,6.166219401915277e-38,1.273120244554455e-15,0.0,1.598054841884592e-33,7.483459541589715e-31,0.0,0.0,2.6956960967273718e-20,4.928423310293071e-31,3.949118050951802e-14,0.0,1.728150537213868e-13,2.0146823352392096e-17,8.669435240540103e-29,7.164534248225741e-16,2.609036930148806e-16,5.3793044457650236e-21,1.3424939121746328e-16,1.628230082045661e-14,0.0,0.0,6.292770447700102e-16,1.0618610636551446e-22,0.0,1.0070835461479762e-15,5.1350975310758635e-23,5.987211658246673e-30,1.535126037272521e-16,2.2090507871280467e-22,0.0,0.0,2.008143235819175e-14,5.0639009326260563e-17,8.417255355523384e-15,6.611874344388261e-14
0.048,0.08754409144467251,298.000019463296,1.2517301146404012,0.6409965264718526,2.0764747163954436e-19,0.11546445173232664,2.1561642100154763e-18,0.048814438132587575,0.1947225581381447,1.2765869176525288e-09,4.767097531324121e-44,0.0,0.0,2.2825828520684774e-26,6.773159448304318e-27,2.0237238546728755e-06,0.0,4.693023184930144e-19,8.053779565218692e-14,0.0,3.5418032410726135e-10,9.456827398487608e-12,4.055513334941278e-27,1.6915578906316636e-34,7.264915430342622e-20,7.442941573302004e-15,3.144767710300033e-31,4.109366207080046e-43,2.8833676097763647e-12,4.732686881008526e-47,3.9095236644793204e-35,1.145889001465629e-16,2.198780476366333e-25,0.0,4.8358521274402954e-33,6.258242094550494e-13,3.278098742474845e-15,0.0,2.3346518964245953e-27,0.0,0.0,0.0,0.0,1.561170802087199e-10,1.8870168224211588e-13,3.5421367567996597e-14,3.579452614009968e-14,1.3951944436189799e-14,9.763527321609942e-32,0.0,0.0,6.229798012118019e-14,1.8674536285624655e-32,0.0,1.60388208948085e-14,5.120366694518216e-14,1.5973598719953554e-14,8.847998094264832e-17,5.0416263904912824e-18,1.780063580264487e-30,0.0,1.0664944550165387e-19,2.0683896960200576e-47,4.894379763796724e-29,3.651611909019096e-30,2.1534105415489083e-23,1.2109047102575952e-18,4.699657748202423e-13,1.3827820701477222e-19,5.733682743470243e-18,5.729989387158129e-28,0.0,2.422675812396182e-16,2.5568403875224474e-40,2.9361252631706977e-19,1.0974101314243116e-29,6.600544661315747e-35,1.9752946526520193e-30,0.0,0.0,8.504182213952586e-15,1.6171148230395057e-14,0.0,3.369740035850174e-25,3.8929388112432875e-14,5.888555346064466e-26,4.6495640360591716e-21,1.3432016678668737e-46,1.0088033397641681e-30,0.0,5.654869369776311e-39,0.0,4.316781752631992e-18,0.0,9.629257385281331e-15,4.201130503589027e-30,0.0,1.0143255966569797e-36,0.0,9.564230934902933e-25,1.0121569753945817e-26,6.326354373584922e-22,4.58681910052389e-29,0.0,1.6645973998558246e-21,0.0,0.0,0.0,0.0,0.0,5.019590737397623e-16,0.0,1.5675982135018408e-17,0.0,0.0,0.0,5.758402636056734e-38,1.2738255606427038e-15,0.0,1.99503551940147e-33,9.431907979176346e-31,0.0,0.0,2.6962806421194604e-20,4.9284523103935385e-31,3.949130516520395e-14,0.0,1.7281576544323435e-13,2.5872739665271836e-17,8.375721217050382e-29,7.165150996500152e-16,2.609023374016172e-16,4.78606738988987e-21,1.3425244259470154e-16,1.6282378150471272e-14,0.0,1.560051029133413e-20,6.30024560027939e-16,7.239042609948154e-23,0.0,9.812831789879617e-16,5.404414467782284e-23,5.8588593363440796e-30,1.6173767212843727e-15,2.3812808315215935e-22,0.0,0.0,2.0243903402567495e-14,2.5680645795907402e-17,8.39172525112914e-15,6.616967935224678e-14
0.049,0.08754609991238055,298.0000736361774,1.2517013976667148,0.6409948611932231,2.0764714228881753e-19,0.11546483988563547,4.615089721675065e-18,0.04881430827530191,0.19472231444360463,4.844526376890443e-09,1.1036759478565354e-41,0.0,0.0,8.448336679845236e-26,0.0,3.669338614674642e-06,0.0,4.692517877318037e-19,1.7204701772428597e-13,0.0,1.361928079740088e-09,4.5103741568402023e-11,4.1840272095940525e-27,1.0497569437488538e-34,1.556077980405853e-19,8.560038047617758e-15,3.2202542119751596e-31,3.72730343949212e-42,1.3014469178604882e-11,1.4609630740746978e-46,3.492676239826112e-35,1.8156585348366445e-15,1.9858514061784772e-25,0.0,5.947894145855941e-32,2.9088509823887866e-12,2.435515012787885e-14,1.117079775665112e-31,2.4105482579867943e-27,0.0,0.0,0.0,0.0,5.931435583001668e-10,9.685143838840312e-13,1.877884866358943e-13,1.9032180735905412e-13,1.3972978421397052e-14,0.0,0.0,0.0,3.5263402631764655e-13,1.9214413833825796e-31,3.537794928289314e-28,1.7751792430731483e-14,5.1354825459424506e-14,1.0400156981647558e-13,6.542651967985872e-16,3.0439183220736394e-17,5.614374062731028e-30,4.924952491948368e-41,2.2825104285175335e-19,3.3852507614660746e-47,4.8943443679074135e-29,3.6515862267379274e-30,2.178684378480443e-23,1.2144537702948084e-18,4.713419915467192e-13,1.3868296135991928e-19,5.733715242568907e-18,5.729910931393268e-28,0.0,2.4226848572713443e-16,2.555346192668385e-40,2.9924056100878316e-19,1.0974363324107202e-29,0.0,2.010727352105571e-30,0.0,0.0,8.634450596372791e-15,1.6171317719349832e-14,0.0,7.171889380369126e-25,5.73550008955125e-14,2.629804913436449e-25,5.197553840893644e-21,1.4866730196566001e-46,1.099203555297584e-30,0.0,5.667454027693196e-39,0.0,4.390331128358027e-18,0.0,9.62921953104621e-15,4.1992781153747685e-30,0.0,1.0158345340115676e-36,0.0,9.563944716889812e-25,1.0370982136062307e-26,6.271374767317934e-22,4.5870350606509304e-29,0.0,1.6646067810820304e-21,0.0,0.0,0.0,0.0,0.0,5.019610574596216e-16,0.0,1.5869477100660137e-17,0.0,0.0,9.5201632136537e-17,5.145570359124295e-38,1.2789355716559417e-15,0.0,2.1390798094205007e-33,1.008505365536962e-30,0.0,0.0,2.701208199634156e-20,4.9285147418719675e-31,3.949148808330442e-14,0.0,1.728164690908376e-13,6.676759640784472e-17,8.303161180049553e-29,7.16951296860979e-16,2.6090294599576455e-16,4.642429649544642e-21,1.3425313243078107e-16,1.6282660553219733e-14,0.0,1.3497025254313446e-18,6.336456013353044e-16,6.571828077384246e-23,0.0,9.769710225856886e-16,5.469632046467255e-23,5.8269356439071574e-30,9.260425392319394e-15,2.423985247971544e-22,0.0,0.0,2.1223775284837477e-14,2.0754948651876976e-17,8.385294300419435e-15,6.617984885514513e-14
0.05,0.08755054835628258,298.0003615757201,1.2516377987191565,0.6409912184903244,2.0764681565182073e-19,0.1154656900138037,1.5799790588008226e-17,0.048814012066419,0.19472177195706086,2.387800289590828e-08,1.0218522720417891e-40,0.0,0.0,5.604010993357555e-25,0.0,7.273445741193613e-06,7.774673813773825e-68,4.691364782139702e-19,5.894140347952212e-13,7.558936437416665e-15,6.8182562906679395e-09,2.904644910776479e-10,5.017474042908073e-27,1.2557011420725062e-34,5.324503581123237e-19,1.627225192499932e-14,3.2248717335965387e-31,7.552724940643787e-41,7.8700181012904e-11,8.895157955122656e-46,4.665915069127091e-35,1.374726994944625e-14,2.686897950796348e-25,4.06635873989304e-14,1.2954661445487492e-30,1.8224496513543232e-11,1.7603289138509382e-13,7.345322154922922e-30,2.4944191774810636e-27,0.0,1.2979871289743845e-30,0.0,0.0,2.9275964723238426e-09,6.569126104274289e-12,1.3698518251402842e-12,1.4434382252858225e-12,1.4111861604224909e-14,0.0,0.0,1.8141714153758415e-13,2.8234528105844073e-12,5.299576559663098e-30,8.195727667131543e-27,3.02616907698886e-14,5.202389677189744e-14,9.559897374467705e-13,6.62466087165459e-15,3.129231266732064e-16,3.294532777174003e-29,0.0,7.81365827403921e-19,9.073606212446298e-47,4.8944015365008305e-29,3.651632738007681e-30,2.3733345357886398e-23,1.2302150763506232e-18,4.77452714481698e-13,1.4048204362456142e-19,5.7339101517843e-18,5.729863370035476e-28,0.0,2.422718934783817e-16,2.5550246752956974e-40,3.048711787691317e-19,1.0975774155770327e-29,0.0,2.046103690711879e-30,0.0,0.0,9.723431982019131e-15,1.6172368479733972e-14,0.0,2.4443206321641238e-24,1.811752610212964e-13,1.5981592370641016e-24,1.3036735058205126e-20,2.5345033453537005e-46,1.4044224139565397e-30,0.0,5.681928122754802e-39,0.0,4.466834324050466e-18,0.0,9.629223809470607e-15,4.1999863886304474e-30,1.8828738279596257e-19,1.0259028251297685e-36,4.075582426957461e-21,9.56410994408582e-25,1.2289508343879591e-26,6.216898767801934e-22,4.588373375084084e-29,0.0,1.6646472175816157e-21,0.0,0.0,0.0,0.0,0.0,5.019654376319868e-16,0.0,1.6580996594091102e-17,0.0,0.0,1.5337611585939293e-15,6.873186080329795e-38,1.341464476244218e-15,0.0,2.6042801211361196e-33,1.1951585396728456e-30,2.1279687158246787e-15,0.0,2.77146529525897e-20,4.928851878144839e-31,3.949250447882272e-14,0.0,1.7281800980184105e-13,5.586280821768507e-16,8.231678985217006e-29,7.222963347015483e-16,2.6090472098984097e-16,4.5031928503687574e-21,1.3425416075405686e-16,1.6285921498841878e-14,0.0,1.709952458154224e-17,6.639134447750224e-16,6.041483840770959e-23,0.0,9.740221326693716e-16,5.534437430995221e-23,5.795558068154568e-30,7.769624547002307e-14,2.4665730801776265e-22,0.0,0.0,3.126935732312583e-14,1.684023436841061e-17,8.378847792878046e-15,6.61885810646771e-14
0.051000000000000004,0.08756055560350351,298.0018916673447,1.2514947497416078,0.6409832589161307,2.0764628755426124e-19,0.11546755269923925,7.49125382156492e-17,0.04881330544205904,0.19472053576128195,1.2541767478709142e-07,2.315951755432234e-40,0.0,0.0,5.519884665671751e-24,0.0,1.5167286295418923e-05,6.655127941972394e-67,4.688797728152554e-19,2.7974817185488714e-12,2.5470019459279605e-13,3.6362052082763326e-08,1.9793626913912866e-09,7.041616109295226e-27,1.561512553610674e-33,2.5241708379466777e-18,6.951781482674524e-14,1.747068159435086e-30,2.2863076827825033e-39,5.045942108428657e-10,5.824342068506483e-45,4.23946376099978e-34,9.744069039603473e-14,2.5117541339097274e-24,4.92418883200608e-13,4.08116218764066e-29,1.2097301658591367e-10,1.2675780733221387e-12,2.534653280435983e-28,1.3760344082624654e-26,0.0,5.257816947509432e-29,5.983342678186419e-17,1.7408807652768573e-27,1.5397973964758405e-08,4.6794120970312735e-11,1.0540599180114072e-11,1.1605730921723e-11,1.5022481767654384e-14,0.0,9.216806550765576e-17,2.0491663913297806e-12,2.3851305435891232e-11,2.139934132459731e-28,2.9965541423021923e-25,1.3887677389521132e-13,5.640900616499401e-14,9.202316049423355e-12,6.964557111055394e-14,3.4549397773411768e-15,3.0114734650838313e-28,9.715888322327918e-39,3.704246711308153e-18,1.7354151922780415e-45,4.8952424381751907e-29,3.6522806296989446e-30,4.3998047749586817e-23,1.3337411197972796e-18,5.175951606674781e-13,1.5230452214542118e-19,5.734994484657059e-18,5.7304194579863675e-28,2.2972585050407603e-14,2.422989755587067e-16,2.5796055998167995e-40,3.1053243070923477e-19,1.098573455607929e-29,0.0,2.083971450766209e-30,2.142583365229134e-33,0.0,1.882766362847182e-14,1.618230406343088e-14,6.253528191103005e-14,1.1573288996501181e-23,1.0609885268293564e-12,1.1032369513712935e-23,2.0529835604259718e-19,1.1635714829080335e-45,1.072893249609696e-29,0.0,5.710752752579191e-39,0.0,4.586025108557141e-18,0.0,9.629320323638646e-15,4.201962315940307e-30,3.607225790655729e-18,1.0921267848827303e-36,8.198754562434953e-20,9.565852818988321e-25,1.5517174264181526e-26,6.162957519455275e-22,4.601998918333193e-29,0.0,1.6649247884431637e-21,0.0,8.377450016187178e-18,9.294169091742422e-19,0.0,0.0,5.019757161819676e-16,0.0,1.9971652914569427e-17,0.0,5.664320586724948e-69,2.0058684748232826e-14,6.2433515323003306e-37,2.1069727322901826e-15,0.0,3.176103174845377e-33,2.267848048762116e-30,1.8736105375647712e-13,1.3962833833607415e-16,3.7745716220950393e-20,4.931091254609173e-31,3.950149607472907e-14,0.0,1.7282146926232121e-13,6.474620923031371e-15,8.162410526469535e-29,7.880353357571529e-16,2.609093107867486e-16,4.368239432250189e-21,1.3425632971865533e-16,1.6328708984961238e-14,0.0,2.0304069653271416e-16,9.16968946181827e-16,5.620778583731873e-23,0.0,9.72023969446319e-16,5.620222972345594e-23,5.768819653948286e-30,6.904908497446387e-13,2.51189787303657e-22,0.0,0.0,1.3426239775362322e-13,1.3728606869602798e-17,8.372445215702876e-15,6.619817931712821e-14
