grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405)
0.0,0.36831504416476546,298.0,1.1300609018085452,0.7246720963306214,0.0,7.257834442996704e-22,3.268752474341277e-22,0.05518666598229836,0.2201412376865173,2.8225259315862015e-17,0.0,1.4796520630810067e-20,4.892457485685014e-22,7.862501087418224e-21,0.0,5.62994756852739e-13,0.0,1.5518759980703254e-27,6.45426471638086e-20,2.5785851794684365e-21,5.533297665014851e-18,1.4160042529903407e-19,0.0,5.1902050975498674e-20,8.463057206409817e-22,9.0398743425304e-21,4.565817250199556e-36,0.0,2.107033679767238e-21,7.701482320123482e-23,1.7633859205096115e-35,3.486978461340474e-21,0.0,5.652407856772672e-23,0.0,5.494108901158703e-21,3.766034286139748e-21,0.0,1.6710210731443595e-36,1.1363636106215316e-36,0.0,7.39621561182003e-24,0.0,0.0,0.0,7.366731130549856e-24,1.525884401577755e-22,5.618053537936147e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3040006154030433e-23,0.0,0.0,5.264846503871609e-22,0.0,0.0,1.0301903863266167e-36,0.0,0.0,0.0,0.0,0.0,8.146881012154326e-43,3.204406720568891e-37,0.0,2.773978489582122e-20,0.0,4.724646263643747e-23,0.0,0.0,0.0,3.143155267353996e-23,2.660940896608712e-29,0.0,2.1540798749178667e-28,3.4957459195198955e-35,1.3346334298288885e-23,0.0,1.6841990987668375e-22,0.0,1.4636811386339066e-21,0.0,0.0,4.562247059434963e-58,0.0,4.4400638819103574e-38,4.69734855812464e-41,5.501996199890187e-26,0.0,1.066980859371011e-28,7.842305743373827e-29,0.0,0.0,1.2824205159632639e-46,8.655150834983407e-31,0.0,0.0,0.0,5.233139254090699e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.124633832265966e-22,0.0,5.743739816367026e-24,3.625138489941886e-68,0.0,3.785438888736058e-51,0.0,1.0906935093093617e-22,0.0,0.0,4.242759568144622e-34,0.0,0.0,2.0990219837643463e-41,6.675242240254691e-22,4.946569627608174e-56,7.454815127304363e-23,0.0,0.0,0.0,0.0,1.5071605487942963e-40,1.8670192611403547e-39,1.756441450381459e-24,0.0,0.0,9.780674050659529e-23,0.0,7.78294541913033e-22,0.0,0.0,0.0,0.0,0.0,4.159592435083437e-42,1.1439505619459866e-21,0.0,2.1486090915574148e-32,1.1617177695001734e-31,0.0
0.008,0.36831504426768585,298.0000000000722,1.1300609014927658,0.7246720963149983,0.0,7.257848723496588e-22,0.0,0.05518666598021429,0.22014123768219296,3.979422788391095e-15,0.0,2.9801949711452587e-27,4.892457485850253e-22,2.604782501825145e-26,0.0,2.2589702521306233e-11,0.0,1.5518759759449704e-27,9.292555227934639e-18,5.334502673972985e-19,8.000546141726107e-16,2.7040464985351038e-17,0.0,2.59484596244926e-26,0.0,1.731969238865156e-18,5.409655167423859e-34,0.0,3.679093974619524e-19,4.057565630177439e-29,2.2947270506063574e-33,6.259995988365732e-19,0.0,4.8358168585176666e-21,0.0,1.0219945140780637e-18,7.915561240208975e-19,0.0,3.2115443036053425e-34,2.5328448801304314e-34,0.0,2.4109067084996916e-21,0.0,0.0,0.0,7.366711440642381e-24,1.5258843279076997e-22,5.617987113900135e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3040965717494372e-23,0.0,0.0,5.264846534127652e-22,0.0,0.0,5.947420146164425e-43,0.0,0.0,0.0,0.0,0.0,3.896100002698256e-40,1.5119109971780153e-34,0.0,6.4821295720015626e-18,3.554577624351386e-48,4.7244974204424845e-23,0.0,0.0,0.0,4.4986979559447764e-29,0.0,0.0,4.4965807880077164e-26,1.2439523045928082e-32,3.1647750061422186e-21,0.0,1.6841990993103447e-22,0.0,3.0742237034735327e-19,6.523045396644139e-42,0.0,1.9294606009324583e-55,0.0,2.3431915709180298e-35,2.6813701279737834e-38,3.5224163852134326e-23,0.0,1.0669808553528838e-28,7.842135569363048e-29,0.0,0.0,4.1686894074471573e-44,2.7475046708609818e-30,0.0,0.0,0.0,5.91542512155272e-28,0.0,0.0,0.0,0.0,0.0,3.763565877837623e-43,0.0,0.0,2.12463383244431e-22,0.0,5.743739812673717e-24,1.4936647583020788e-65,0.0,1.5714344351805868e-48,0.0,1.0906935093419775e-22,0.0,0.0,0.0,0.0,0.0,8.331282210593931e-39,6.675246456597066e-22,1.1930804147939026e-57,7.454815127842734e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.019994095104035e-22,0.0,0.0,9.982673216843937e-23,0.0,7.782945423543417e-22,0.0,0.0,0.0,0.0,0.0,6.900309506544079e-44,1.1439505599249864e-21,0.0,1.4089360926494413e-32,1.1599906193856528e-31,0.0
0.016,0.36831504840574664,298.0000000098263,1.1300608887964052,0.7246720956882305,0.0,7.257860325899223e-22,0.0,0.0551866658962112,0.2201412375084809,5.610525523506626e-13,0.0,6.026006954997832e-34,4.892457492919574e-22,5.194547846146211e-32,0.0,9.063932190938118e-10,0.0,1.5518758443874983e-27,1.26200014894995e-15,1.1063332931603839e-16,1.1569617077434702e-13,5.134829178652221e-15,9.602628092373996e-33,1.3154875263214352e-32,0.0,3.3142723878168987e-16,4.306776129596299e-34,0.0,6.58960520249063e-17,2.1417813313528833e-35,4.066422051845041e-39,1.2204943503411745e-16,0.0,1.072579899812378e-18,0.0,1.8424333906403047e-16,1.5989292531375102e-16,0.0,3.181182520863343e-34,2.0606072997744607e-34,1.0799518332488744e-31,5.406524224238501e-19,0.0,0.0,0.0,7.366711287751344e-24,1.5258843263731698e-22,5.617964450841521e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3041925142307906e-23,0.0,0.0,5.26484656809907e-22,0.0,1.0156376597827955e-38,3.477265783021758e-49,0.0,0.0,0.0,0.0,0.0,3.900024576341966e-40,1.513644894098683e-34,0.0,6.482129704489832e-18,3.80169710231052e-48,4.724374425094118e-23,0.0,4.345050489433769e-52,0.0,6.827409091899689e-35,0.0,0.0,3.674219774016908e-32,0.0,8.514930113577479e-19,0.0,1.6841991051306179e-22,0.0,7.934680835757862e-17,0.0,0.0,1.9296796668918764e-55,0.0,9.225450203306282e-41,4.069384043494963e-44,3.522421425868158e-23,0.0,1.0669808529296506e-28,7.841965410341301e-29,0.0,0.0,4.1686725879259474e-44,4.6130322937947005e-30,2.6974558153355253e-42,0.0,0.0,6.713993235631771e-34,0.0,0.0,0.0,0.0,0.0,6.29263421792086e-43,0.0,0.0,2.124633835590706e-22,0.0,5.7437398209985676e-24,3.5078533552310525e-72,0.0,0.0,0.0,1.090693511174993e-22,0.0,0.0,0.0,0.0,0.0,8.331286090506532e-39,6.675249822494797e-22,1.1600997031029034e-57,7.454815141015324e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.020002024159444e-22,0.0,0.0,5.832869614284322e-22,0.0,7.7829454378107065e-22,0.0,0.0,0.0,6.704230949625209e-21,0.0,0.0,1.1439505591814315e-21,0.0,9.231802309494851e-33,1.1581099617367959e-31,0.0
0.02,0.3683151116157901,298.0000005052719,1.1300606948559566,0.7246720861832213,0.0,7.257865678008223e-22,4.551293836917208e-22,0.05518666460330854,0.22014123486143033,3.008342456083928e-11,0.0,2.4558131010291676e-40,4.892457592834262e-22,8.682059790760793e-32,5.76148459459399e-19,1.4315078023442763e-08,4.074137071874668e-74,1.5518745585433212e-27,6.905548624075799e-14,8.687976188305768e-15,6.359831266840233e-12,3.715488943229867e-13,1.9414305568148789e-32,2.0820355940927426e-34,3.0659876502379134e-23,2.4060313326475444e-14,6.47277903192059e-33,1.1986676480026738e-49,4.475990077033473e-15,2.2695530920997782e-41,2.1881161018326713e-39,9.018765424612614e-15,4.74071335325331e-28,9.006145457098883e-17,6.707257199475804e-38,1.298797505803029e-14,1.2229352919677081e-14,4.483460851811059e-34,1.5298835122411803e-33,2.006680122402643e-33,1.6613625297688796e-31,4.5808060834930644e-17,0.0,0.0,0.0,7.366711335012859e-24,1.525884336069204e-22,5.617962949509487e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3042404754454973e-23,0.0,0.0,5.264846674663016e-22,0.0,9.081648648165153e-39,3.8267367154644197e-51,0.0,0.0,0.0,0.0,0.0,3.90186879847991e-40,1.5143606748375395e-34,0.0,6.482130036761851e-18,3.6745778444628394e-48,4.724319438664523e-23,0.0,0.0,0.0,3.8442760451823694e-36,0.0,0.0,3.608287256220745e-34,0.0,7.636834943334675e-17,0.0,1.6841991364030295e-22,0.0,6.317368576989761e-15,0.0,0.0,1.929720242098163e-55,0.0,2.0019905937429935e-42,2.2913134750836692e-45,3.522421523139794e-23,0.0,1.0669808758377589e-28,7.841880517657575e-29,0.0,0.0,4.1686708973538813e-44,5.541701435565339e-30,2.700484087234976e-42,0.0,0.0,1.939078428164884e-36,0.0,0.0,0.0,0.0,0.0,5.7481499623616505e-43,0.0,0.0,2.1246338847910483e-22,0.0,5.743739945605859e-24,0.0,0.0,0.0,0.0,1.0906935386032113e-22,0.0,0.0,0.0,0.0,0.0,8.331288636173235e-39,6.67525143181721e-22,1.1491622102929346e-57,7.454815349191882e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.0200021792319525e-22,0.0,0.0,4.403498391007455e-20,0.0,7.782945600063172e-22,0.0,0.0,0.0,6.747510949699073e-19,0.0,1.7057562171206437e-44,1.1439505772079868e-21,0.0,7.30925536319148e-33,1.1571704227110646e-31,0.0
0.024,0.3683164404458603,298.0000342241101,1.1300566177677045,0.72467189096081,0.0,7.257873514599653e-22,2.5446027064555108e-20,0.055186636827747645,0.22014117955025955,2.1259989841962197e-09,0.0,1.0197312687174134e-44,4.892459553904905e-22,9.850120299623653e-29,3.217299999964795e-17,2.900261295956057e-07,3.247420041631454e-73,1.5518514819291294e-27,4.983421179132495e-12,9.025072380932598e-13,4.6089979107400317e-10,3.5540692307062135e-11,4.813093330396516e-29,3.8517728406635517e-31,1.7131839917415147e-21,2.309067087607579e-12,3.042045791059367e-29,5.664941022810252e-46,4.016837273785048e-13,3.015184302754143e-47,3.587319304741442e-38,8.811378838344112e-13,3.0569839301318222e-24,1.000852948471879e-14,1.2329458132662247e-34,1.2102454631839403e-12,1.2370436262931412e-12,1.790994052904128e-31,6.771118166763323e-30,1.1670963628208923e-29,2.877780911043098e-28,5.137037623584271e-15,0.0,0.0,0.0,7.366712402552447e-24,1.5258845966958016e-22,5.617938003576573e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3042889739189754e-23,0.0,0.0,5.264848485274971e-22,0.0,8.116651184682152e-39,3.412632673850542e-51,0.0,0.0,0.0,0.0,0.0,3.9035860705691635e-40,1.51502506534963e-34,0.0,6.482156326553588e-18,3.67471646661486e-48,4.724272414623154e-23,0.0,0.0,0.0,3.844130535376276e-36,0.0,0.0,6.6752794411624755e-31,2.5286323336075454e-31,9.064747670426015e-15,0.0,1.6841997261990934e-22,0.0,6.644200327781126e-13,0.0,0.0,1.9297653336354354e-55,0.0,2.004100742703679e-42,2.2912308280602755e-45,3.5224235243069954e-23,0.0,1.066981364325596e-28,7.841799376894794e-29,0.0,0.0,4.168648803657304e-44,6.465499929697389e-30,2.702505182654893e-42,0.0,0.0,1.9375796392903503e-36,0.0,0.0,0.0,0.0,0.0,2.752125559452569e-42,4.974586991342855e-21,0.0,2.124634890931296e-22,0.0,5.7437426444602494e-24,0.0,0.0,0.0,0.0,1.090694103713945e-22,0.0,0.0,0.0,0.0,0.0,8.331334109915699e-39,6.675255212379097e-22,1.1844485639625886e-57,7.454819580767404e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.020005327271787e-22,0.0,0.0,5.26557547237579e-18,0.0,7.782948774383134e-22,0.0,0.0,0.0,8.727481683642367e-17,0.0,1.4257653732199966e-42,1.1439509749890776e-21,0.0,5.786600124786858e-33,1.1562322367012548e-31,0.0
0.025,0.36832114410431094,298.00039594319315,1.1300421863389225,0.7246712472434763,0.0,7.257885247978255e-22,2.3670760506791867e-19,0.05518653291975477,0.22014098614669406,2.5572246336740732e-08,0.0,6.753980505288902e-43,4.892466056900861e-22,3.8425033500573076e-27,2.9434046885735034e-16,1.201692473937427e-06,3.287602747263524e-73,1.5517845579845196e-27,6.110788638876105e-11,1.5539522253120638e-11,5.6735537504605585e-09,5.662781558297992e-10,6.929237246055262e-27,5.458068451005054e-29,1.580389626244663e-20,3.6904368556808207e-11,4.184930413685026e-27,7.905140345215172e-44,6.028893270314853e-12,8.995663672776231e-46,4.8351979852305055e-36,1.4320971099886353e-11,3.058641022580687e-21,1.8367138213435556e-13,1.7851713199907303e-32,1.8815336955347717e-11,2.0773004307718502e-11,2.105430773099068e-29,1.013723428320736e-27,2.160201425839439e-27,4.098614529749883e-26,9.508518648724281e-14,0.0,0.0,0.0,7.366715945253944e-24,1.5258854752095584e-22,5.617791666559699e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3043027946158454e-23,0.0,0.0,5.264854493874479e-22,0.0,7.870113679180747e-39,2.1381382921543492e-51,0.0,0.0,0.0,0.0,0.0,3.903909823216607e-40,1.5151288741752544e-34,0.0,6.482450146987001e-18,3.6748768669327097e-48,4.724268193165781e-23,0.0,0.0,0.0,3.8444295940762016e-36,0.0,0.0,9.459166779224564e-29,6.600885216864732e-30,1.7707059533207217e-13,0.0,1.6842016793822334e-22,0.0,1.1574771564417679e-11,0.0,0.0,1.9298961064596008e-55,0.0,2.0157107677305685e-42,2.2914529587079712e-45,3.522430154120526e-23,0.0,1.0669822120449566e-28,7.841790841459899e-29,0.0,0.0,4.1686178266897298e-44,6.69387822903242e-30,2.7030166621047698e-42,0.0,0.0,1.937734748271537e-36,0.0,0.0,0.0,0.0,0.0,1.2248553598482124e-41,1.2985344359148685e-19,0.0,2.1246382258580917e-22,0.0,5.743751291343704e-24,0.0,0.0,0.0,0.0,1.090695975344434e-22,0.0,0.0,0.0,0.0,0.0,8.331772474823848e-39,6.675263669624937e-22,1.3777691619452348e-57,7.454833468339375e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.02001577455523e-22,0.0,2.3826246042663482e-31,1.0379715677898095e-16,0.0,7.782959319495761e-22,0.0,0.0,0.0,1.84948144361542e-15,0.0,6.704359755436618e-40,1.1439522935751966e-21,0.0,5.429599490258276e-33,1.1559996453760312e-31,0.0
0.026,0.3683541733851778,298.00682067133704,1.1299408586400375,0.724667477098689,0.0,7.257949154000868e-22,3.713247214032869e-18,0.05518572355950995,0.22013964566357322,4.593023896397165e-07,0.0,1.886867057311687e-39,4.892504580241703e-22,3.1002624749519895e-25,3.658466733622046e-15,6.572017145147335e-06,2.5508428190316447e-73,1.5514405452155657e-27,1.1203700909968497e-09,4.078257143346098e-10,1.0444873974090679e-07,1.369990384784807e-08,2.0658128489218392e-24,1.59517624123511e-26,2.226601286756697e-19,8.957184042797226e-10,1.1802843005448534e-24,2.7986032292365796e-41,1.3695983124200135e-10,2.143707296654211e-44,1.4119891687624507e-33,3.537742870927157e-10,1.2844141354673548e-18,5.153013097278095e-12,6.609116416368374e-30,4.435843492848379e-10,5.310651070356684e-10,7.419226093349692e-27,3.2129507173702934e-25,8.459070081227816e-25,1.2007562857866221e-23,2.6917133701636757e-12,0.0,0.0,0.0,7.366736224865485e-24,1.525890793907669e-22,5.6156692115223785e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.304326784231773e-23,0.0,0.0,5.264889992719439e-22,0.0,7.500837869104948e-39,0.0,0.0,0.0,0.0,0.0,0.0,3.9027908188179536e-40,1.5143086364534446e-34,0.0,6.487735763205504e-18,3.677287800862525e-48,4.724302613264726e-23,0.0,0.0,0.0,3.849096345992553e-36,0.0,6.056369240793879e-30,2.7643424833567506e-26,2.4211274039354366e-28,5.30238234987834e-12,0.0,1.6842132612931157e-22,0.0,3.0753750156786433e-10,0.0,0.0,1.9322722921456632e-55,1.9846886940262957e-37,2.1779006054699535e-42,2.295015239635821e-45,3.522469450377284e-23,0.0,1.0669437488739664e-28,7.841825279130717e-29,0.0,0.0,4.16903241608529e-44,6.885993881772726e-30,2.703299049066218e-42,0.0,0.0,1.9401736357399418e-36,0.0,0.0,0.0,0.0,0.0,1.4460197080350884e-40,4.7594269816511695e-18,0.0,2.124657999064103e-22,0.0,5.7438019695844475e-24,1.6069104290911892e-71,0.0,0.0,0.0,1.0907070766461126e-22,0.0,0.0,0.0,0.0,0.0,8.339412208261714e-39,6.675312230522693e-22,4.1022574819757524e-57,7.454915094295792e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.020077796812607e-22,0.0,1.0806624042542985e-29,3.1378629820756602e-15,0.0,7.783021832015615e-22,0.0,0.0,0.0,6.028172723387575e-14,0.0,1.5598243754511052e-36,1.1439601104190373e-21,0.0,5.094349311380282e-33,1.155777129486951e-31,0.0
0.026499999999999996,0.3684667303711074,298.05039942354693,1.1295956911477125,0.7246587630661112,0.0,7.25809995468836e-22,6.205169482035432e-17,0.05518258145352806,0.2201350309947294,3.5221233477376367e-06,3.665589575155801e-57,5.521110581753923e-37,4.892596451977843e-22,9.991676290139231e-24,2.034659649893997e-14,1.9106009042186995e-05,1.847145195692259e-73,1.5507529397916726e-27,8.752449974157067e-09,4.3969392956769425e-09,8.186463326342634e-07,1.3721014945079846e-07,1.185233762371763e-22,8.668210110745219e-25,2.652981971590541e-18,8.99735696084828e-09,6.222067201534691e-23,4.3625437280525084e-39,1.295665664799082e-09,1.9705151406087315e-43,7.70467223786265e-32,3.6110854935913537e-09,2.0319818310092506e-16,5.909398032725445e-11,1.078112997081379e-27,4.339670056626015e-09,5.592949176660808e-09,9.880932329519481e-25,2.4178879790380712e-23,6.786055361264731e-23,6.546402151383919e-22,3.11239635548311e-11,0.0,0.0,0.0,7.366774817083273e-24,1.5259034055259827e-22,5.605913650262669e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3043569831241576e-23,0.0,0.0,5.2649735401606535e-22,0.0,6.876301094754673e-39,0.0,0.0,0.0,0.0,0.0,0.0,3.894615052888891e-40,1.5085406776831514e-34,0.0,6.523946871027603e-18,3.69431768680859e-48,4.7244067257927404e-23,0.0,0.0,0.0,3.87945778323856e-36,0.0,3.1990945900240417e-28,1.5020379681017844e-24,3.5616249727110325e-27,6.457213565152648e-11,0.0,1.684240860836558e-22,0.0,3.3549991980154037e-09,0.0,0.0,1.9496766398630573e-55,3.275992204935152e-36,3.0494757566178e-42,2.318462555468153e-45,3.522563006589267e-23,0.0,1.0659308391644082e-28,7.84150296796798e-29,0.0,0.0,4.1766349825356613e-44,6.876405759446802e-30,2.6935436252234963e-42,0.0,0.0,1.9560922711671704e-36,0.0,0.0,0.0,0.0,0.0,8.519002955638786e-40,6.969437003598321e-17,0.0,2.124705256927864e-22,0.0,5.743921341632829e-24,1.1985820858519824e-70,0.0,0.0,0.0,1.090733533866872e-22,0.0,0.0,0.0,0.0,0.0,8.391023208982766e-39,6.67542775421479e-22,1.880473817810873e-56,7.455108061368902e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.020226484620368e-22,0.0,1.8646143028751972e-28,3.854996677123587e-14,0.0,7.783171239623239e-22,0.0,0.0,0.0,7.941049515000993e-13,0.0,7.6518840522807565e-34,1.1439783692454453e-21,0.0,4.93126380175416e-33,1.1556880718238328e-31,0.0
0.026999999999999996,0.36917487928856335,298.4583828475478,1.1274289078405961,0.7246289795236218,0.0,7.258652387579129e-22,2.9217724108587304e-15,0.05516095940518796,0.2201043034815642,3.334855093618797e-05,2.22847001242221e-52,2.9764426695195686e-34,4.892922406359586e-22,1.162045637216068e-21,1.3703167321949889e-13,6.225248999569769e-05,1.0605323010843273e-73,1.548762558004808e-27,8.46492026922908e-08,5.969078798722085e-08,7.935660291529387e-06,1.7255038086755785e-06,1.3527064520380282e-20,7.152007777737211e-23,1.0358093026174233e-16,1.134903715044118e-07,4.982340318315554e-21,2.5174526648399855e-36,1.5340634670706142e-08,2.3456753720474248e-42,7.0116226016546e-30,4.632703968873594e-08,2.2826288373617123e-14,8.569232301759241e-10,6.265559005073734e-25,5.323736662608232e-08,7.416129719510027e-08,5.291652899583625e-22,6.5272856877732754e-21,1.1614095975274368e-20,5.434375169068508e-20,4.552538215839233e-10,0.0,0.0,0.0,7.366762561919224e-24,1.5259437431639803e-22,5.534448755868288e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3043352031184768e-23,0.0,0.0,5.265245753528886e-22,0.0,4.1952600619700825e-39,0.0,0.0,0.0,0.0,0.0,0.0,3.820307006425274e-40,1.456263280139674e-34,0.0,6.880598847037661e-18,3.8700823185607125e-48,4.724805060778334e-23,0.0,0.0,0.0,4.1703943340137835e-36,0.0,2.5336278633689396e-26,1.2394221059688732e-22,6.948075999236367e-26,9.972180485100502e-10,0.0,1.6843376293824798e-22,0.0,4.616441987806447e-08,0.0,0.0,2.1337232797426652e-55,2.9453961794849223e-35,8.791018264859499e-42,2.5466947983033202e-45,3.5229033108316775e-23,0.0,1.0361914585305461e-28,7.826947748057914e-29,0.0,0.0,4.267425997193077e-44,6.884934459861052e-30,2.2350454603352155e-42,0.0,0.0,2.1090552966374343e-36,0.0,0.0,0.0,0.0,0.0,5.3950075983146046e-39,1.3044373641184918e-15,0.0,2.124879171511766e-22,0.0,5.7443552076149204e-24,8.686793351204184e-70,0.0,0.0,0.0,1.090829326779484e-22,0.0,0.0,0.0,0.0,0.0,8.887057790742916e-39,6.67584574815244e-22,1.217711438343669e-55,7.455808348269433e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.020778346468282e-22,0.0,4.1425999470324025e-27,6.008770069475212e-13,0.0,7.783708738822796e-22,0.0,0.0,0.0,1.3313521991135265e-11,0.0,1.1939063253699138e-30,1.1440352001748734e-21,0.0,4.765387394322104e-33,1.1556620301466604e-31,0.0
0.027249999999999996,0.3712973406942651,299.93567288803615,1.12098414219781,0.7245856996935193,0.0,7.259532664734102e-22,6.523870415440174e-14,0.05509431748907252,0.2200037760429386,0.00014548767332805564,8.714160686356461e-49,2.3171179385299377e-32,4.893332736094943e-22,5.643712244028642e-20,5.19546643061541e-13,0.00012314120732334063,7.528028450107193e-74,1.5464711910249541e-27,3.8020174776689496e-07,3.4982627575083075e-07,3.5316535370430624e-05,9.551234034746954e-06,7.127020246326929e-19,1.4642480967381397e-21,2.2756502050199252e-15,6.296609837290311e-07,1.0149012104459387e-19,3.4439533308825004e-34,8.06698374811758e-08,2.8002341622124055e-39,4.193492092968444e-28,2.607817646767524e-07,9.80775263165433e-13,5.361937086132689e-09,7.828915842329e-23,2.884925503847623e-07,4.2955488724608337e-07,6.797011580372064e-20,6.796914281097928e-19,8.992247789924069e-19,1.1383542948494868e-18,2.8701531661695217e-09,0.0,0.0,0.0,7.365876316172655e-24,1.52596304271735e-22,5.368835207925967e-22,0.0,0.0,0.0,0.0,0.0,0.0,2.3034361338738554e-23,0.0,0.0,5.265403143526496e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5981551777685353e-40,1.2952929415245645e-34,0.0,8.440708149980224e-18,4.6636206935857674e-48,4.725466653602473e-23,0.0,0.0,0.0,5.4022792147693786e-36,0.0,4.932205322252473e-25,2.5408850531013417e-21,6.30628820812287e-25,6.5925051910404165e-09,0.0,1.684450671826847e-22,0.0,2.7601156549088345e-07,0.0,0.0,3.017226555529094e-55,0.0,2.0730089838532672e-41,3.565306288331837e-45,3.5234420198997915e-23,0.0,7.123616550593065e-29,7.651878082541739e-29,0.0,0.0,4.693759372538621e-44,1.609469195867924e-29,0.0,0.0,0.0,2.7616910895321205e-36,0.0,0.0,0.0,0.0,0.0,1.3871144677227447e-38,1.022419442112707e-14,0.0,2.125163964217288e-22,0.0,5.745043596752235e-24,0.0,0.0,0.0,0.0,1.0909713977426338e-22,0.0,0.0,0.0,0.0,0.0,1.0920574642570966e-38,6.676445378165431e-22,4.046247371124987e-55,7.456941863096246e-23,0.0,0.0,0.0,0.0,0.0,0.0,7.021710809092542e-22,0.0,3.791649999061692e-26,4.005476358714473e-12,0.0,7.784450401563429e-22,0.0,0.0,0.0,9.46215692690922e-11,0.0,3.9584419718876772e-28,1.1440449119493507e-21,0.0,4.661777904724383e-33,1.1556437736732339e-31,0.0
