cantera_index,sensitivity,cantera equation,cantera products,cantera reactants
745,0.09661482135594068,BR(90) + HCO(17) <=> CO(15) + HBR(92),"{'CO(15)': 1.0, 'HBR(92)': 1.0}","{'BR(90)': 1.0, 'HCO(17)': 1.0}"
356,-0.07580259396031758,H(8) + O2(4) <=> HO2(13),{'HO2(13)': 1.0},"{'H(8)': 1.0, 'O2(4)': 1.0}"
29,0.06992546748811096,CO(15) + OH(2) <=> CO2(16) + H(8),"{'CO2(16)': 1.0, 'H(8)': 1.0}","{'CO(15)': 1.0, 'OH(2)': 1.0}"
1346,-0.055174771876802156,C3H3(6822) + O2(4) <=> O(9) + S(7035),"{'O(9)': 1.0, 'S(7035)': 1.0}","{'C3H3(6822)': 1.0, 'O2(4)': 1.0}"
1284,0.05150908736349578,C3H3(6822) + H(8) <=> C#CC(5272),{'C#CC(5272)': 1.0},"{'C3H3(6822)': 1.0, 'H(8)': 1.0}"
36,-0.04524426748392725,HCO(17) + OH(2) <=> CO(15) + H2O(5),"{'CO(15)': 1.0, 'H2O(5)': 1.0}","{'HCO(17)': 1.0, 'OH(2)': 1.0}"
103,-0.04444290809777244,2 CH3(19) <=> C2H5(32) + H(8),"{'C2H5(32)': 1.0, 'H(8)': 1.0}",{'CH3(19)': 2.0}
1029,-0.042100301291850425,CF2(43) + O2(4) <=> CF2O(49) + O(9),"{'CF2O(49)': 1.0, 'O(9)': 1.0}","{'CF2(43)': 1.0, 'O2(4)': 1.0}"
33,-0.04031050131187103,H(8) + HCO(17) <=> CO(15) + H2(10),"{'CO(15)': 1.0, 'H2(10)': 1.0}","{'H(8)': 1.0, 'HCO(17)': 1.0}"
93,0.03797582889837997,CH3(19) + OH(2) <=> CH2(S)(25) + H2O(5),"{'CH2(S)(25)': 1.0, 'H2O(5)': 1.0}","{'CH3(19)': 1.0, 'OH(2)': 1.0}"
553,-0.03530977710528152,CBr(425) + S(127) <=> 2-BTP(1) + CH3(19),"{'2-BTP(1)': 1.0, 'CH3(19)': 1.0}","{'CBr(425)': 1.0, 'S(127)': 1.0}"
1017,-0.03493891222976892,CH2(T)(18) + O2(4) <=> CHO2(230) + H(8),"{'CHO2(230)': 1.0, 'H(8)': 1.0}","{'CH2(T)(18)': 1.0, 'O2(4)': 1.0}"
557,0.03251606858655895,BR(90) + CH3(19) <=> CBr(425),{'CBr(425)': 1.0},"{'BR(90)': 1.0, 'CH3(19)': 1.0}"
3,0.03171005026649238,H2(10) + OH(2) <=> H(8) + H2O(5),"{'H(8)': 1.0, 'H2O(5)': 1.0}","{'H2(10)': 1.0, 'OH(2)': 1.0}"
662,-0.029304489926897638,BR(90) + CH3(19) <=> CH2(T)(18) + HBR(92),"{'CH2(T)(18)': 1.0, 'HBR(92)': 1.0}","{'BR(90)': 1.0, 'CH3(19)': 1.0}"
509,-0.028442545506396088,O2(4) + S(127) <=> O(9) + S(1329),"{'O(9)': 1.0, 'S(1329)': 1.0}","{'O2(4)': 1.0, 'S(127)': 1.0}"
15,0.02723915692751723,H(8) + HO2(13) <=> 2 OH(2),{'OH(2)': 2.0},"{'H(8)': 1.0, 'HO2(13)': 1.0}"
96,0.026996811871834978,CH3(19) + HO2(13) <=> CH3O(27) + OH(2),"{'CH3O(27)': 1.0, 'OH(2)': 1.0}","{'CH3(19)': 1.0, 'HO2(13)': 1.0}"
14,-0.026134709821152867,H(8) + HO2(13) <=> H2(10) + O2(4),"{'H2(10)': 1.0, 'O2(4)': 1.0}","{'H(8)': 1.0, 'HO2(13)': 1.0}"
162,-0.02453169044417736,C2H2(23) + O(9) <=> H(8) + HCCO(21),"{'H(8)': 1.0, 'HCCO(21)': 1.0}","{'C2H2(23)': 1.0, 'O(9)': 1.0}"
122,-0.024344854596858128,CH4(3) + H(8) <=> CH3(19) + H2(10),"{'CH3(19)': 1.0, 'H2(10)': 1.0}","{'CH4(3)': 1.0, 'H(8)': 1.0}"
2,0.02345141320809296,H2(10) + O(9) <=> H(8) + OH(2),"{'H(8)': 1.0, 'OH(2)': 1.0}","{'H2(10)': 1.0, 'O(9)': 1.0}"
