grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_S(276),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1528),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2432),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7174),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(10724),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405),Y_S(11554),Y_S(11556),Y_S(11593),Y_S(11595),Y_S(13373),Y_S(14122),Y_S(14123),Y_S(14127),Y_S(14138),Y_S(14349),Y_S(14483),Y_S(14522),Y_S(14552),Y_S(14553),Y_S(14566),Y_S(14568),Y_S(14677),Y_S(15094),Y_S(15096),Y_S(15335),Y_S(15438),Y_S(15442),Y_S(15568),Y_S(15615),Y_S(15628),Y_S(15693),Y_S(15694),Y_S(15712),Y_S(15826)
0.0,0.06816649439932086,298.0,1.2715728153450065,0.6288961018156748,0.0,0.13216459525368837,7.973650954938942e-16,0.047892942594596366,0.19104636008846038,0.0,8.452963856401296e-16,6.413513667893548e-16,1.0195588254731297e-15,1.120915761409149e-15,0.0,2.4746783594479416e-10,5.659486384379558e-44,0.0,0.0,6.777034863291214e-17,5.510975937685102e-16,0.0,0.0,0.0,0.0,0.0,0.0,9.942325552031223e-43,7.803810130528882e-17,0.0,0.0,8.563588867653887e-16,1.0928694102135933e-28,0.0,0.0,3.3844805331374806e-17,0.0,2.963589838612422e-15,2.3950597287454058e-30,0.0,0.0,0.0,0.0,3.065498507387413e-16,0.0,2.6357360372133063e-15,5.253713704458755e-15,2.550790757066642e-16,1.284023829352623e-22,4.6658771695886874e-21,0.0,0.0,0.0,0.0,0.0,7.280454353393077e-14,9.316051866125814e-20,5.894052145135511e-17,0.0,0.0,0.0,0.0,6.07244307701186e-47,2.649880710305486e-31,1.9539017742804648e-32,7.345200426055065e-17,2.2731031763893084e-21,8.94054110254462e-16,2.9051249553214186e-22,7.122457179327009e-20,3.282892078246783e-30,0.0,0.0,2.5991036548241177e-42,2.833689336393274e-20,2.757850962360139e-19,5.943591932866725e-31,5.585211269963411e-28,0.0,0.0,4.4226518070206447e-17,1.4106147908186427e-17,0.0,1.136129906287319e-14,0.0,0.0,7.667653735402686e-32,3.8014588960354137e-22,0.0,1.4431910986799256e-33,0.0,0.0,1.2566991525029294e-21,8.042376549875103e-19,5.537722506536082e-24,0.0,0.0,7.597264364193722e-22,1.778212865395041e-40,7.580044029685547e-17,7.311704429135107e-17,0.0,4.9803790760735005e-17,1.20911191632417e-15,6.774864166786467e-16,0.0,1.982422100635954e-15,2.3296247273889805e-21,2.6171885499988314e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6254106177896484e-21,0.0,0.0,0.0,0.0,1.87287382141741e-36,7.809663851275368e-34,1.6883950190073898e-15,0.0,3.1368321778769587e-21,0.0,0.0,0.0,0.0,9.181655179868963e-16,4.989681240350928e-26,0.0,2.605396585379412e-19,9.84585794604965e-24,1.281378293631872e-19,9.892367197958751e-18,1.204994117525757e-16,0.0,0.0,0.0,9.217396279701914e-17,5.843137425334821e-19,0.0,9.73497900511575e-21,2.2017039624248358e-27,0.0,3.7880015575843455e-20,0.0,0.0,5.826979121511115e-20,2.636375665048448e-16,0.0,0.0,0.0,9.176199640483365e-19,9.649861395136399e-47,1.1065097826380612e-66,5.173490866379847e-51,0.0,7.779989486974349e-18,4.5271432618254285e-19,0.0,0.0,0.0,0.0,0.0,0.0,7.220682119608819e-44,0.0,4.6209855740723577e-63,3.2726176214673395e-37,0.0,0.0,0.0,0.0,0.0,4.195400114549907e-37,8.938280963243018e-31,3.8500604750605226e-28,0.0,2.586959867674726e-22,2.865882218690737e-16,0.0
0.016,0.06816649791789402,298.0000000019163,1.2715727497099163,0.6288960979225737,0.0,0.13216459627176033,0.0,0.04789294231805739,0.1910463595568353,1.0457181472290133e-13,2.2388866093112245e-23,1.2236389542798914e-23,1.0195588369470818e-15,1.7291026163864767e-22,1.1421700454631979e-20,3.9303628103791274e-09,5.877256345156625e-43,0.0,0.0,3.060000455931663e-14,3.123099504120417e-14,0.0,0.0,0.0,0.0,0.0,0.0,6.811716408511229e-41,2.728140143593221e-16,0.0,0.0,8.563694037032327e-16,8.247110997151911e-27,0.0,0.0,2.4310784690242244e-15,0.0,3.0641047535434597e-21,1.2944868326848337e-28,0.0,0.0,0.0,0.0,1.6985270230630044e-14,0.0,2.6371406561000417e-15,5.25489786987674e-15,2.548772420564562e-16,1.917044728149926e-25,6.950343731802928e-19,0.0,0.0,0.0,0.0,0.0,1.5869036854371638e-14,8.499338313828835e-19,5.895113455820969e-17,0.0,0.0,0.0,0.0,7.083900574871417e-45,6.51419035564658e-29,4.860124168807762e-30,8.529333850492767e-22,4.363724667675e-19,1.6935905816094734e-13,4.2712670381226043e-20,5.625421627922979e-18,6.536831815348399e-28,0.0,0.0,4.176078030849343e-40,1.822260114210871e-19,3.6253589771813146e-26,1.2941975640589967e-28,4.865168587837212e-26,0.0,0.0,4.140020789718835e-15,2.875897906677492e-15,0.0,1.1361305586776801e-14,0.0,0.0,1.0234780141390078e-29,6.49447840456871e-20,0.0,1.6773635607795415e-31,0.0,2.160320819254345e-35,3.100951903864372e-19,4.875185619017045e-19,5.535727103448245e-24,0.0,0.0,1.2571271845843008e-19,1.8468331951415066e-38,4.866174834132493e-22,5.441125790469234e-23,0.0,4.211857264461367e-17,1.3551866011948624e-22,7.998583480842089e-16,0.0,1.9824222925174504e-15,5.550007033859683e-19,2.6454526927754974e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9746674404904625e-19,0.0,0.0,0.0,0.0,2.447732381890094e-34,1.1623451843685277e-31,1.6884011405079002e-15,0.0,3.1285688655144794e-21,0.0,0.0,0.0,0.0,9.181656117439816e-16,5.5948442171253006e-24,0.0,5.769502302167395e-17,2.201128102317551e-21,2.828254919061548e-17,1.6302893325885477e-15,1.204994081467731e-16,0.0,0.0,0.0,9.217396338629509e-17,9.918862984350881e-17,0.0,1.5402846845476192e-18,3.5667676216470566e-25,0.0,5.86512714719662e-18,0.0,0.0,5.826979046009311e-20,2.6364126519164335e-16,0.0,0.0,0.0,0.0,1.8402620042928555e-44,1.7048353272610483e-64,7.970986535593639e-49,0.0,7.780013925440344e-18,4.527143299875579e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.3747040099179004e-41,0.0,7.675965171356642e-61,6.103093798127893e-35,0.0,0.0,0.0,0.0,0.0,0.0,2.0395743739190923e-28,3.8495329280590966e-28,0.0,1.9424025835016082e-22,2.8658822453789944e-16,0.0
0.032,0.06816655381525899,298.00000009490316,1.271571707005385,0.6288960360962089,0.0,0.1321646124416853,0.0,0.04789293791902761,0.19104635110996415,6.610249729718074e-12,5.971521834904776e-31,2.3570869483718645e-31,1.0195589720619711e-15,0.0,2.9072734911150507e-23,6.242332072290241e-08,1.11956481710391e-42,0.0,0.0,4.356035124415799e-14,1.9233667724768805e-12,3.221001081204375e-14,5.830619864033672e-29,0.0,0.0,0.0,4.5160214281012324e-32,2.748997680699076e-45,1.3880245563513348e-14,0.0,5.157000803870757e-36,8.571730669020241e-16,3.666702955496582e-27,0.0,0.0,4.6150096596233135e-15,0.0,3.1817747801931664e-27,3.352463431071932e-28,0.0,0.0,0.0,1.7053907170085475e-29,9.578841892699726e-13,0.0,2.757630117739029e-15,5.361764902644858e-15,2.5448004036751643e-16,4.879452553796151e-28,9.074191561333099e-19,0.0,0.0,0.0,0.0,0.0,1.443647442963285e-14,4.956210013282339e-17,5.906076777577002e-17,0.0,0.0,0.0,0.0,1.1161336199269345e-49,6.514186708406132e-29,4.8601214493233766e-30,3.822023686478755e-24,3.9697907974847408e-19,1.5407242299894438e-13,3.8856790126933155e-20,5.6254214564129325e-18,6.536905912950593e-28,0.0,0.0,4.064634109738278e-40,3.361149607653058e-19,1.805555012716411e-29,3.294263784099465e-31,9.012833322276732e-26,0.0,0.0,4.140083077144455e-15,2.8758853919562555e-15,0.0,1.1362094003302538e-14,0.0,0.0,1.2473716153641213e-28,3.2261240696005064e-21,0.0,4.6415249103894204e-32,1.290021031216788e-32,1.076937786609505e-38,3.102441802208137e-19,1.708760036414738e-19,5.535759697476546e-24,0.0,0.0,1.3867039505360852e-20,1.8439516696359503e-38,1.9329976639399063e-22,2.0904605177016435e-25,9.725694868474303e-29,3.561770872138458e-17,1.9815470036622547e-29,8.002209867486174e-16,0.0,1.9824480379883574e-15,1.7062241810268642e-19,2.645536001811597e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5646132904444327e-18,8.292359331361505e-39,0.0,0.0,0.0,5.382492671276236e-34,2.585580440426754e-31,1.6891447324858372e-15,0.0,3.128579590625331e-21,0.0,0.0,0.0,0.0,9.181779552431236e-16,4.7313197529803444e-24,0.0,5.679718086817907e-17,1.3177169323607169e-21,2.918133365081827e-17,1.6302896922029848e-15,1.2049942415549227e-16,0.0,0.0,0.0,9.217397330391725e-17,9.918903124028134e-17,0.0,2.490028341726707e-18,3.2164210159250228e-25,0.0,1.0865276094188502e-17,0.0,0.0,5.826979597533419e-20,2.6407455634009367e-16,0.0,0.0,0.0,0.0,1.84026034095098e-44,1.7076376344134425e-64,7.984129409264237e-49,0.0,7.780041062623871e-18,4.527144220416813e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4546954571658664e-41,0.0,7.675998083430032e-61,6.459425438494022e-35,0.0,0.0,0.0,0.0,0.0,0.0,1.6573759171276633e-28,3.849006433273229e-28,2.6334524262896455e-23,1.4780681360729033e-22,2.86588269014271e-16,0.0
0.04,0.06816689403528103,298.000002042742,1.2715653606073818,0.6288956602052554,0.0,0.13216471076553293,0.0,0.04789291103934608,0.19104629967008943,1.427204696688207e-10,3.290530135026666e-38,9.438450622343161e-39,1.0195600485657895e-15,0.0,1.5671535342616953e-23,4.1811258974354495e-07,1.3788850726371203e-42,0.0,0.0,4.719176123369897e-14,4.210465528784818e-11,1.0150978828386757e-12,2.6858546457866257e-28,2.0967646589054295e-35,0.0,0.0,3.414932801448044e-32,0.0,3.7126125816386733e-13,0.0,2.313581062339238e-36,8.80307117954714e-16,1.5634756484965241e-27,0.0,1.4344484278361038e-33,6.430187111693574e-14,0.0,1.6564022139603598e-31,2.53486384268638e-28,0.0,0.0,0.0,1.8124880602302663e-29,2.0625873937501665e-11,1.9523046689221827e-14,6.648642882285289e-15,8.99177255511648e-15,2.542423391084619e-16,2.6300095751023775e-28,9.551944954700636e-19,0.0,7.625026238102976e-15,0.0,2.0614178293405587e-32,0.0,1.3856800098725831e-14,2.058704002716599e-15,6.266032230634717e-17,0.0,0.0,0.0,0.0,3.0140309879798285e-49,6.514165993511127e-29,4.8601060290428756e-30,3.803014882492425e-24,3.8103735281714476e-19,1.478852038144219e-13,3.729635782657458e-20,5.625421341356378e-18,6.536878069410167e-28,0.0,0.0,4.060533879199216e-40,4.1305915005019144e-19,1.8050833840236487e-29,1.7757514463546693e-31,1.0919236808604527e-25,0.0,0.0,4.142115976623651e-15,2.8758502636324177e-15,0.0,1.1398322515629469e-14,0.0,0.0,2.1164571674123866e-27,4.455946165804853e-22,0.0,3.6112658796675113e-32,1.8745366732829366e-32,1.0770051804255873e-38,3.1031896286177607e-19,1.2572851763869914e-20,5.535779301751324e-24,0.0,0.0,2.8345154182160246e-21,1.842210559149497e-38,1.9330049547857765e-22,2.0878568727965835e-25,1.5756118577515929e-28,3.2639238167422154e-17,4.6079660460109035e-30,8.003196186258017e-16,0.0,1.983815314439817e-15,6.627012243232009e-20,2.645561780154227e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.627627564272225e-18,3.9584424267163014e-39,6.874155346339142e-20,0.0,0.0,6.564924191315675e-34,3.171713108841379e-31,1.723117304576616e-15,0.0,3.1292339961142773e-21,0.0,0.0,0.0,0.0,9.188213200057618e-16,4.335694869084046e-24,0.0,5.676963327374591e-17,9.885264733224426e-22,2.9209283388189196e-17,1.6302933016470646e-15,1.2049952550333484e-16,0.0,0.0,0.0,9.217403409672463e-17,9.91892650852054e-17,0.0,2.843453093691743e-18,3.0421446818503856e-25,0.0,1.31635070389479e-17,0.0,0.0,5.826984347951516e-20,2.8317085622688077e-16,0.0,0.0,0.0,0.0,1.840272071649584e-44,1.8311250907923042e-64,8.561496384120452e-49,0.0,7.78006048003277e-18,4.527171200881907e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.459137254717686e-41,0.0,7.67602298927154e-61,6.479211137266567e-35,0.0,0.0,0.0,0.0,0.0,0.0,1.4813721938392733e-28,3.8487465687570673e-28,3.538097281375875e-23,1.2820804781522234e-22,2.8658880744113506e-16,0.0
0.044,0.06816801681396276,298.0000229069805,1.2715444169629713,0.6288944239116374,0.0,0.1321650342775505,0.0,0.04789282137418619,0.19104612960728873,1.598062295028603e-09,2.8054436222460775e-41,7.844689962398544e-46,1.019572026557619e-15,0.0,1.0718260434098895e-23,1.5884992957769234e-06,1.5062541043152624e-42,0.0,0.0,5.031311760124622e-14,4.787972606471301e-10,1.5103336852981205e-11,2.877177850405103e-28,1.5162057273978663e-35,0.0,0.0,3.437342614279964e-32,0.0,5.153711190692163e-12,0.0,1.6186650355605118e-36,1.2190660676641046e-15,1.0972171027188848e-27,0.0,0.0,8.948515980272285e-13,5.38856796265148e-15,1.7005571570875543e-31,2.5428139793926784e-28,0.0,0.0,0.0,2.1379963829983198e-29,2.3110852792131134e-10,3.274486894408312e-13,7.044891021267834e-14,7.155100423899675e-14,2.540899454543386e-16,1.798771138461769e-28,1.1268415566373805e-18,7.914872806707278e-15,1.4652543846428e-13,0.0,4.7231451205572505e-32,0.0,1.3722922438350411e-14,4.4115913532778256e-14,1.4508757449663663e-16,0.0,0.0,0.0,0.0,8.001399193950503e-49,6.514113136990617e-29,4.8600669658504445e-30,3.772456982910712e-24,3.773504896827263e-19,1.4645410231189296e-13,3.693537229351106e-20,5.625431325673786e-18,6.536798554873791e-28,0.0,0.0,4.058828265115223e-40,4.515315011077676e-19,1.805102156812246e-29,1.2144764708772567e-31,1.18309353500359e-25,0.0,0.0,4.178329454566723e-15,2.8758607762826957e-15,0.0,1.2240586521296867e-14,0.0,0.0,2.8453623666109517e-26,2.080526439478736e-22,0.0,3.492942877419962e-32,2.236831866053879e-32,1.077233500776542e-38,3.103572658048921e-19,0.0,5.535800880669409e-24,0.0,0.0,1.0346442599665365e-21,1.8410568269821198e-38,1.9331473272619783e-22,2.0873357178016097e-25,1.7930919272682564e-28,3.121556703931762e-17,4.608272104655092e-30,8.003682307118351e-16,0.0,2.0207004481275158e-15,3.5753662202067274e-20,2.6456231571722677e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477433378649786e-17,2.76950116646443e-39,2.2199983195276227e-18,0.0,0.0,7.638896148977283e-34,3.686330261771691e-31,2.5077707654991036e-15,0.0,3.1499861041242014e-21,0.0,0.0,0.0,0.0,9.358552174625587e-16,4.146660254603159e-24,0.0,5.676825977950848e-17,8.480409097609583e-22,2.9211041510689867e-17,1.6303782129078125e-15,1.205000059452371e-16,0.0,0.0,0.0,9.217423680117494e-17,9.919400763032212e-17,0.0,2.9924186076499603e-18,2.9555231920689297e-25,3.4883733825265595e-15,1.426256208312464e-17,0.0,0.0,5.827018701008365e-20,7.087774773964842e-16,0.0,0.0,0.0,0.0,1.8406382496833205e-44,4.583348850149619e-64,2.1429499503074427e-48,0.0,7.780087617183944e-18,4.528051895757616e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4595923892188322e-41,0.0,7.676111274205556e-61,6.481230130517842e-35,0.0,0.0,0.0,0.0,0.0,0.0,1.3971800320125683e-28,3.8486342505701417e-28,3.894898610179324e-23,1.192230443320152e-22,2.86600569597074e-16,0.0
0.048,0.06817336435294725,298.0003277901483,1.2714446766290444,0.6288885936740177,0.0,0.13216656155614623,1.0408610315801788e-17,0.04789238241628262,0.19104531516478399,2.2831401381850817e-08,8.231541520734679e-42,6.848598116325751e-53,1.0199228023353141e-15,3.646701683232835e-25,7.087883343689209e-24,7.113686770576392e-06,1.632304443371994e-42,0.0,4.7899551388276973e-14,9.159441550105529e-14,6.952617724254186e-09,2.8905493058934715e-10,4.140455701238147e-28,5.191827115655601e-35,3.50694505997909e-19,0.0,8.361974590633425e-32,5.92013965155779e-41,9.208248380489783e-11,1.0985825775349014e-45,9.426519834762015e-36,7.946332664073041e-15,6.716356181987584e-27,3.9174209097211466e-14,7.957696409921368e-31,1.658189805720372e-11,1.2556819374351262e-13,3.726158877686365e-30,6.113103913840706e-28,3.6076556094922445e-28,1.0439461175219339e-30,0.0,1.1378317271448148e-28,3.3047784106488707e-09,6.601211818832588e-12,1.4865967016339158e-12,1.5299771129591604e-12,2.536404193044564e-16,1.1902996778602523e-28,6.004292157429945e-18,2.6539945299127735e-13,3.5582628331367485e-12,5.571159976930146e-31,1.779256922012839e-30,2.5804944878776115e-14,1.5477677164079877e-14,1.23205588836766e-12,2.702536592451656e-15,0.0,2.5053790941063268e-29,0.0,5.985793771260778e-19,2.1556177247549793e-47,6.514082165579722e-29,4.860049296552983e-30,5.565832652244473e-24,4.255715998439175e-19,1.6516641127530538e-13,4.165484337367644e-20,5.625626419422014e-18,6.536596020983437e-28,0.0,0.0,4.0562627854394814e-40,4.900104508998648e-19,1.805337985395849e-29,8.030750435811506e-32,1.270311133334608e-25,0.0,0.0,5.05101126730605e-15,2.8783102349161066e-15,6.200827444811598e-17,3.8634249825919584e-14,1.5612273475164016e-24,8.80890216984955e-14,5.697490851859561e-25,5.684239376922317e-22,0.0,9.218303790509008e-32,3.968921168994084e-32,1.0784238753076697e-38,3.1039952873679835e-19,0.0,5.535873520595456e-24,0.0,0.0,4.120621521304009e-21,1.8376896924345089e-38,1.9373741622250827e-22,2.087177493077867e-25,4.253504496581798e-28,2.985348236731883e-17,4.618053434666091e-30,8.009049688193192e-16,0.0,3.360753223287219e-15,5.089981198480446e-20,2.6478981645139984e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6081819172044636e-15,1.6141753908862408e-38,8.033062275195419e-17,0.0,0.0,2.207742806918009e-33,1.0071303323141117e-30,2.6934452342405115e-14,0.0,4.0369138685054254e-21,0.0,0.0,0.0,0.0,1.5433147369167833e-15,3.966183251216318e-24,0.0,5.676896486641244e-17,7.278991302212218e-22,2.921166945059068e-17,1.6336887783799701e-15,1.2050866484889937e-16,0.0,0.0,0.0,9.217526298489584e-17,9.939550131907471e-17,0.0,3.1167051056121503e-18,2.869803868089958e-25,9.910841625189548e-14,1.5313558800475866e-17,0.0,0.0,5.82775993457531e-20,1.3498709446602508e-14,0.0,0.0,0.0,0.0,1.858461286618416e-44,8.730115843752523e-63,4.0815719569547577e-47,0.0,7.780190711405385e-18,4.571600374793977e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4597781374857507e-41,0.0,7.677111100068167e-61,6.481934831432215e-35,0.0,0.0,0.0,0.0,0.0,0.0,1.341182319320791e-28,3.8490161621150537e-28,4.2090903498306004e-23,1.1130231999293934e-22,2.871538104871633e-16,0.0
0.049,0.06817791804927183,298.00105235173896,1.2713597550945546,0.6288837567683965,0.0,0.13216783189810105,4.9127252183779626e-17,0.04789198512368588,0.19104461079219393,7.322745012110036e-08,1.3653359927036986e-42,0.0,1.0218287059266894e-15,2.837929881409527e-24,6.1902011009267314e-24,1.170740124053124e-05,1.6635346663317056e-42,0.0,2.2612419312517867e-13,2.283542281437455e-13,2.2555300192174973e-08,1.1470971594209728e-09,6.926301255421438e-28,7.7656857353253e-34,1.6552937601957862e-18,9.200146949222073e-15,4.7476964728920835e-31,1.0509732196614419e-39,3.47118901517076e-10,4.141376289893577e-45,1.7383049638095739e-34,2.945106403612713e-14,1.278077924265066e-25,2.0253982564716103e-13,1.4522639521802464e-29,6.434791558802915e-11,5.201650594515232e-13,6.95963516674133e-29,3.5392237695999894e-27,1.247224238435942e-27,1.885512696042251e-29,0.0,5.57468617606284e-28,1.0606217144117834e-08,2.716177429668448e-11,6.530851108638613e-12,6.979162447972465e-12,2.533221263959909e-16,1.0548459983560924e-28,2.944711659326263e-17,1.4618131043530935e-12,1.697190888864923e-11,1.2576381975768336e-29,3.5919021854494573e-29,1.994087707391874e-13,1.8745582412863197e-14,6.586255354796732e-12,1.5342049068546176e-14,2.4308349208229444e-15,1.8420987277342161e-28,1.8537410705022647e-40,2.8248425754726053e-18,6.4870818977090974e-46,6.514555283147981e-29,4.860415206081394e-30,1.735287583431145e-23,5.153895181807586e-19,2.0001642121217586e-13,5.044613469360216e-20,5.626126345972178e-18,6.536822066969872e-28,6.364652102675392e-14,0.0,4.062131531353331e-40,4.996749168411415e-19,1.8060736135760136e-29,7.01340064758491e-32,1.2919358829052973e-25,9.793855595273358e-34,0.0,8.419075468182038e-15,2.886524429492257e-15,2.9246167873326907e-16,1.703421601887586e-13,8.537309171345481e-24,5.06323477757847e-13,2.586412245273222e-24,1.2960723085890529e-20,0.0,1.2087828341049413e-30,6.953742560489478e-32,1.0806829328710898e-38,3.1041336000075294e-19,0.0,5.535932230941028e-24,0.0,0.0,7.483095644526791e-20,1.8355313789493872e-38,1.9657532086480274e-22,2.0874513854073145e-25,1.1881847267577431e-27,2.951722114661537e-17,4.6781341457305534e-30,8.038837692269625e-16,0.0,1.1093957631931774e-14,4.24342298608048e-19,2.664844478305838e-15,0.0,0.0,0.0,0.0,8.82912846870197e-18,0.0,1.999125158758872e-15,3.030486349600203e-69,1.1111206230880416e-14,2.97676234468429e-37,5.307962692100543e-16,0.0,0.0,4.093938706975219e-33,1.6710180796757384e-30,1.4803867003409125e-13,6.232250269598396e-17,1.0044640614831014e-20,0.0,0.0,0.0,0.0,4.985387911437397e-15,3.9221009909529806e-24,0.0,5.677001581340806e-17,6.991483790285052e-22,2.921218549892096e-17,1.6547376293632141e-15,1.2055907627998058e-16,6.089636603941779e-17,0.0,0.0,9.217648878204591e-17,1.0083076388800254e-16,0.0,3.146191083390607e-18,2.8486765689697794e-25,4.955110894197649e-13,1.5573184125241734e-17,0.0,0.0,5.831211233696467e-20,7.475218834639157e-14,0.0,0.0,0.0,0.0,1.9987777825768424e-44,4.835947286299715e-62,2.260656114611398e-46,0.0,7.780272538853494e-18,4.91600329763262e-19,0.0,0.0,0.0,0.0,0.0,0.0,1.4599573853496147e-41,0.0,7.679324832981236e-61,6.48244226672175e-35,0.0,0.0,0.0,0.0,0.0,0.0,1.4086247867507215e-28,3.8531546427498255e-28,4.606019202903888e-23,1.1196399047696973e-22,2.9151266309954567e-16,0.0
