grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_H(8),Y_O(9),Y_H2(10),Y_Ar(11),Y_He(12),Y_HO2(13),Y_H2O2(14),Y_CO(15),Y_CO2(16),Y_HCO(17),Y_CH2(T)(18),Y_CH3(19),Y_CH2O(20),Y_HCCO(21),Y_C2H(22),Y_C2H2(23),Y_H2CC(24),Y_CH2(S)(25),Y_CH3OH(26),Y_CH3O(27),Y_CH2CO(28),Y_C2H3(29),Y_C2H4(30),Y_C2H6(31),Y_C2H5(32),Y_CH2OH(33),Y_CH3CO(34),Y_CH2CHO(35),Y_CH3CHO(36),Y_F(37),Y_HF(38),Y_CH2F2(41),Y_CHF3(42),Y_CF2(43),Y_CF3(45),Y_CF3O(48),Y_CF2O(49),Y_CH2CF2(57),Y_CHF2(82),Y_CF3CCH(84),Y_BR(90),Y_HBR(92),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_C3H2O(285),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(651),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1732),Y_S(1838),Y_S(1853),Y_S(1900),Y_S(1914),Y_S(1931),Y_S(1993),Y_S(2391),Y_S(2407),Y_S(2432),Y_S(2612),Y_S(2617),Y_FCBr(2948),Y_S(2951),Y_S(3152),Y_S(3215),Y_S(3312),Y_S(3734),Y_S(3918),Y_S(4420),Y_S(4577),Y_S(4579),Y_C#CC(5272),Y_S(5883),Y_S(5927),Y_S(5929),Y_S(5991),Y_S(6009),Y_S(6010),Y_S(6180),Y_S(6375),Y_C3H3(6822),Y_C3H4(6823),Y_S(7035),Y_S(7352),Y_S(7874),Y_S(8847),Y_S(9069),Y_S(9115),Y_S(9794),Y_S(10637)
0.0,0.056490642241181006,298.0,1.3107918170921762,0.6060122812602509,2.123315973355399e-16,0.16374276669429044,6.563134716637105e-15,0.04615024854415458,0.18409470228529584,5.3486979507688244e-14,1.8641899455394408e-14,0.0,9.098571843455208e-17,2.597118104402797e-16,1.2157891189484096e-09,8.905263350471193e-77,0.0,1.185727926508266e-15,0.0,2.0037148161609208e-14,2.092266582485665e-15,0.0,3.6943300580193025e-14,0.0,4.5916542577148084e-17,8.104981341859891e-34,9.277829965989827e-43,0.0,0.0,2.996867745872696e-30,0.0,1.1118668010072677e-27,1.2663903075989166e-15,7.848607589445768e-16,0.0,1.0726312270015328e-15,4.561368421059856e-17,5.751353134160483e-31,0.0,1.0109456689204567e-24,2.344891349860136e-17,0.0,1.0594538503634912e-14,0.0,0.0,0.0,3.8023334616045784e-17,7.078971984303961e-19,0.0,0.0,1.3686593815149527e-15,1.7088744250860272e-16,4.569974334483297e-14,4.306882731308155e-19,6.65560823545401e-21,2.2483271698339547e-15,4.813283805772491e-28,0.0,2.3302686538347134e-21,5.187789283604857e-45,4.958159903332452e-31,3.6560290798532724e-32,5.5298602040101364e-17,2.662835306036984e-21,1.0473067094905902e-15,2.653032244782652e-22,1.073993077747305e-20,4.525225367303079e-30,2.956992129141805e-15,2.0203560401588898e-19,8.550101690732613e-42,0.0,0.0,2.377969026138281e-29,0.0,3.6052064232367326e-23,0.0,8.904565414831263e-19,9.062238234451323e-17,5.044811269394047e-16,0.0,0.0,4.717456884979604e-16,0.0,1.5750061091880508e-20,0.0,2.949771787776199e-32,1.3511038448055548e-28,0.0,0.0,0.0,5.123552822279767e-21,0.0,0.0,0.0,5.552826986931046e-20,0.0,1.3612259192638798e-18,0.0,0.0,2.1074885327578904e-16,1.8495393018222525e-16,2.705096905578586e-17,3.8095739728216965e-15,2.30125932915929e-19,4.707356599083295e-18,5.8738985142760114e-30,0.0,1.6211604019657702e-18,0.0,8.434114008397551e-16,0.0,0.0,0.0,2.153495677506909e-17,1.9948822275842298e-16,7.116049086307874e-17,0.0,0.0,0.0,0.0,7.237661168846953e-35,7.552624529116387e-16,0.0,2.21610977146166e-15,2.1107525801629686e-18,0.0,0.0,4.1340095774132815e-18,0.0,0.0,0.0,0.0,1.1898227483726178e-15,7.370811573882143e-21,2.3206016518882997e-25,3.687197538450296e-21,0.0,0.0,0.0,9.304292307337314e-19,3.607973400958283e-27,2.0076629138905944e-15,0.0,0.0,0.0,0.0,4.663914638718271e-46
0.016,0.05649065451114828,298.0000000343889,1.3107915323826045,0.6060122640563828,2.1233159296024043e-16,0.16374277206779853,4.1149694924199846e-18,0.04615024742982096,0.1840947001189997,2.551280143177931e-12,3.9186447327853017e-22,0.0,6.0922084090977505e-22,2.657792361548971e-19,1.6322060214781163e-08,8.086837986914202e-76,0.0,5.5436213632281275e-14,3.314777947419692e-14,9.47306027966777e-13,1.2999512309054137e-13,0.0,1.4620763426533473e-21,8.749052134578547e-20,2.8633683422874806e-15,3.119896353464264e-32,5.146528899745182e-41,8.303636781131223e-15,0.0,1.251944160260442e-28,0.0,6.930944947559897e-26,1.3299214749709167e-15,5.702972078746405e-23,0.0,1.0913647927162934e-15,3.5702462727836884e-23,3.648211573822956e-29,0.0,7.39497761174581e-23,2.3452552187507347e-17,0.0,4.939423411825263e-13,0.0,0.0,0.0,1.2480708194769741e-23,6.998180418474513e-17,0.0,0.0,2.5336505058325336e-22,1.5801568186962882e-14,1.2099891289159133e-14,7.217445078852365e-17,6.531437135759e-19,2.2483529707031163e-15,4.601243392127054e-26,0.0,2.9692139095943062e-19,5.048568293367351e-43,1.0307363407905977e-28,7.690115593001422e-30,3.766084534566021e-21,4.2494003459562107e-19,1.6492245344242846e-13,3.235061428267377e-20,5.4207288908950075e-18,7.611127942899455e-28,4.5139935540415967e-13,2.837198252965161e-17,1.1319054636469886e-39,1.5388361245649606e-19,0.0,3.846341688354494e-27,0.0,2.459913184044811e-21,0.0,6.39876413419572e-17,1.5403762398606863e-14,5.05202818821903e-16,0.0,0.0,3.172507715680364e-14,0.0,1.9534817636450624e-18,0.0,3.0341776783489178e-30,1.7683671524382518e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.673988432579201e-18,0.0,6.088902044169712e-25,0.0,0.0,1.9183564497603636e-23,5.322449866317693e-15,1.95255539813178e-22,3.809623724943643e-15,3.9774262515485605e-17,4.712248211554337e-18,9.138473103786583e-28,0.0,8.26162595531544e-17,0.0,8.434401017825814e-16,0.0,0.0,0.0,2.2587260238164115e-15,1.9949870382110883e-16,7.116051097811254e-17,0.0,0.0,0.0,0.0,9.422969910644721e-33,7.552625817536914e-16,5.918584470097563e-46,2.2161098656547787e-15,2.847115261302216e-16,0.0,0.0,4.1374047323006395e-18,0.0,0.0,0.0,0.0,1.189823602042234e-15,1.0704615053597684e-18,3.3080302566778036e-23,5.349979005370679e-19,0.0,0.0,0.0,9.304452762504126e-19,1.8281532924252287e-28,2.0076629769351103e-15,0.0,0.0,0.0,0.0,4.488152189291935e-44
0.032,0.056490819424637406,298.00000148707556,1.3107877057840929,0.6060120331383265,2.1233154796091233e-16,0.1637428442147963,1.565023166617566e-18,0.0461502323652561,0.18409467096804694,1.1799500204073053e-10,8.32486481704131e-30,0.0,1.883544859900372e-27,3.623207777848949e-24,2.191262619485426e-07,1.3885755041718532e-78,0.0,3.545569536776145e-14,3.64183934429743e-14,4.315729023418607e-11,1.3712228188896939e-12,2.0181895671103583e-28,5.832477866553906e-29,5.2729816584677654e-20,2.893247712681021e-15,2.4223395832845035e-33,4.842532185194875e-44,5.051593108849914e-13,0.0,6.596844260814057e-36,0.0,2.7803298008447047e-27,1.5003278348786843e-15,4.16836390033157e-30,8.504010877457206e-14,1.773229303300292e-15,2.767084876867526e-29,1.6247923962383814e-29,0.0,1.2297891556405227e-28,2.372031367064251e-17,1.606125954231896e-27,2.3213790099137038e-11,0.0,1.0649545471763851e-14,4.758617974270596e-14,8.039759581963032e-29,8.444410681561043e-17,1.0399995363263247e-15,0.0,4.7105571356513636e-29,2.2053492889292075e-14,1.3103680544837099e-14,6.617084655135828e-15,7.224190505703474e-17,2.2511396160199e-15,8.208565630527372e-31,0.0,1.149602550966991e-19,1.30181727331823e-49,1.0307344884599492e-28,7.690101814134018e-30,2.0641840828960942e-23,4.601911809069724e-19,1.7860542072772343e-13,3.503425564884914e-20,5.420729046784949e-18,7.611185895074738e-28,5.388708492693619e-13,2.837202076944733e-17,5.05839078047495e-40,4.477080786571329e-19,2.4468625051275734e-29,5.243562799910633e-32,0.0,1.5658552758820204e-28,0.0,6.500439494421655e-17,1.5403828597762817e-14,5.758863191238119e-16,0.0,3.5658856488579744e-25,5.0571812715724394e-14,3.3746940385817655e-27,6.621400430341791e-20,0.0,4.380589174728742e-31,2.4895221122290839e-26,0.0,3.893954595910777e-39,0.0,0.0,0.0,0.0,0.0,4.295887155377944e-19,3.4250745479651866e-36,3.920784495022826e-27,0.0,0.0,2.5621255713273728e-30,5.3225258353795905e-15,1.9494132241691468e-22,3.815593499729012e-15,8.549741065813917e-18,4.7189134689454234e-18,1.3516839363394888e-27,0.0,8.265156174339574e-17,0.0,8.471386120432192e-16,0.0,1.3133362310513278e-17,0.0,2.2587461151763914e-15,2.0075498901292495e-16,7.116340171347738e-17,0.0,0.0,0.0,0.0,9.523347857045957e-33,7.5527426423274e-16,5.410329487601205e-46,2.216111216716582e-15,2.8473663883769247e-16,0.0,0.0,4.5289123080197455e-18,2.1945942174342264e-16,0.0,0.0,0.0,1.189922451257335e-15,1.0601922092556588e-18,1.5717154521645797e-23,5.4528058230724515e-19,0.0,0.0,0.0,9.32124418483631e-19,8.685945634803023e-29,2.0076638196813965e-15,0.0,0.0,0.0,0.0,5.11734862835818e-44
0.04,0.05649167377603465,298.00002741513214,1.3107678820597979,0.6060108423435612,2.123313310129031e-16,0.16374321646630122,2.1454551457235262e-18,0.04615015299774533,0.18409451928256945,2.1509545653483355e-09,3.6857693820065172e-37,0.0,1.3762901564356445e-26,0.0,1.265490476031674e-06,0.0,0.0,4.8612654370956996e-14,3.90613804569178e-14,7.97408825428886e-10,3.082072354430914e-11,5.202989978852214e-28,3.649861137001375e-36,7.22905735964205e-20,3.6047490071962915e-15,3.0270540825376947e-33,1.544572828142485e-42,1.148018599897987e-11,0.0,0.0,0.0,0.0,6.188539801108703e-15,2.0974845867903965e-32,2.0640132411368757e-12,1.875380141217367e-14,0.0,2.071762519281451e-29,0.0,2.2121874450101428e-32,3.1185887462676743e-17,1.6499900039194813e-27,4.23200465402902e-10,3.1909046692166104e-14,3.864777734089355e-13,1.1347896376547856e-12,0.0,8.669101465589648e-17,4.886840280443102e-14,5.044004031088094e-13,1.989048495711378e-33,2.7034855078790385e-14,1.3858815848619232e-14,2.349862582290552e-13,2.824982799805703e-15,2.3645846284932857e-15,1.966951427843749e-30,0.0,1.5759147296149758e-19,0.0,1.030728019974505e-28,7.690054285818116e-30,2.071459978644077e-23,4.86703970122633e-19,1.888950597430702e-13,3.705256387097117e-20,5.420742532904656e-18,7.6111080735917285e-28,6.039994501914516e-13,2.837237915191446e-17,5.0581396200317895e-40,5.946257610481414e-19,2.4877902568880804e-29,0.0,0.0,0.0,0.0,9.514700047359263e-17,1.5404300295597934e-14,3.180842756712082e-15,1.8252843652068803e-15,4.916529246864825e-25,7.285300432468913e-14,8.102173597098381e-26,4.385312882056957e-21,0.0,3.8392670757392024e-31,2.869071842041148e-26,0.0,3.95757051192575e-39,0.0,0.0,0.0,0.0,0.0,5.230004906413326e-20,8.167678191065634e-35,3.917707475436491e-27,2.3618197533190613e-29,0.0,8.137754043167321e-31,5.322642525089661e-15,1.9494396046743926e-22,4.08546500326995e-15,2.5142654898092068e-18,4.816650568169234e-18,1.7204619070633872e-27,0.0,8.456607521388058e-17,0.0,1.0264849536667962e-15,0.0,7.344911869926701e-16,0.0,2.259510729281895e-15,2.5741232800007135e-16,7.134675972040322e-17,1.3198364755187086e-32,6.36970829253852e-30,0.0,0.0,1.1773230848993996e-32,7.557315015866869e-16,5.130238157612437e-46,2.21612570053928e-15,2.859886133396706e-16,0.0,0.0,2.1508339868611377e-17,8.250187442152876e-15,0.0,0.0,0.0,1.1943884743456897e-15,1.0600601427259172e-18,1.0071950438653146e-23,5.454712219674939e-19,0.0,0.0,0.0,9.94826363666321e-19,5.56620487465043e-29,2.007668190349668e-15,0.0,0.0,0.0,0.0,2.826547819544929e-43
0.044,0.05649412257391555,298.00026528169184,1.310711065344251,0.6060074766003927,2.1233074540587587e-16,0.16374427014869422,1.0519967375214119e-17,0.04614991540224107,0.18409407843572725,2.0560914935772192e-08,3.261063963400018e-42,0.0,2.265641175801314e-25,5.486984150692328e-24,4.226498670306963e-06,0.0,0.0,2.3839726964063215e-13,8.886648780635134e-14,7.724979712728303e-09,3.875504868648817e-10,5.994106414786257e-28,4.420771195459211e-35,3.5445827001201376e-19,1.2253304762240571e-14,3.711417043620295e-32,9.062706251188283e-41,1.3543976823540347e-10,0.0,7.276298599364215e-36,4.9379228408507934e-15,2.5662402780639358e-26,7.208365583622924e-14,1.2623216269432118e-30,2.531561230544919e-11,2.3452101419135885e-13,6.741228413871806e-30,2.5967035013254703e-28,0.0,1.6350277615202418e-30,1.371356976945168e-16,1.7549644998758865e-27,4.044184093346424e-09,4.74537858763737e-13,5.8644429695053305e-12,1.357828751130092e-11,1.1868963120084197e-28,9.226494458236924e-17,9.213332223805758e-13,8.299805743967763e-12,5.697438867009127e-31,4.2826765232073394e-14,1.6135274891527274e-14,4.276510873509493e-12,5.645691704463181e-14,4.7027411827095054e-15,2.1659629402748999e-29,0.0,7.726844639298441e-19,1.4471610459145335e-47,1.0307372787398285e-28,7.690130076787348e-30,2.203133818781762e-23,5.666257437255615e-19,2.199104348847198e-13,4.3136767157934776e-20,5.420894252678163e-18,7.6110497505621095e-28,7.976035190034446e-13,2.837976870016489e-17,5.058677029743078e-40,6.683825127118501e-19,2.488016465065763e-29,7.94037400425306e-32,0.0,2.503810914616144e-35,0.0,5.495219771282987e-16,1.5413001580688906e-14,5.183426619401845e-14,8.373648768577702e-14,2.4354804358930974e-24,2.0925245799353156e-13,1.0678582681638627e-24,6.785575092119136e-22,0.0,5.9042352942405235e-31,3.2270182819588127e-26,0.0,3.957270785036656e-39,0.0,0.0,0.0,0.0,0.0,1.163942507503238e-20,9.772768537445444e-34,3.9215956874715235e-27,1.705846009629965e-28,0.0,9.039591201717704e-31,5.32514330001164e-15,1.9499636572798846e-22,1.0254246177568229e-14,1.0993745240148402e-18,7.277335558988699e-18,4.323961457811621e-27,0.0,1.3705919987141957e-16,0.0,5.42016126395792e-15,3.970006003336632e-69,1.7764275273430857e-14,0.0,2.2751430549035807e-15,1.5492620283471696e-15,7.728671446118724e-17,2.5245154797230276e-31,1.3350994246278115e-28,1.0355515235772646e-13,0.0,3.757325618793891e-32,7.649661362731147e-16,5.091500371157049e-46,2.2164463117855975e-15,3.176565094540087e-16,0.0,3.364755359588839e-14,3.939537931280266e-16,1.382622587211169e-13,0.0,3.10194077026893e-19,0.0,1.2968111472305396e-15,1.061170518457933e-18,7.860643146760938e-24,5.460473559489414e-19,0.0,0.0,0.0,2.1804791457045058e-18,4.3443571369505664e-29,2.007681764114257e-15,0.0,1.039211083892063e-21,0.0,0.0,4.606367487469055e-42
0.048,0.05650456064936287,298.00325311859433,1.3104689376558936,0.605993685686824,2.1232843704003138e-16,0.16374860383021758,1.2767366140807229e-16,0.046148797998722534,0.18409212365297278,2.4900380263565545e-07,0.0,4.4587232373118284e-52,1.0739496196740597e-23,9.966391939329741e-23,1.6386624912052588e-05,0.0,0.0,2.897786480376787e-12,9.895977804336685e-13,9.487795787760472e-08,6.2684484638524125e-09,3.805043938845798e-27,7.269189416135636e-33,4.301784224495978e-18,1.5531512155540948e-13,7.825604859283325e-30,1.6676883591985827e-38,2.043688971251142e-09,2.450868975025441e-44,1.2012302282077106e-33,8.888891885427327e-14,4.183025646309537e-24,1.3290570657365442e-12,2.4165549772898625e-28,3.973487034141865e-10,3.962295119658999e-12,1.4250547210465196e-27,5.431554214990703e-26,7.968581859304713e-27,3.1390295676854188e-28,2.177426769439047e-15,4.2826439181297415e-27,4.896127177882105e-08,8.799658723082258e-12,1.1415842223289042e-10,2.0763510455209065e-10,2.2208843468353474e-27,2.2568014694006867e-16,2.2433904021014076e-11,1.7049629860048923e-10,1.3023315736451458e-28,1.8775073285940108e-13,3.946286293667582e-14,1.0099604551886234e-10,1.4681559011414159e-12,6.974252061396394e-14,8.664987330331299e-28,3.5993309039084123e-39,9.375590891166053e-18,9.280506943091434e-45,1.0311123641270141e-28,7.693012870662681e-30,8.683737210534237e-23,1.3855320084340325e-18,5.376570632771372e-13,1.0548093083071707e-19,5.4229058754375704e-18,7.612789592973134e-28,2.8132026262692065e-12,2.86320339014606e-17,5.179592476196013e-40,7.5883321713479205e-19,2.4926330127380577e-29,1.4421636944136646e-30,0.0,1.2178031711038048e-32,0.0,9.834095283846028e-15,1.5731504711215113e-14,1.279755374639583e-12,2.258122020828208e-12,2.96278890888772e-23,2.1570756668039838e-12,3.5001870216685514e-23,4.403570052665966e-21,0.0,1.329796434958696e-29,5.675559842937927e-26,7.463571161589681e-32,3.984061531685972e-39,0.0,3.467691944633665e-18,2.2254036706065656e-19,0.0,0.0,2.4793321070163676e-20,1.4945291834442988e-32,4.124671681339917e-27,6.870743991585115e-27,0.0,3.977512026761078e-30,5.401487071080328e-15,1.9675066812707658e-22,2.0033735532347542e-13,8.532219346415673e-19,9.270973115503843e-17,1.3108895461769661e-25,0.0,2.0739166200709105e-15,2.6798581536907853e-17,1.5041238771481044e-13,3.105265572881123e-67,5.662357426964197e-13,0.0,2.708570934794124e-15,4.1256931316706123e-14,3.3611805045746274e-16,1.6041714927812262e-29,7.71969163389035e-27,4.09593109943895e-12,1.2078690032932897e-16,4.41309512831567e-31,1.0173402752928526e-15,3.678333876687932e-46,2.2315892686765444e-15,1.3967099023252243e-15,0.0,9.75110480579504e-13,1.1411694352168809e-14,2.9882174006526036e-12,0.0,1.4568680925878716e-17,0.0,4.464504831587583e-15,1.1133047327910449e-18,6.405319436152932e-24,5.728666827960058e-19,0.0,0.0,6.996702132343758e-44,3.2471286478466306e-17,3.542138901196851e-29,2.0077761235021933e-15,0.0,9.432250891013465e-20,0.0,0.0,1.1380227671549325e-40
0.049,0.05651298699718072,298.009394710019,1.3102735404380093,0.6059835779163256,2.1232684530883046e-16,0.16375180790249869,3.9314224879775395e-16,0.04614772726697881,0.18409039604804098,7.133324124647893e-07,7.450734987202853e-42,2.1266130677647612e-50,5.1529155581611104e-23,3.383606360087877e-22,2.53301953803956e-05,0.0,0.0,8.926373361649907e-12,3.5777392751997654e-12,2.743652907616096e-07,2.1967835506106496e-08,2.2168006607281234e-26,7.208191043068396e-32,1.3246654320005765e-17,5.384809651902703e-13,9.373529020309901e-29,1.7133957400995058e-37,6.812474434481101e-09,8.192487831780714e-44,1.139169053898702e-32,3.175972557627446e-13,4.032839141824016e-23,5.193216430499229e-12,2.552928044406472e-27,1.3623078809042243e-09,1.4374667022729394e-11,1.5918800386345753e-26,6.528887225086277e-25,6.319269954801272e-26,3.31665625113207e-27,8.507592517426465e-15,1.4621438022151962e-26,1.4023099701717002e-07,3.404525955370084e-11,4.5880929617309147e-10,6.986856046075447e-10,8.171570439102995e-27,7.714752270580435e-16,1.073286618414917e-10,7.129910622034723e-10,1.5522535473061174e-27,3.144770682484541e-13,6.188813139775002e-14,4.717107791057677e-10,7.405926452258529e-12,3.585141475719142e-13,4.0641922515008766e-27,0.0,2.8862238194059084e-17,1.3719040317316282e-43,1.03204987463778e-28,7.700181082373306e-30,3.389963419949293e-22,2.172369645220772e-18,8.427646032547336e-13,1.6539534792146338e-19,5.427110566485179e-18,7.617953013997075e-28,4.757163282748651e-12,3.0022796736376907e-17,6.777139645516366e-40,9.29051016554569e-19,2.5068876984587417e-29,4.8964122326009285e-30,0.0,1.211837179742612e-31,0.0,4.034694192466675e-14,1.750559116112786e-14,6.236929993450071e-12,1.1480390284051746e-11,9.124884246051777e-23,6.862467711945248e-12,1.773329372144515e-22,3.153921280834786e-20,0.0,6.71431178693457e-29,9.711334517546381e-26,1.0747032155557666e-30,4.175918308647731e-39,0.0,2.911052814407484e-17,2.3693152386200425e-18,0.0,0.0,4.917374393271697e-19,5.031004632801934e-32,5.6308180207323046e-27,4.4192608229430923e-26,0.0,2.0651993830667775e-29,5.7779912864172584e-15,2.063537746539408e-22,1.1332976583380907e-12,5.6160806378424854e-18,5.643695500439802e-16,1.1487043165458564e-24,0.0,1.342140805210137e-14,6.886319855681165e-17,9.11589545104006e-13,3.493244830070409e-66,3.3562378967479663e-12,0.0,4.628029150475287e-15,2.356732385470232e-13,2.1226993774041144e-15,8.980539989323357e-29,4.3653020510886385e-26,2.0934015805935742e-11,8.427484815544813e-16,1.4692922088686386e-30,2.1189855530759988e-15,0.0,2.350184329782538e-15,7.242776273450207e-15,0.0,4.857862236847147e-12,6.336855193065207e-14,1.3016466668507132e-11,0.0,9.000421961749868e-17,0.0,2.006928060826485e-14,1.504336988291733e-18,8.600905121501408e-24,7.742779238359266e-19,0.0,0.0,6.063238341412599e-41,1.562225951276201e-16,4.7596479034221625e-29,2.008029954559919e-15,0.0,1.2004066145211003e-18,0.0,0.0,5.553957140363776e-40
0.05,0.056530424773646754,298.03326437938597,1.3098693636366412,0.6059656628255479,2.1232425260966647e-16,0.16375756636987068,1.4549024847058468e-15,0.046145086794280414,0.1840863480013742,2.5020032608336485e-06,4.478354054470751e-42,1.768420151957501e-48,3.1664277452835753e-22,1.4495249321470008e-21,4.1221795149451854e-05,0.0,0.0,3.309404870089464e-11,1.7018285140803106e-11,9.735045287835917e-07,9.84447200306894e-08,2.7218339512900658e-25,1.0840828665808625e-30,4.902593011082176e-17,2.4103765592332757e-12,1.7667097552997102e-27,2.682138067760491e-36,2.8741838367938345e-08,3.5699948269183523e-43,1.5581295867666743e-31,1.4517418374506663e-12,5.555507891486265e-22,2.651832608015388e-11,4.1277373730330206e-26,5.94590361072855e-09,6.715653460045451e-11,2.753344638875728e-25,1.232051944912344e-23,8.803232628577703e-25,5.36477790685521e-26,4.372948691855144e-14,8.847259856011753e-26,4.917279463765035e-07,1.7168313738371083e-10,2.420591129164679e-09,2.981451869189655e-09,4.8269746142819436e-26,4.672128366917414e-15,6.942957708479027e-10,3.941645743832083e-09,2.8980726196236466e-26,6.633683344172917e-13,1.4392786517906786e-13,2.967586065869931e-09,5.093531677898682e-11,2.583166380624294e-12,2.4592917318791225e-26,6.218391333054294e-39,1.0674211982037395e-16,3.116764160008791e-42,1.0358973011190058e-28,7.729563977717327e-30,1.990049414389045e-21,5.048699895608365e-18,1.95674667754206e-12,3.845169129291698e-19,5.443560507714162e-18,7.639924019600329e-28,1.2223989439906589e-11,4.3346402461971036e-17,4.377388621919952e-39,3.213340380357687e-18,2.589514699203283e-29,2.0984921813500677e-29,0.0,1.8228886431502944e-30,0.0,2.19098494908062e-13,3.75233443922451e-14,4.123099223875798e-11,7.959691558163013e-11,3.37948337516176e-22,3.0506652372138056e-11,1.6878801608573028e-21,3.8685364409014545e-19,5.6019906183428886e-45,5.215838139178135e-28,3.5058945409641223e-25,2.150709177599675e-29,7.744379255596907e-39,0.0,2.8486291019366203e-16,2.4453795251762575e-17,0.0,2.2786364705222613e-31,7.784837041218451e-18,2.1507143487331814e-31,2.5097705346271182e-26,5.829405002417287e-25,0.0,1.7596257732458635e-28,8.99342158993245e-15,2.9820160074970784e-22,9.019635269338576e-12,7.00905631862899e-17,5.013738039406221e-15,2.118769322293008e-23,8.544060075043526e-18,1.2659997750789464e-13,2.286322181696562e-16,7.761878911973392e-12,1.1676620796348553e-64,2.799759047256686e-11,0.0,1.938154253833214e-14,1.875355337451243e-12,2.2925623904742435e-14,8.045995370602103e-28,3.7850250007276835e-25,1.4466139406014253e-10,7.637144048609234e-15,6.2992230081522635e-30,1.047443288925527e-14,0.0,3.913211199324005e-15,6.142663459751976e-14,0.0,3.2808434325501466e-11,4.865655784413203e-13,7.54925337651423e-11,0.0,7.737972081146935e-16,1.885001511709419e-15,1.5242866384485658e-13,6.438857450397837e-18,4.307066381827531e-23,3.315100112750497e-18,0.0,4.7641204976201123e-23,4.002219840848005e-39,1.0393993334829603e-15,2.3845520750469583e-28,2.0099092247687037e-15,0.0,1.5799575891843364e-17,0.0,0.0,3.6909444798706196e-39
