k_s,sensitivity,cantera equation,cantera products,cantera reactants
111,-2.9498445871359542e-05,CH3O(27) + OH(2) <=> CH2O(20) + H2O(5),"{'CH2O(20)': 1.0, 'H2O(5)': 1.0}","{'CH3O(27)': 1.0, 'OH(2)': 1.0}"
70,2.9423851752254542e-05,CH2(S)(25) + O(9) <=> CO(15) + 2 H(8),"{'CO(15)': 1.0, 'H(8)': 2.0}","{'CH2(S)(25)': 1.0, 'O(9)': 1.0}"
368,-2.8886087970531875e-05,CH3OH(26) <=> CH2OH(33) + H(8),"{'CH2OH(33)': 1.0, 'H(8)': 1.0}",{'CH3OH(26)': 1.0}
208,-2.8379581373646463e-05,CH3CHO(36) + H(8) <=> CH3CO(34) + H2(10),"{'CH3CO(34)': 1.0, 'H2(10)': 1.0}","{'CH3CHO(36)': 1.0, 'H(8)': 1.0}"
907,2.825342335048031e-05,F(37) + H2(10) <=> H(8) + HF(38),"{'H(8)': 1.0, 'HF(38)': 1.0}","{'F(37)': 1.0, 'H2(10)': 1.0}"
86,-2.7734582322667756e-05,CH2(T)(18) + CH2O(20) <=> CH3(19) + HCO(17),"{'CH3(19)': 1.0, 'HCO(17)': 1.0}","{'CH2(T)(18)': 1.0, 'CH2O(20)': 1.0}"
87,-2.746639150045936e-05,CH2(S)(25) + CH2O(20) <=> CH3(19) + HCO(17),"{'CH3(19)': 1.0, 'HCO(17)': 1.0}","{'CH2(S)(25)': 1.0, 'CH2O(20)': 1.0}"
707,-2.6952935189621745e-05,O(9) + S(127) <=> CF3CCH(84) + OH(2),"{'CF3CCH(84)': 1.0, 'OH(2)': 1.0}","{'O(9)': 1.0, 'S(127)': 1.0}"
178,-2.6755665368514443e-05,CH2CO(28) + OH(2) <=> CH3(19) + CO2(16),"{'CH3(19)': 1.0, 'CO2(16)': 1.0}","{'CH2CO(28)': 1.0, 'OH(2)': 1.0}"
114,2.6244534280401776e-05,CH3O(27) + CO(15) <=> CH3(19) + CO2(16),"{'CH3(19)': 1.0, 'CO2(16)': 1.0}","{'CH3O(27)': 1.0, 'CO(15)': 1.0}"
197,-2.5992200560021862e-05,CH2CHO(35) + OH(2) <=> CH2OH(33) + HCO(17),"{'CH2OH(33)': 1.0, 'HCO(17)': 1.0}","{'CH2CHO(35)': 1.0, 'OH(2)': 1.0}"
1286,-2.561800314672591e-05,C#CC(5272) + CF3(45) <=> C3H3(6822) + CHF3(42),"{'C3H3(6822)': 1.0, 'CHF3(42)': 1.0}","{'C#CC(5272)': 1.0, 'CF3(45)': 1.0}"
651,-2.482513638523188e-05,2-BTP(1) + CH3(19) <=> S(427),{'S(427)': 1.0},"{'2-BTP(1)': 1.0, 'CH3(19)': 1.0}"
1333,2.455977840922651e-05,S(5883) <=> H(8) + S(9115),"{'H(8)': 1.0, 'S(9115)': 1.0}",{'S(5883)': 1.0}
28,2.455679248735494e-05,CO(15) + O2(4) <=> CO2(16) + O(9),"{'CO2(16)': 1.0, 'O(9)': 1.0}","{'CO(15)': 1.0, 'O2(4)': 1.0}"
736,-2.41973170980363e-05,2-BTP(1) + CH3(19) <=> H(8) + S(1838),"{'H(8)': 1.0, 'S(1838)': 1.0}","{'2-BTP(1)': 1.0, 'CH3(19)': 1.0}"
296,-2.4171292891575433e-05,CH2OH(33) + HCCO(21) <=> CH2CO(28) + CH2O(20),"{'CH2CO(28)': 1.0, 'CH2O(20)': 1.0}","{'CH2OH(33)': 1.0, 'HCCO(21)': 1.0}"
133,2.3834409053367543e-05,CH3OH(26) + O(9) <=> CH3O(27) + OH(2),"{'CH3O(27)': 1.0, 'OH(2)': 1.0}","{'CH3OH(26)': 1.0, 'O(9)': 1.0}"
668,2.379233300601296e-05,BR(90) + CH3(19) <=> CH2(S)(25) + HBR(92),"{'CH2(S)(25)': 1.0, 'HBR(92)': 1.0}","{'BR(90)': 1.0, 'CH3(19)': 1.0}"
1216,2.364291746485713e-05,S(1914) <=> CF3(45) + S(641),"{'CF3(45)': 1.0, 'S(641)': 1.0}",{'S(1914)': 1.0}
868,2.3600800084774943e-05,F(37) + H2O(5) <=> HF(38) + OH(2),"{'HF(38)': 1.0, 'OH(2)': 1.0}","{'F(37)': 1.0, 'H2O(5)': 1.0}"
211,-2.3357501936201404e-05,CH3CHO(36) + OH(2) <=> CH3CO(34) + H2O(5),"{'CH3CO(34)': 1.0, 'H2O(5)': 1.0}","{'CH3CHO(36)': 1.0, 'OH(2)': 1.0}"
405,2.126339186324629e-05,CF3CCH(84) + HBR(92) <=> 2-BTP(1),{'2-BTP(1)': 1.0},"{'CF3CCH(84)': 1.0, 'HBR(92)': 1.0}"
703,-2.0603649035569733e-05,CHF3(42) + OH(2) <=> CF3(45) + H2O(5),"{'CF3(45)': 1.0, 'H2O(5)': 1.0}","{'CHF3(42)': 1.0, 'OH(2)': 1.0}"
1472,2.047802517759367e-05,C2H2(23) + CH2CF2(57) <=> S(4577),{'S(4577)': 1.0},"{'C2H2(23)': 1.0, 'CH2CF2(57)': 1.0}"
791,-2.0230807839318776e-05,CBr(425) + CH3(19) <=> CH2Br(969) + CH4(3),"{'CH2Br(969)': 1.0, 'CH4(3)': 1.0}","{'CBr(425)': 1.0, 'CH3(19)': 1.0}"
1165,-2.0059531820288653e-05,CH2Br(969) + S(814) <=> S(3734),{'S(3734)': 1.0},"{'CH2Br(969)': 1.0, 'S(814)': 1.0}"
1233,-1.9478980470309734e-05,CH2F2(41) + H(8) <=> CHF2(82) + H2(10),"{'CHF2(82)': 1.0, 'H2(10)': 1.0}","{'CH2F2(41)': 1.0, 'H(8)': 1.0}"
354,1.9055063338592807e-05,CH3CHO(36) + OH(2) <=> CH2CHO(35) + H2O(5),"{'CH2CHO(35)': 1.0, 'H2O(5)': 1.0}","{'CH3CHO(36)': 1.0, 'OH(2)': 1.0}"
266,-1.9032684789345437e-05,2 HCO(17) <=> CH2O(20) + CO(15),"{'CH2O(20)': 1.0, 'CO(15)': 1.0}",{'HCO(17)': 2.0}
1276,-1.8903367770715044e-05,C2H5(32) + C3H3(6822) <=> C#CC(5272) + C2H4(30),"{'C#CC(5272)': 1.0, 'C2H4(30)': 1.0}","{'C2H5(32)': 1.0, 'C3H3(6822)': 1.0}"
158,-1.8242743549548534e-05,CH(7) + HCCO(21) <=> C2H2(23) + CO(15),"{'C2H2(23)': 1.0, 'CO(15)': 1.0}","{'CH(7)': 1.0, 'HCCO(21)': 1.0}"
160,-1.8234711276422992e-05,2 HCCO(21) <=> C2H2(23) + 2 CO(15),"{'C2H2(23)': 1.0, 'CO(15)': 2.0}",{'HCCO(21)': 2.0}
689,1.8166114527632747e-05,HBR(92) + HO2(13) <=> BR(90) + H2O2(14),"{'BR(90)': 1.0, 'H2O2(14)': 1.0}","{'HBR(92)': 1.0, 'HO2(13)': 1.0}"
357,1.8116706834378182e-05,H2O2(14) <=> 2 OH(2),{'OH(2)': 2.0},{'H2O2(14)': 1.0}
1142,-1.7682645916259932e-05,S(1838) <=> HBR(92) + S(4579),"{'HBR(92)': 1.0, 'S(4579)': 1.0}",{'S(1838)': 1.0}
361,1.7610002199141235e-05,CH2O(20) <=> H(8) + HCO(17),"{'H(8)': 1.0, 'HCO(17)': 1.0}",{'CH2O(20)': 1.0}
1009,-1.7577081420038603e-05,CHO2(230) + OH(2) <=> CO2(16) + H2O(5),"{'CO2(16)': 1.0, 'H2O(5)': 1.0}","{'CHO2(230)': 1.0, 'OH(2)': 1.0}"
1167,1.749052651943016e-05,C2H5(32) + O2(4) <=> S(257),{'S(257)': 1.0},"{'C2H5(32)': 1.0, 'O2(4)': 1.0}"
168,-1.7368340721954394e-05,H2CC(24) + OH(2) <=> CH2CO(28) + H(8),"{'CH2CO(28)': 1.0, 'H(8)': 1.0}","{'H2CC(24)': 1.0, 'OH(2)': 1.0}"
529,1.7310893318735067e-05,OH(2) + S(130) <=> 2-BTP(1) + O(9),"{'2-BTP(1)': 1.0, 'O(9)': 1.0}","{'OH(2)': 1.0, 'S(130)': 1.0}"
643,1.728465333848198e-05,CH2CO(28) + CH3(19) <=> C2H5(32) + CO(15),"{'C2H5(32)': 1.0, 'CO(15)': 1.0}","{'CH2CO(28)': 1.0, 'CH3(19)': 1.0}"
176,-1.719986277921098e-05,CH2CO(28) + O(9) <=> CH2O(20) + CO(15),"{'CH2O(20)': 1.0, 'CO(15)': 1.0}","{'CH2CO(28)': 1.0, 'O(9)': 1.0}"
109,1.6682130792841785e-05,CH3O(27) + H(8) <=> CH2(S)(25) + H2O(5),"{'CH2(S)(25)': 1.0, 'H2O(5)': 1.0}","{'CH3O(27)': 1.0, 'H(8)': 1.0}"
923,-1.6580499839897527e-05,CF2(43) + CF3CCH(84) <=> S(1931),{'S(1931)': 1.0},"{'CF2(43)': 1.0, 'CF3CCH(84)': 1.0}"
1063,1.64580524229083e-05,2-BTP(1) + O(9) <=> CH2(T)(18) + S(1538),"{'CH2(T)(18)': 1.0, 'S(1538)': 1.0}","{'2-BTP(1)': 1.0, 'O(9)': 1.0}"
281,-1.6163292476529318e-05,C2H5(32) + CH2(T)(18) <=> C2H4(30) + CH3(19),"{'C2H4(30)': 1.0, 'CH3(19)': 1.0}","{'C2H5(32)': 1.0, 'CH2(T)(18)': 1.0}"
738,-1.5191440517926116e-05,S(427) <=> H(8) + S(1838),"{'H(8)': 1.0, 'S(1838)': 1.0}",{'S(427)': 1.0}
779,1.5161721636568076e-05,BR(90) + C2H4(30) <=> C2H3(29) + HBR(92),"{'C2H3(29)': 1.0, 'HBR(92)': 1.0}","{'BR(90)': 1.0, 'C2H4(30)': 1.0}"
474,1.4755995088645474e-05,CH3(19) + O2(4) <=> CH3O2(428),{'CH3O2(428)': 1.0},"{'CH3(19)': 1.0, 'O2(4)': 1.0}"
222,1.4729079996356589e-05,C2H4(30) + OH(2) <=> CH3CHO(36) + H(8),"{'CH3CHO(36)': 1.0, 'H(8)': 1.0}","{'C2H4(30)': 1.0, 'OH(2)': 1.0}"
1365,-1.4714072652216263e-05,OH(2) + S(7035) <=> C3H2O(285) + H2O(5),"{'C3H2O(285)': 1.0, 'H2O(5)': 1.0}","{'OH(2)': 1.0, 'S(7035)': 1.0}"
342,-1.403028121165275e-05,CH2CHO(35) + O(9) <=> CH2CO(28) + OH(2),"{'CH2CO(28)': 1.0, 'OH(2)': 1.0}","{'CH2CHO(35)': 1.0, 'O(9)': 1.0}"
144,-1.3491858088460893e-05,CH3(19) + CH3OH(26) <=> CH2OH(33) + CH4(3),"{'CH2OH(33)': 1.0, 'CH4(3)': 1.0}","{'CH3(19)': 1.0, 'CH3OH(26)': 1.0}"
1350,1.3390695129802648e-05,C3H3(6822) + O2(4) <=> C3H2O(285) + OH(2),"{'C3H2O(285)': 1.0, 'OH(2)': 1.0}","{'C3H3(6822)': 1.0, 'O2(4)': 1.0}"
1130,-1.3124723655826943e-05,C3H4(6823) <=> C#CC(5272),{'C#CC(5272)': 1.0},{'C3H4(6823)': 1.0}
478,-1.2954765132373903e-05,BrO2(145) + H(8) <=> HBR(92) + O2(4),"{'HBR(92)': 1.0, 'O2(4)': 1.0}","{'BrO2(145)': 1.0, 'H(8)': 1.0}"
1188,1.2869841532828143e-05,CF2O2(848) <=> CF2(43) + O2(4),"{'CF2(43)': 1.0, 'O2(4)': 1.0}",{'CF2O2(848)': 1.0}
695,-1.2605907679581855e-05,CF3(45) + CH2OH(33) <=> CH2O(20) + CHF3(42),"{'CH2O(20)': 1.0, 'CHF3(42)': 1.0}","{'CF3(45)': 1.0, 'CH2OH(33)': 1.0}"
267,-1.2522140252239813e-05,C2H(22) + HCO(17) <=> C2H2(23) + CO(15),"{'C2H2(23)': 1.0, 'CO(15)': 1.0}","{'C2H(22)': 1.0, 'HCO(17)': 1.0}"
253,1.2461188872444983e-05,CH2CHO(35) + O2(4) <=> CH2CO(28) + HO2(13),"{'CH2CO(28)': 1.0, 'HO2(13)': 1.0}","{'CH2CHO(35)': 1.0, 'O2(4)': 1.0}"
993,-1.2262685314728091e-05,CHO2(230) + O2(4) <=> CO2(16) + HO2(13),"{'CO2(16)': 1.0, 'HO2(13)': 1.0}","{'CHO2(230)': 1.0, 'O2(4)': 1.0}"
343,-1.2189969902684262e-05,CH2CHO(35) + CH3(19) <=> CH2CO(28) + CH4(3),"{'CH2CO(28)': 1.0, 'CH4(3)': 1.0}","{'CH2CHO(35)': 1.0, 'CH3(19)': 1.0}"
841,1.2096396477867936e-05,CF3O(48) + M <=> CF2O(49) + F(37) + M,"{'CF2O(49)': 1.0, 'F(37)': 1.0}",{'CF3O(48)': 1.0}
1243,1.2035236652044253e-05,CH2F2(41) + OH(2) <=> CHF2(82) + H2O(5),"{'CHF2(82)': 1.0, 'H2O(5)': 1.0}","{'CH2F2(41)': 1.0, 'OH(2)': 1.0}"
1349,1.1630896393266696e-05,C3H3(6822) + O2(4) <=> C3H2O(285) + OH(2),"{'C3H2O(285)': 1.0, 'OH(2)': 1.0}","{'C3H3(6822)': 1.0, 'O2(4)': 1.0}"
382,1.1556594428756005e-05,CH3(19) + CO(15) <=> CH3CO(34),{'CH3CO(34)': 1.0},"{'CH3(19)': 1.0, 'CO(15)': 1.0}"
235,1.1499672204850532e-05,C2H6(31) + O(9) <=> C2H5(32) + OH(2),"{'C2H5(32)': 1.0, 'OH(2)': 1.0}","{'C2H6(31)': 1.0, 'O(9)': 1.0}"
1254,-1.1475514992356529e-05,CH2OH(33) + CHF2(82) <=> CH2F2(41) + CH2O(20),"{'CH2F2(41)': 1.0, 'CH2O(20)': 1.0}","{'CH2OH(33)': 1.0, 'CHF2(82)': 1.0}"
143,-1.1068091691484176e-05,CH2(S)(25) + CH3OH(26) <=> CH2OH(33) + CH3(19),"{'CH2OH(33)': 1.0, 'CH3(19)': 1.0}","{'CH2(S)(25)': 1.0, 'CH3OH(26)': 1.0}"
934,1.0989354663062754e-05,S(1900) <=> CF3(45) + S(641),"{'CF3(45)': 1.0, 'S(641)': 1.0}",{'S(1900)': 1.0}
272,-1.0966619553530308e-05,C2H5(32) + HCO(17) <=> C2H6(31) + CO(15),"{'C2H6(31)': 1.0, 'CO(15)': 1.0}","{'C2H5(32)': 1.0, 'HCO(17)': 1.0}"
198,1.0797773086914477e-05,CH2CHO(35) + O2(4) <=> CH2O(20) + CO(15) + OH(2),"{'CH2O(20)': 1.0, 'CO(15)': 1.0, 'OH(2)': 1.0}","{'CH2CHO(35)': 1.0, 'O2(4)': 1.0}"
63,-1.0705261923249223e-05,CH(7) + CH2(T)(18) <=> C2H2(23) + H(8),"{'C2H2(23)': 1.0, 'H(8)': 1.0}","{'CH(7)': 1.0, 'CH2(T)(18)': 1.0}"
866,-1.0659595069308454e-05,CF3O(48) + H(8) <=> CF2O(49) + HF(38),"{'CF2O(49)': 1.0, 'HF(38)': 1.0}","{'CF3O(48)': 1.0, 'H(8)': 1.0}"
1040,1.024981570326368e-05,CF2O(49) + O(9) <=> S(3215),{'S(3215)': 1.0},"{'CF2O(49)': 1.0, 'O(9)': 1.0}"
786,9.96366646694727e-06,CH3(19) + O(9) <=> CH2(T)(18) + OH(2),"{'CH2(T)(18)': 1.0, 'OH(2)': 1.0}","{'CH3(19)': 1.0, 'O(9)': 1.0}"
145,9.931430593515115e-06,CH3(19) + CH3OH(26) <=> CH3O(27) + CH4(3),"{'CH3O(27)': 1.0, 'CH4(3)': 1.0}","{'CH3(19)': 1.0, 'CH3OH(26)': 1.0}"
497,-9.623991310631888e-06,2-BTP(1) + S(127) <=> S(186),{'S(186)': 1.0},"{'2-BTP(1)': 1.0, 'S(127)': 1.0}"
1211,9.520030014193723e-06,O2(4) + S(4420) <=> S(6375),{'S(6375)': 1.0},"{'O2(4)': 1.0, 'S(4420)': 1.0}"
1210,9.408956755237678e-06,S(2391) <=> CF2O(49) + OH(2),"{'CF2O(49)': 1.0, 'OH(2)': 1.0}",{'S(2391)': 1.0}
1007,-9.37635090900976e-06,CHO2(230) + O(9) <=> CO2(16) + OH(2),"{'CO2(16)': 1.0, 'OH(2)': 1.0}","{'CHO2(230)': 1.0, 'O(9)': 1.0}"
737,-9.224739932840256e-06,O2(4) + S(427) <=> HO2(13) + S(1838),"{'HO2(13)': 1.0, 'S(1838)': 1.0}","{'O2(4)': 1.0, 'S(427)': 1.0}"
186,-9.201105434915046e-06,C2H3(29) + OH(2) <=> CH3CO(34) + H(8),"{'CH3CO(34)': 1.0, 'H(8)': 1.0}","{'C2H3(29)': 1.0, 'OH(2)': 1.0}"
402,-9.069913983009235e-06,CH3(19) + CO(15) <=> C2H3(29) + O(9),"{'C2H3(29)': 1.0, 'O(9)': 1.0}","{'CH3(19)': 1.0, 'CO(15)': 1.0}"
500,-8.752901635405092e-06,2-BTP(1) + S(127) <=> S(724),{'S(724)': 1.0},"{'2-BTP(1)': 1.0, 'S(127)': 1.0}"
625,-8.70220206162427e-06,C2H5(32) + S(140) <=> 2-BTP(1) + C2H6(31),"{'2-BTP(1)': 1.0, 'C2H6(31)': 1.0}","{'C2H5(32)': 1.0, 'S(140)': 1.0}"
583,8.576255882224467e-06,S(1331) <=> O(9) + S(1329),"{'O(9)': 1.0, 'S(1329)': 1.0}",{'S(1331)': 1.0}
530,8.259292528972325e-06,H2O2(14) + S(130) <=> 2-BTP(1) + HO2(13),"{'2-BTP(1)': 1.0, 'HO2(13)': 1.0}","{'H2O2(14)': 1.0, 'S(130)': 1.0}"
507,-8.165517423703078e-06,O2(4) + S(127) <=> CF3CCH(84) + HO2(13),"{'CF3CCH(84)': 1.0, 'HO2(13)': 1.0}","{'O2(4)': 1.0, 'S(127)': 1.0}"
1474,-8.104870288419113e-06,S(5927) <=> HBR(92) + S(4577),"{'HBR(92)': 1.0, 'S(4577)': 1.0}",{'S(5927)': 1.0}
883,-8.040898036511347e-06,BR(90) + CF2(43) + M <=> CF2BR(96) + M,{'CF2BR(96)': 1.0},"{'BR(90)': 1.0, 'CF2(43)': 1.0}"
1115,-8.01627081013578e-06,C#CC(5272) <=> C2H(22) + CH3(19),"{'C2H(22)': 1.0, 'CH3(19)': 1.0}",{'C#CC(5272)': 1.0}
1396,-7.964360767736996e-06,CF3(45) + S(7035) <=> C3H2O(285) + CHF3(42),"{'C3H2O(285)': 1.0, 'CHF3(42)': 1.0}","{'CF3(45)': 1.0, 'S(7035)': 1.0}"
742,-7.826800609008794e-06,CH3(19) + S(427) <=> CH4(3) + S(1838),"{'CH4(3)': 1.0, 'S(1838)': 1.0}","{'CH3(19)': 1.0, 'S(427)': 1.0}"
986,-7.817758406103607e-06,S(2407) <=> CF3CCH(84) + CH2(S)(25),"{'CF3CCH(84)': 1.0, 'CH2(S)(25)': 1.0}",{'S(2407)': 1.0}
730,7.775916955282777e-06,C2H5(32) + HBR(92) <=> BR(90) + C2H6(31),"{'BR(90)': 1.0, 'C2H6(31)': 1.0}","{'C2H5(32)': 1.0, 'HBR(92)': 1.0}"
798,7.768985768994042e-06,CBr(425) + CF3(45) <=> CH2Br(969) + CHF3(42),"{'CH2Br(969)': 1.0, 'CHF3(42)': 1.0}","{'CBr(425)': 1.0, 'CF3(45)': 1.0}"
1347,7.767753155522988e-06,C3H3(6822) + HO2(13) <=> OH(2) + S(7035),"{'OH(2)': 1.0, 'S(7035)': 1.0}","{'C3H3(6822)': 1.0, 'HO2(13)': 1.0}"
840,7.729293038566474e-06,CF3(45) (+M) <=> CF2(43) + F(37) (+M),"{'CF2(43)': 1.0, 'F(37)': 1.0}",{'CF3(45)': 1.0}
1272,-7.580231842370074e-06,C3H3(6822) + CH3O(27) <=> C#CC(5272) + CH2O(20),"{'C#CC(5272)': 1.0, 'CH2O(20)': 1.0}","{'C3H3(6822)': 1.0, 'CH3O(27)': 1.0}"
1244,-7.476126211369929e-06,BR(90) + CH2F2(41) <=> CHF2(82) + HBR(92),"{'CHF2(82)': 1.0, 'HBR(92)': 1.0}","{'BR(90)': 1.0, 'CH2F2(41)': 1.0}"
401,-7.353793741983316e-06,CH3(19) + CO(15) <=> CH2(T)(18) + HCO(17),"{'CH2(T)(18)': 1.0, 'HCO(17)': 1.0}","{'CH3(19)': 1.0, 'CO(15)': 1.0}"
1473,-7.284439882723345e-06,S(5929) <=> HBR(92) + S(4577),"{'HBR(92)': 1.0, 'S(4577)': 1.0}",{'S(5929)': 1.0}
194,-7.2466420591723335e-06,CH2CHO(35) + H(8) <=> CH3CO(34) + H(8),"{'CH3CO(34)': 1.0, 'H(8)': 1.0}","{'CH2CHO(35)': 1.0, 'H(8)': 1.0}"
966,7.23763221945845e-06,F(37) + OH(2) <=> HF(38) + O(9),"{'HF(38)': 1.0, 'O(9)': 1.0}","{'F(37)': 1.0, 'OH(2)': 1.0}"
927,-7.161528203059545e-06,S(127) <=> S(641),{'S(641)': 1.0},{'S(127)': 1.0}
836,7.121272408106697e-06,CF3O(48) <=> CF3(45) + O(9),"{'CF3(45)': 1.0, 'O(9)': 1.0}",{'CF3O(48)': 1.0}
455,6.8468367651475435e-06,O2(4) + S(129) <=> O(9) + S(559),"{'O(9)': 1.0, 'S(559)': 1.0}","{'O2(4)': 1.0, 'S(129)': 1.0}"
556,-6.76536455961252e-06,CBr(425) <=> CH2(S)(25) + HBR(92),"{'CH2(S)(25)': 1.0, 'HBR(92)': 1.0}",{'CBr(425)': 1.0}
1390,6.7482802658948074e-06,S(10637) <=> C2H2(23) + CO(15),"{'C2H2(23)': 1.0, 'CO(15)': 1.0}",{'S(10637)': 1.0}
180,6.601214460853144e-06,CH(7) + CH2CO(28) <=> C2H3(29) + CO(15),"{'C2H3(29)': 1.0, 'CO(15)': 1.0}","{'CH(7)': 1.0, 'CH2CO(28)': 1.0}"
261,6.567344514180453e-06,CH2OH(33) + HO2(13) <=> CH2O(20) + H2O2(14),"{'CH2O(20)': 1.0, 'H2O2(14)': 1.0}","{'CH2OH(33)': 1.0, 'HO2(13)': 1.0}"
1148,6.407378450848929e-06,CH2CHO(35) + HBR(92) <=> BR(90) + CH3CHO(36),"{'BR(90)': 1.0, 'CH3CHO(36)': 1.0}","{'CH2CHO(35)': 1.0, 'HBR(92)': 1.0}"
564,6.34134141069121e-06,CF3(45) + O2(4) <=> CF3O2(820),{'CF3O2(820)': 1.0},"{'CF3(45)': 1.0, 'O2(4)': 1.0}"
1283,-6.240532783539815e-06,C#CC(5272) + CH2Br(969) <=> C3H3(6822) + CBr(425),"{'C3H3(6822)': 1.0, 'CBr(425)': 1.0}","{'C#CC(5272)': 1.0, 'CH2Br(969)': 1.0}"
241,-5.91953843633113e-06,C2H6(31) + O2(4) <=> C2H5(32) + HO2(13),"{'C2H5(32)': 1.0, 'HO2(13)': 1.0}","{'C2H6(31)': 1.0, 'O2(4)': 1.0}"
1398,-5.765235545235098e-06,S(5927) <=> S(5929),{'S(5929)': 1.0},{'S(5927)': 1.0}
641,5.733574669314844e-06,C2H5(32) + O2(4) <=> CH3CHO(36) + OH(2),"{'CH3CHO(36)': 1.0, 'OH(2)': 1.0}","{'C2H5(32)': 1.0, 'O2(4)': 1.0}"
807,-5.667392145639076e-06,CF3(45) + OH(2) <=> CHF3(42) + O(9),"{'CHF3(42)': 1.0, 'O(9)': 1.0}","{'CF3(45)': 1.0, 'OH(2)': 1.0}"
809,5.4572269244564515e-06,CBr(425) + CH2(T)(18) <=> CH2Br(969) + CH3(19),"{'CH2Br(969)': 1.0, 'CH3(19)': 1.0}","{'CBr(425)': 1.0, 'CH2(T)(18)': 1.0}"
299,-5.450440308946768e-06,C2H3(29) + CH2OH(33) <=> C2H4(30) + CH2O(20),"{'C2H4(30)': 1.0, 'CH2O(20)': 1.0}","{'C2H3(29)': 1.0, 'CH2OH(33)': 1.0}"
371,-5.385057728384441e-06,CH3O(27) <=> CH2OH(33),{'CH2OH(33)': 1.0},{'CH3O(27)': 1.0}
584,5.291725894310323e-06,2-BTP(1) + O(9) <=> BR(90) + S(1329),"{'BR(90)': 1.0, 'S(1329)': 1.0}","{'2-BTP(1)': 1.0, 'O(9)': 1.0}"
64,-5.21168365391836e-06,2 CH2(T)(18) <=> C2H2(23) + 2 H(8),"{'C2H2(23)': 1.0, 'H(8)': 2.0}",{'CH2(T)(18)': 2.0}
519,-5.151310989154511e-06,BR(90) + C2H2(23) <=> S(129),{'S(129)': 1.0},"{'BR(90)': 1.0, 'C2H2(23)': 1.0}"
810,-5.132730833538281e-06,CH2Br(969) + CH2O(20) <=> CBr(425) + HCO(17),"{'CBr(425)': 1.0, 'HCO(17)': 1.0}","{'CH2Br(969)': 1.0, 'CH2O(20)': 1.0}"
346,-5.132040693904825e-06,2 C2H5(32) <=> C2H4(30) + C2H6(31),"{'C2H4(30)': 1.0, 'C2H6(31)': 1.0}",{'C2H5(32)': 2.0}
1430,-5.0297340434139605e-06,O(9) + S(7035) <=> C3H2O(285) + OH(2),"{'C3H2O(285)': 1.0, 'OH(2)': 1.0}","{'O(9)': 1.0, 'S(7035)': 1.0}"
804,4.9665958217441515e-06,CBr(425) + O(9) <=> CH2Br(969) + OH(2),"{'CH2Br(969)': 1.0, 'OH(2)': 1.0}","{'CBr(425)': 1.0, 'O(9)': 1.0}"
1213,4.949705219469769e-06,S(6375) <=> S(5883),{'S(5883)': 1.0},{'S(6375)': 1.0}
790,-4.880002080227146e-06,CH2Br(969) + S(127) <=> CBr(425) + CF3CCH(84),"{'CBr(425)': 1.0, 'CF3CCH(84)': 1.0}","{'CH2Br(969)': 1.0, 'S(127)': 1.0}"
132,-4.844253934977194e-06,CH3OH(26) + O(9) <=> CH2OH(33) + OH(2),"{'CH2OH(33)': 1.0, 'OH(2)': 1.0}","{'CH3OH(26)': 1.0, 'O(9)': 1.0}"
696,-4.806724160932164e-06,CF3(45) + CH3O(27) <=> CH2O(20) + CHF3(42),"{'CH2O(20)': 1.0, 'CHF3(42)': 1.0}","{'CF3(45)': 1.0, 'CH3O(27)': 1.0}"
1134,-4.635653179900302e-06,C3H4(6823) <=> C2H(22) + CH3(19),"{'C2H(22)': 1.0, 'CH3(19)': 1.0}",{'C3H4(6823)': 1.0}
344,-4.580302410873795e-06,HCCO(21) + HO2(13) <=> CH2CO(28) + O2(4),"{'CH2CO(28)': 1.0, 'O2(4)': 1.0}","{'HCCO(21)': 1.0, 'HO2(13)': 1.0}"
237,-4.51542894099154e-06,C2H6(31) + CH(7) <=> C2H4(30) + CH3(19),"{'C2H4(30)': 1.0, 'CH3(19)': 1.0}","{'C2H6(31)': 1.0, 'CH(7)': 1.0}"
510,4.513614682028381e-06,CF3(45) + CH2CO(28) <=> S(1329),{'S(1329)': 1.0},"{'CF3(45)': 1.0, 'CH2CO(28)': 1.0}"
263,4.450205730620354e-06,C2H3(29) + HO2(13) <=> C2H2(23) + H2O2(14),"{'C2H2(23)': 1.0, 'H2O2(14)': 1.0}","{'C2H3(29)': 1.0, 'HO2(13)': 1.0}"
207,4.3747077112776205e-06,CH3CHO(36) + H(8) <=> CH2CHO(35) + H2(10),"{'CH2CHO(35)': 1.0, 'H2(10)': 1.0}","{'CH3CHO(36)': 1.0, 'H(8)': 1.0}"
1195,4.082518042572881e-06,CF2O2(848) <=> CF2O(49) + O(9),"{'CF2O(49)': 1.0, 'O(9)': 1.0}",{'CF2O2(848)': 1.0}
173,4.035950449926633e-06,CH2CO(28) + O(9) <=> HCCO(21) + OH(2),"{'HCCO(21)': 1.0, 'OH(2)': 1.0}","{'CH2CO(28)': 1.0, 'O(9)': 1.0}"
364,-3.812690746130262e-06,CH2(S)(25) <=> CH(7) + H(8),"{'CH(7)': 1.0, 'H(8)': 1.0}",{'CH2(S)(25)': 1.0}
623,-3.728539621728284e-06,HCCO(21) + S(140) <=> 2-BTP(1) + CH2CO(28),"{'2-BTP(1)': 1.0, 'CH2CO(28)': 1.0}","{'HCCO(21)': 1.0, 'S(140)': 1.0}"
