grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405),Y_S(11554),Y_S(11595),Y_S(14123),Y_S(14127),Y_S(14138),Y_S(14483)
0.0,0.15977961691396309,298.0,1.211747198153171,0.6666568594892814,1.3497266544967808e-19,0.08005722468839895,2.3797222419919633e-15,0.05076857466399733,0.2025173411578931,3.4165680574034184e-17,0.0,1.5880251771696567e-14,0.0,1.69508229731862e-15,6.455201190730937e-14,3.2247690033557626e-14,2.481316831675583e-69,0.0,1.693456313663336e-15,0.0,9.653712371132013e-17,0.0,1.1561836772002893e-22,0.0,0.0,1.6144023516187666e-17,0.0,0.0,5.672617131544426e-17,2.256662932157108e-14,0.0,0.0,0.0,3.9880716572689055e-14,2.6132562749980484e-15,9.939985915531417e-17,1.6949629739477743e-14,0.0,0.0,0.0,3.4208820251634444e-24,0.0,0.0,0.0,3.136895910891786e-17,1.223211347886326e-16,0.0,4.997416881259461e-15,2.307658699022883e-17,1.0289638286177351e-16,0.0,2.4325766810617717e-15,4.837915067846935e-35,0.0,0.0,1.0061646625951059e-17,6.528527761008775e-15,3.055313948613675e-17,0.0,0.0,0.0,2.279344690637707e-22,0.0,4.084559173009146e-32,3.0115703522633342e-33,0.0,9.090250779291175e-23,3.575604041880859e-17,2.0256947010837154e-23,4.699064851032295e-15,0.0,1.3839866875864582e-15,2.1433813808412986e-20,0.0,3.9633260123073526e-14,0.0,3.988741736382532e-29,0.0,0.0,8.309882663742137e-28,0.0,0.0,0.0,0.0,0.0,3.0534710086512394e-33,2.480527845895349e-20,0.0,0.0,0.0,0.0,0.0,3.772413365307677e-21,0.0,6.476656115662942e-14,2.2430561593446436e-17,1.017686388281921e-19,1.25563584659505e-39,1.314229569141975e-19,0.0,4.113727997878199e-15,0.0,4.893225637132435e-16,0.0,1.1921656575474596e-17,4.231639423066159e-15,1.5042360341863952e-19,0.0,0.0,5.1597049288320525e-15,4.8301358890117803e-20,1.5790493549854562e-15,0.0,0.0,0.0,1.7850876021078947e-15,0.0,1.489732063073429e-15,6.7773604948599275e-15,0.0,0.0,6.841892246209889e-16,1.5119517498473727e-17,5.606232374772566e-21,1.9425062506990077e-34,5.542970903669231e-15,0.0,9.395822719642891e-15,7.657615597697518e-16,0.0,3.593258839613188e-15,0.0,0.0,0.0,1.8262769558327847e-18,1.888302536367278e-16,0.0,5.722719748177518e-14,7.479627512829569e-16,1.3020622377784323e-16,3.688486557385321e-19,0.0,0.0,0.0,0.0,4.9964798456253486e-33,0.0,0.0,8.174529805000917e-27,1.4935668897163897e-19,1.8748491569887595e-18,1.3139368595958668e-19,0.0,0.0,4.8692026433017575e-43,1.4397842636712315e-62,4.927982332979958e-37
0.016,0.15977961691686962,298.00000000099203,1.2117471981312085,0.6666568594882296,1.3497265918958654e-19,0.08005722468799921,2.4731447177194555e-18,0.05076857466388404,0.20251734115761624,4.321648448257353e-15,0.0,7.037975602933434e-22,0.0,1.004121703733297e-21,2.6730567112942635e-18,1.1451918073481983e-12,5.468377573372732e-68,0.0,2.1702788106779335e-13,0.0,1.2379503712622236e-14,0.0,1.9580680809211874e-20,0.0,0.0,2.751740121149238e-15,0.0,1.473024519682269e-45,6.133084329741248e-17,2.625937571647521e-21,0.0,0.0,0.0,4.0049483167196275e-14,5.241223346723626e-22,1.6451981273551985e-14,1.6955352335040733e-14,0.0,0.0,0.0,6.7962152727499555e-22,0.0,0.0,0.0,3.1368960345966784e-17,1.2232090616793341e-16,0.0,4.99736214096005e-15,3.6968291931394594e-23,1.4623035581019168e-16,0.0,2.432576676816133e-15,1.1977194373734943e-32,0.0,0.0,2.4974150917788785e-15,6.528465882984883e-15,3.054127199600673e-17,0.0,0.0,0.0,8.03944222375565e-20,0.0,2.2777289978944136e-29,1.6993740035870835e-30,0.0,3.964183040951977e-20,1.5384989467349436e-14,6.79033419076197e-21,5.963208928265678e-18,0.0,5.73411751030123e-13,8.032691888194625e-18,0.0,3.9633283082051555e-14,0.0,1.7484424451743478e-26,0.0,0.0,2.620577600031752e-25,0.0,0.0,0.0,0.0,0.0,8.897513534585043e-31,8.360656660517292e-18,0.0,0.0,0.0,0.0,0.0,4.327740766726884e-18,0.0,6.476223710456478e-14,5.37801189400341e-24,3.324656823057016e-17,3.6578891634665477e-37,1.3128707666404066e-19,0.0,9.47145061618444e-21,0.0,1.2161529587655307e-22,0.0,5.550837438519132e-23,4.231639422861841e-15,7.017197096803136e-17,0.0,0.0,5.1596018435091556e-15,2.5433004534790376e-17,1.5778747514674744e-15,0.0,0.0,0.0,1.784379193854062e-15,0.0,1.4897320642950935e-15,6.7773604958991185e-15,0.0,0.0,6.841892247343918e-16,5.5299172656445635e-15,5.600681077441601e-21,6.918160739739419e-32,5.542970904655217e-15,0.0,9.395822720268204e-15,7.657615606936143e-16,0.0,3.593258832805709e-15,0.0,0.0,0.0,6.566670509986468e-16,1.8883025051490372e-16,0.0,5.722705226950625e-14,1.1590457682936305e-21,1.3020622389342792e-16,1.5100013775084324e-16,0.0,0.0,0.0,0.0,1.151532518943449e-30,0.0,0.0,4.285405661970239e-24,7.736080333178008e-17,7.470773192942765e-16,5.585340253502571e-17,0.0,0.0,2.1411619906885874e-40,5.510636533811195e-60,2.133892326212124e-34
0.032,0.1597796170018016,298.0000000009767,1.2117471974870944,0.6666568594519058,1.3497264496251187e-19,0.08005722469400008,4.780452039280054e-18,0.050768574660718796,0.2025173411514553,1.2625894524210018e-14,0.0,3.1327199502480183e-29,0.0,3.8803584354939192e-28,1.4615387734417923e-22,4.064024975808964e-11,0.0,0.0,2.590633722991311e-13,0.0,1.2383296216881707e-14,0.0,9.575792959179273e-27,0.0,1.6108945906143716e-19,2.75174107169664e-15,1.5984974934140804e-31,0.0,6.133669020501525e-17,3.0620378616608425e-28,4.273171708660428e-36,0.0,4.7095940884857784e-26,4.005192522624394e-14,1.0533873996118425e-28,1.645194278243951e-14,1.6954330319598217e-14,0.0,1.1837170601880094e-27,0.0,3.1171206391019565e-27,0.0,3.271074247134562e-27,0.0,3.136926122028681e-17,1.2232093347038925e-16,0.0,4.99732562496298e-15,1.4197432721278705e-27,1.734194495480937e-16,0.0,2.432576693185361e-15,1.0560494464597509e-32,0.0,2.940229787412258e-15,3.3748783067758518e-15,6.528185394883784e-15,3.053631094128926e-17,0.0,8.271199792630106e-31,0.0,1.5870825306579858e-19,0.0,2.2777289970315846e-29,1.699374004143461e-30,0.0,5.3569932972574046e-20,2.0790952934434168e-14,9.17610842291835e-21,5.963188388170689e-18,3.999569541435788e-28,6.613894721347648e-13,8.032699580859176e-18,0.0,3.963330603439997e-14,0.0,9.560022270143817e-31,0.0,0.0,2.622662222911397e-25,0.0,0.0,0.0,4.906367587183278e-25,6.477138777924338e-15,7.557352929926417e-31,7.55819746083122e-19,2.4623069889865807e-47,0.0,0.0,0.0,0.0,8.651510863047551e-18,0.0,6.475791333998611e-14,1.5039058961569563e-30,9.994134785417668e-18,3.657862438519008e-37,1.311686612724283e-19,0.0,2.229269502355834e-26,0.0,3.210400138438852e-29,0.0,5.519187418368676e-23,4.231639423122072e-15,4.454884868153048e-17,0.0,0.0,5.159601855289594e-15,2.5433010633185613e-17,1.5778747671917578e-15,0.0,0.0,0.0,1.78379157871434e-15,2.253963820051026e-39,1.4897320657411625e-15,6.777360495074886e-15,0.0,0.0,6.841892248938232e-16,5.529929946570021e-15,5.6006810799899866e-21,6.91816075621096e-32,5.542970907146467e-15,0.0,9.395822719429844e-15,7.657615608797102e-16,0.0,3.593258825937842e-15,0.0,0.0,0.0,6.566672138495264e-16,1.8883025054141595e-16,0.0,5.722690800626949e-14,4.285176056798146e-25,1.302062240494878e-16,3.513451562638371e-17,0.0,0.0,0.0,0.0,3.876878002169579e-35,0.0,0.0,1.584614866744093e-27,7.682199709080933e-17,8.631883813291924e-16,5.587404488315907e-17,0.0,0.0,2.2103774946137054e-40,5.512683121160027e-60,2.203097766506347e-34
0.04,0.15977961814280883,298.000000001006,1.2117471888338527,0.6666568589641194,1.3497261673812724e-19,0.08005722477578407,5.0187695666408285e-18,0.05076857461829896,0.2025173410692777,1.7795325433457847e-14,0.0,2.837142384724534e-36,0.0,1.3372315176266928e-29,0.0,5.711603060950863e-10,0.0,0.0,2.7166175773562565e-13,0.0,1.2565399918104618e-14,0.0,0.0,1.0373845133389242e-35,1.691186525847743e-19,2.7517416650981735e-15,1.4248523794984306e-31,0.0,6.168667619486578e-17,7.200858698441947e-35,4.62272231516561e-36,0.0,3.767866319180498e-26,4.005203344425523e-14,2.9514353474845372e-33,1.6452055907487705e-14,1.6953961034608284e-14,0.0,1.05526439800194e-27,0.0,2.628366967005251e-32,0.0,3.443330126692414e-27,0.0,3.1389468985505746e-17,1.2232290218343436e-16,0.0,4.9973156363902905e-15,0.0,1.8238813483721378e-16,0.0,2.4325778476533772e-15,9.740190988181987e-33,0.0,4.52596014458455e-15,3.8346214940131576e-15,6.528047191221512e-15,3.053536772856213e-17,0.0,9.69925710041447e-31,0.0,1.6662213515452028e-19,0.0,2.277728985430918e-29,1.699373995488841e-30,0.0,6.086750304960226e-20,2.3623217342087026e-14,1.0426124788135102e-20,5.963188385773195e-18,3.9999282855879763e-28,7.074841052178773e-13,8.032703918162035e-18,2.0634662875069595e-40,3.963331754653274e-14,0.0,0.0,0.0,6.5202323670545184e-34,2.6226622373927465e-25,0.0,0.0,0.0,5.153019554120055e-25,1.7038412862367256e-14,7.084879653124795e-31,1.254518608346295e-19,3.79030111181034e-47,0.0,0.0,0.0,0.0,1.081332373784205e-17,0.0,6.475575160155062e-14,2.111983704069427e-31,4.6213142213769176e-18,3.6578550998263088e-37,1.3111335632381481e-19,0.0,4.768579625231453e-28,0.0,1.8373658821016916e-30,0.0,5.519190399133026e-23,4.231639427130463e-15,2.963554828557358e-17,0.0,0.0,5.159601882109244e-15,2.5433010662185847e-17,1.577874777133362e-15,0.0,0.0,0.0,1.7835246650322958e-15,4.571348517924218e-39,1.4897320688680742e-15,6.777360500456913e-15,0.0,0.0,6.8418922745734e-16,5.529929947272411e-15,5.6006810870998286e-21,6.918160766707048e-32,5.542970916176756e-15,0.0,9.395822727802043e-15,7.657615618602876e-16,0.0,3.593258814469557e-15,0.0,0.0,0.0,6.566672144866822e-16,1.888302507697899e-16,0.0,5.722683615579643e-14,3.830226943288672e-25,1.3020622445985815e-16,1.9072585264892242e-17,0.0,0.0,0.0,0.0,9.19536466323219e-39,0.0,0.0,1.4161686519011878e-27,7.655206362034332e-17,8.793754292127069e-16,5.588327027159545e-17,0.0,0.0,2.2128757807343936e-40,5.513593300839525e-60,2.205594621931215e-34
0.044,0.15977962609148538,298.00000000138095,1.2117471285521682,0.6666568555661265,1.3497258815366563e-19,0.08005722534582389,5.100210704808151e-18,0.05076857432279081,0.2025173404969231,3.96283101370811e-14,2.9983002122431655e-41,5.226374036367792e-43,0.0,1.0156186668646235e-28,0.0,4.2669137185153205e-09,0.0,0.0,2.7607952358485513e-13,0.0,1.7009346510931513e-14,0.0,0.0,1.258728232222932e-35,1.7185956683925866e-19,2.751756922257603e-15,1.3393913377637078e-31,0.0,7.224947454805055e-17,3.4148810072662066e-41,4.0947599257599376e-36,0.0,3.335369311267366e-26,4.005201339301123e-14,2.7396725220856344e-33,1.645560341663405e-14,1.6953856934506448e-14,9.847972250635627e-31,9.920164981625987e-28,0.0,0.0,0.0,3.50819297624483e-27,5.312056990392927e-16,3.2074990244240665e-17,1.2239563830640063e-16,0.0,4.997441240804414e-15,0.0,1.8582396264770341e-16,0.0,2.4326250755751494e-15,9.340883934848686e-33,0.0,5.331655720279429e-15,4.068163438656551e-15,6.5279868250449915e-15,3.0535436333333825e-17,0.0,9.886139675102836e-31,0.0,1.693261065897129e-19,0.0,2.2777289046974445e-29,1.699373935257363e-30,0.0,6.457454552170798e-20,2.5061961123854658e-14,1.1061111906946499e-20,5.963188369205622e-18,3.9999281245550235e-28,7.309030275553513e-13,8.032706181338353e-18,2.4710406196738253e-40,3.9633323635608625e-14,0.0,0.0,0.0,6.614148022602414e-34,2.6226622623524428e-25,0.0,0.0,0.0,5.237434267233583e-25,2.2404444055977042e-14,6.884585471497711e-31,3.576903076616565e-20,4.465043490603934e-47,0.0,5.0458565531896015e-34,0.0,0.0,1.1894212110588219e-17,0.0,6.475467125291765e-14,2.1123651013211066e-31,2.9240422590258366e-18,3.657946841504249e-37,1.3108659554676297e-19,0.0,4.938747308882464e-28,0.0,1.837350847046779e-30,0.0,5.519191954505807e-23,4.231639459382514e-15,2.2872277821627018e-17,0.0,0.0,5.1596019304519235e-15,2.543301087831362e-17,1.5778747929980993e-15,0.0,0.0,0.0,1.7833975544166873e-15,4.049170334173387e-39,1.4897320809694133e-15,6.777360560899363e-15,0.0,0.0,6.841893259006596e-16,5.529929987125539e-15,5.600681129152686e-21,6.918160841833753e-32,5.5429709545182806e-15,0.0,9.395822811498412e-15,7.657615717121417e-16,0.0,3.5932588074721344e-15,0.0,0.0,0.0,6.566672191014851e-16,1.8883025202413966e-16,0.0,5.722680051003402e-14,3.7320583085681643e-25,1.302062257208921e-16,1.5585694578426026e-17,0.0,0.0,0.0,0.0,4.630803249474589e-38,0.0,0.0,1.3798698732742763e-27,7.641718250137767e-17,8.829252145727552e-16,5.588776539939032e-17,0.0,0.0,2.213179649603392e-40,5.514036792436945e-60,2.2058978921351257e-34
0.048,0.15977970257558746,298.00000001291374,1.2117465485074004,0.6666568228721016,1.3497245082928594e-19,0.08005723083077382,5.152939576234608e-18,0.05076857147874954,0.20251733498969246,6.74189320397438e-13,3.9449242989243664e-41,9.917625162046284e-50,0.0,9.576250985928913e-28,0.0,3.982639690101203e-08,0.0,0.0,2.789441666423637e-13,0.0,1.6308708839320075e-13,0.0,2.5749292508005627e-30,1.1608172535941798e-35,1.7363336964366743e-19,2.752419024103347e-15,1.2589463972508816e-31,0.0,5.008257665723331e-16,1.6440228018258292e-47,3.628198893868485e-36,0.0,2.9530674393408577e-26,4.0052378533105256e-14,2.58348526807074e-33,1.6605188597329718e-14,1.6955950747913816e-14,8.995367820425332e-31,9.324761641379777e-28,0.0,0.0,0.0,3.556708400660859e-27,4.860233914180904e-14,6.331263468373503e-17,1.2600611386469242e-16,0.0,5.002837417076799e-15,0.0,1.8839506954721796e-16,0.0,2.435223141381658e-15,8.955512167050797e-33,0.0,6.14563230976288e-15,4.304092848543944e-15,6.5284483565662795e-15,3.0548202683938076e-17,0.0,1.0276696911542488e-30,2.4530375667899054e-42,1.710767392575329e-19,2.5023289283030787e-50,2.2777281308483271e-29,1.6993733579740748e-30,0.0,6.831945917312307e-20,2.6515404102700833e-14,1.1702585047533035e-20,5.963188215827762e-18,3.999926381395288e-28,7.545617323006956e-13,8.032709037817783e-18,2.471063806705593e-40,3.963333252106476e-14,0.0,0.0,0.0,6.597404604889399e-34,2.6226624542387327e-25,0.0,0.0,0.0,5.292311050173948e-25,2.7827083354278724e-14,1.2964348142141613e-30,1.0179512162879225e-20,5.146721176122495e-47,0.0,2.0293522141274152e-32,0.0,0.0,1.2975082936935047e-17,0.0,6.475359525401676e-14,2.1109421453770755e-31,1.848743087494722e-18,3.66189476234345e-37,1.310605854757695e-19,0.0,5.0996869637205075e-28,0.0,1.8373519098697374e-30,0.0,5.51919392017574e-23,4.23164014735518e-15,1.722024481610487e-17,0.0,1.5214627190512803e-28,5.159602301428775e-15,2.543301293005282e-17,1.5778749103543451e-15,0.0,0.0,0.0,1.7832766778588732e-15,3.587715259913866e-39,1.4897321872005218e-15,6.777361071324492e-15,0.0,0.0,6.841959363490078e-16,5.529930373731619e-15,5.600681608052746e-21,6.918162403885864e-32,5.542971289488692e-15,4.295378400068036e-46,9.395823562424355e-15,7.657617621360694e-16,0.0,3.593258984690071e-15,0.0,0.0,0.0,6.566672648405559e-16,1.8883026671280273e-16,0.0,5.722676726388144e-14,3.6860492356071084e-25,1.3020623420063463e-16,1.4068263940151792e-17,0.0,0.0,0.0,0.0,4.066201892415519e-37,0.0,0.0,1.3628481857188355e-27,7.628247615065898e-17,8.8450590885388e-16,5.58922082307745e-17,0.0,0.0,2.2133706726818334e-40,5.514475146184058e-60,2.2060883340129075e-34
0.049,0.15977982475279737,298.0000000710557,1.2117456219336,0.6666567706570706,1.349723438116977e-19,0.080057239590982,5.171843939710759e-18,0.050768566932925176,0.20251732619246204,3.9177432546249216e-12,6.112135116064099e-41,0.0,0.0,2.3316322540219102e-27,0.0,9.661999715172282e-08,0.0,0.0,2.7996970247923265e-13,0.0,9.270550232916227e-13,9.698948184020276e-15,3.96673765382815e-30,1.1407468902098998e-35,1.7426964211843262e-19,2.756983924276413e-15,1.2394448389684457e-31,6.887068517103124e-46,3.258053415428189e-15,3.8470373921723363e-50,3.5236444024931564e-36,0.0,2.8672361855710943e-26,4.005570006827639e-14,2.567395476972664e-33,1.7604765939996355e-14,1.697196183695809e-14,8.792489160067638e-31,9.180436091351313e-28,0.0,0.0,0.0,3.5678051632817875e-27,2.958520986395035e-13,2.8865224167661056e-16,1.5434797004847588e-16,0.0,5.03792429141761e-15,0.0,1.8898501475638301e-16,0.0,2.4578022402662514e-15,8.882893760355452e-33,0.0,6.35020207287865e-15,4.363352447264049e-15,6.533722781951536e-15,3.068563521932488e-17,0.0,1.0776822132589638e-30,0.0,1.7170420314818152e-19,5.919931211343046e-50,2.277726909608021e-29,1.699372447190389e-30,0.0,6.926004957503391e-20,2.688045749730208e-14,1.1863698970949647e-20,5.963188001076462e-18,3.9999236185332347e-28,7.605026367336631e-13,8.032710548235247e-18,2.471070125964887e-40,3.963333926358654e-14,0.0,0.0,0.0,6.593973032657029e-34,2.622662723577442e-25,0.0,0.0,0.0,5.311922337908756e-25,2.920166884391824e-14,5.770590697685804e-30,6.2742402758372624e-21,5.318041403168758e-47,0.0,2.566557124122311e-32,0.0,0.0,1.324530062185878e-17,0.0,6.475333302410902e-14,2.112803856832069e-31,1.6148440117721173e-18,3.687574066216632e-37,1.3105417897900978e-19,0.0,5.139302040506001e-28,0.0,1.8373536518535032e-30,0.0,5.519194971285708e-23,4.2316459282639735e-15,1.5882994337744927e-17,0.0,1.9439684448876745e-28,5.15960280106397e-15,2.543301624026532e-17,1.5778750952656075e-15,0.0,0.0,0.0,1.7832501968873678e-15,3.4842992647306243e-39,1.489732471751339e-15,6.777361951161968e-15,0.0,0.0,6.842683006297642e-16,5.5299310189426275e-15,5.600683434642814e-21,6.91817049014481e-32,5.542971822364713e-15,5.67338236030078e-46,9.3958248183659e-15,7.657638148260525e-16,0.0,3.593259204373373e-15,0.0,0.0,0.0,6.566673491174076e-16,1.8883028802770786e-16,0.0,5.72267643054062e-14,3.6770489390719696e-25,1.3020624847350697e-16,1.3783279141085079e-17,0.0,0.0,0.0,0.0,9.720414541048276e-37,0.0,0.0,1.3595171747804467e-27,7.624881990932071e-17,8.84806765380753e-16,5.589332213354339e-17,0.0,0.0,2.2134161467290103e-40,5.514585156589109e-60,2.206133656131974e-34
0.05,0.15978021044585558,298.0000005755038,1.211742696904014,0.6666566059099625,1.3497221909369143e-19,0.08005726723273371,5.253673847038282e-18,0.05076855256291629,0.2025172984215951,3.2475626594839184e-11,0.0,0.0,0.0,6.761354984798407e-27,0.0,2.758284466316039e-07,0.0,0.0,2.843902718406976e-13,0.0,7.778171201179982e-12,1.422523738227407e-13,5.4272103082817935e-30,1.1381860710392179e-35,1.7702615909074534e-19,2.8100765284699853e-15,1.2226001055205054e-31,9.858472718457028e-45,3.329403745023307e-14,2.0360446431289962e-49,3.470766315195306e-36,0.0,2.821879307819232e-26,4.010017084577574e-14,2.7929165141362998e-33,2.889175317942921e-14,1.716719651607547e-14,8.656134018267301e-31,9.055863435528644e-28,0.0,0.0,0.0,3.5780193036906316e-27,2.4789378883680452e-12,3.024718158779892e-15,5.273231888152653e-16,0.0,5.423665046242105e-15,0.0,1.895328818389842e-16,0.0,2.7853241370600686e-15,9.112168006040125e-33,0.0,6.560479449667976e-15,4.4240149061146965e-15,6.621462631538539e-15,3.3175012137298576e-17,0.0,1.2429626030913018e-30,0.0,1.7441998335518156e-19,1.6655533150020812e-49,2.2777231748964684e-29,1.6993696639329526e-30,0.0,7.022280681702207e-20,2.7254111229440405e-14,1.2028605978963329e-20,5.963187567586001e-18,3.9999150643952025e-28,7.665722562809239e-13,8.032714369792812e-18,2.471078332432367e-40,3.963335739911403e-14,0.0,0.0,0.0,6.593537443185023e-34,2.6226635710816336e-25,0.0,0.0,0.0,5.396312287960905e-25,3.0747154970210854e-14,5.535614944842241e-29,3.8673804418474136e-21,5.494141595032743e-47,0.0,3.1171953009488494e-32,0.0,0.0,1.3515520037957648e-17,0.0,6.475308775152634e-14,2.1128929322756516e-31,1.4113601712871457e-18,3.969911961468734e-37,1.310486333102747e-19,0.0,5.1785898471335e-28,0.0,1.837359984964757e-30,0.0,5.519197709856172e-23,4.2317604460244714e-15,1.4622897747658758e-17,0.0,2.359704911930173e-28,5.159604207720005e-15,2.5433026675594432e-17,1.5778757657017567e-15,0.0,0.0,0.0,1.7832939554865212e-15,3.4319675614182195e-39,1.489735655790489e-15,6.777364687559216e-15,0.0,0.0,6.855843720398915e-16,5.529933752286883e-15,5.600715031808639e-21,6.918254075539548e-32,5.542973524157448e-15,7.007918256362804e-46,9.395828752304793e-15,7.658049040618138e-16,0.0,3.593260249216334e-15,0.0,0.0,0.0,6.566678754996709e-16,1.8883035702700303e-16,0.0,5.722680172560645e-14,3.669900412062915e-25,1.3020628977924763e-16,1.3567995327319173e-17,0.0,0.0,0.0,0.0,2.7461282481984503e-36,0.0,0.0,1.3568690518413282e-27,7.621519613109165e-17,8.85038143068342e-16,5.589444971053009e-17,0.0,0.0,2.2134614681835577e-40,5.514697390524675e-60,2.20617877114282e-34
0.051000000000000004,0.15978142896514605,298.00000495234826,1.2117334559566122,0.6666560861625589,1.3497202982139491e-19,0.08005735445136464,5.915586255906698e-18,0.05076850701023062,0.20251721068613848,2.839485727797658e-10,7.431766675408662e-42,0.0,0.0,2.3221168100315382e-26,0.0,8.413110788205258e-07,0.0,0.0,3.200867311442129e-13,0.0,6.921787172076005e-11,1.6790649582554709e-12,7.87609788756957e-30,1.331143570663574e-35,1.9932818558910028e-19,3.4275706108724885e-15,1.2160791242327831e-31,1.2339732062027273e-43,3.6049353164379273e-13,4.0028516215549264e-48,3.868470214323188e-36,3.0689229352549213e-16,3.1453233780848627e-26,4.0693594685061613e-14,6.0960347427782144e-33,1.563421784379797e-13,1.9544189381371303e-14,9.111495400449705e-31,9.009453768484707e-28,0.0,2.4142603357757267e-33,0.0,3.589209204641384e-27,2.175451097869449e-11,3.624604992157152e-14,5.435647141798769e-15,3.69093650339083e-15,9.664327294556814e-15,0.0,1.901471699086179e-16,0.0,7.536239178112659e-15,1.400733685851949e-32,0.0,6.816016014859809e-15,4.496030226990021e-15,8.07696635801398e-15,7.828895031843579e-17,3.246446446000876e-20,1.9262384636573187e-30,0.0,1.9638845630298795e-19,5.663464314190779e-49,2.2777124213164418e-29,1.699361668170539e-30,0.0,7.1365441420998e-20,2.7697551402286602e-14,1.2224312456729029e-20,5.9631883179723886e-18,3.999889500243168e-28,7.736750640175054e-13,8.032731173588384e-18,2.471095604203305e-40,3.9633411581922844e-14,0.0,0.0,0.0,6.626545319608741e-34,2.6226668862863764e-25,0.0,0.0,0.0,6.07785208863466e-25,3.421021159113742e-14,6.04648693047421e-28,2.4598490921675517e-21,5.708145166560419e-47,0.0,3.6875743084078205e-32,0.0,0.0,1.3785748660370596e-17,0.0,6.475289590017798e-14,2.1129949559688544e-31,1.2536276037108877e-18,7.073858558678112e-37,1.310600542775958e-19,0.0,5.220490177470571e-28,0.0,1.8373979354273265e-30,0.0,5.519210226772028e-23,4.234156198521127e-15,1.3457443760937161e-17,0.0,2.763584238329063e-28,5.1596084753820845e-15,2.5433059619870882e-17,1.5778801190704602e-15,0.0,0.0,0.0,1.7848875649688816e-15,3.825059144185372e-39,1.4897944908021478e-15,6.777373394868198e-15,0.0,0.0,7.095333955888917e-16,5.529959051539876e-15,5.601454798310047e-21,6.91915667478055e-32,5.542980076373919e-15,8.219563019311453e-46,9.395841120381853e-15,7.666533540589722e-16,0.0,3.593265972161133e-15,0.0,0.0,0.0,6.566756230035379e-16,1.8883058038762813e-16,0.0,5.72273367291976e-14,3.6641570273939386e-25,1.302064170295178e-16,1.3405383025487719e-17,0.0,0.0,0.0,0.0,8.503493000371614e-36,0.0,0.0,1.3547346175786188e-27,7.61816488816042e-17,8.852175258930109e-16,5.589568232294581e-17,0.0,0.0,2.2135122335551834e-40,5.514827672587273e-60,2.2062288520702692e-34
