grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.02708480325828628,298.0,1.2912461290387998,0.6172420579136408,1.9006332484517021e-16,0.1482462956560405,0.0,0.04700544141305848,0.187506107339315,2.1551878096094362e-10,0.0,0.0,0.0,4.659130303512338e-15,4.2414901822583946e-14,9.736268462515453e-08,4.429412017301002e-82,6.31272201297951e-18,1.8472706902837675e-15,7.69097653513695e-14,5.674820266769208e-11,2.499504352310038e-12,1.4437600568870668e-22,0.0,0.0,0.0,0.0,7.914081601368627e-43,7.066414521899814e-13,4.704499300447671e-14,0.0,1.6134582514218283e-13,0.0,0.0,0.0,1.1984333693900714e-13,1.2090955680837315e-14,1.2729228661006945e-15,0.0,0.0,0.0,0.0,3.356876003083488e-14,3.870434034847206e-11,4.7899862516579066e-14,2.03374126962619e-14,0.0,4.312405512644013e-14,2.255720399941875e-17,8.372072970616635e-19,1.9996086295269754e-15,6.122378948984569e-14,0.0,0.0,0.0,1.3392116331696249e-14,3.6273302570097655e-17,2.2100814735999485e-15,0.0,0.0,0.0,1.5169013730267872e-45,8.386532284729455e-31,6.184361647934694e-32,0.0,0.0,0.0,0.0,1.716453655321395e-19,9.084374591759019e-30,4.056541622671172e-15,0.0,1.0818098498390622e-41,1.7129862629396555e-19,0.0,9.77244366923804e-30,1.4492862620517822e-30,0.0,4.685799034727265e-28,6.329192784265922e-17,0.0,8.205429291017358e-16,3.291558541091459e-17,0.0,0.0,6.5803645101333044e-21,0.0,4.0816773205346514e-32,0.0,1.330811504918348e-34,0.0,0.0,8.409653635633287e-27,0.0,2.174219923147872e-18,3.294341126818286e-20,1.0992564417922368e-17,0.0,2.6038358325253142e-20,0.0,3.5402694691940273e-16,0.0,0.0,1.3258733186995934e-19,1.041945884839741e-16,0.0,5.415865311535908e-16,2.6800612105930605e-20,6.000969406724327e-15,0.0,0.0,1.536880297789309e-66,4.652830841130774e-18,0.0,0.0,9.833731511010413e-14,0.0,0.0,5.272371016478347e-14,0.0,3.695353044626835e-21,6.208151553444511e-35,3.048645914497939e-16,4.540764869225533e-49,1.3595999554545848e-13,5.208644407126989e-29,4.462772943865945e-16,9.716876860905149e-20,2.2993053126895185e-24,4.919429275840422e-20,0.0,6.0428854945092336e-18,6.469360043109282e-14,2.107916109488641e-14,1.8964713483653658e-23,2.452093446831956e-30,6.6902882653944695e-15,9.890779361613181e-23,4.78691745710569e-33
0.016,0.02708503067667519,298.00005806547364,1.2912352871422206,0.6172414245294594,1.9006323606312207e-16,0.1482464786347668,0.0,0.04700539368447189,0.1875060207068682,4.901947496511052e-09,0.0,0.0,0.0,0.0,5.903753596698103e-20,6.752473763730677e-07,2.1270606975109385e-81,6.311671912515782e-18,4.264000707376321e-14,6.89020193782495e-14,1.3102835228317917e-09,7.624939715027913e-11,4.394066865284055e-21,0.0,0.0,0.0,0.0,1.989259786758312e-41,1.9758207031635478e-11,9.711316866309615e-22,0.0,1.6146403090938062e-13,0.0,0.0,0.0,3.5470589105857593e-12,3.285317498563827e-14,5.320310354789876e-22,0.0,0.0,0.0,0.0,3.322983111280604e-22,8.803144732247263e-10,1.0678260454478965e-12,3.6430275053732353e-13,4.008159132869511e-13,4.311925595593801e-14,3.0804861370282407e-24,3.9983240979138865e-17,9.198676792619422e-14,1.082606508416255e-12,0.0,0.0,0.0,5.9780986809184e-13,1.0228109941849987e-16,3.1134846785486855e-15,0.0,0.0,0.0,1.7876215113333271e-43,8.322758774230897e-29,6.209466945365836e-30,0.0,0.0,0.0,0.0,5.521216163845171e-18,7.307749773294367e-28,2.9882851519409e-13,0.0,7.043230089622191e-40,6.661544997022219e-19,0.0,7.619899267678062e-28,5.1756008620071e-29,0.0,2.6285471690662596e-26,2.399160224993055e-15,0.0,2.5910144754710668e-14,0.0,0.0,0.0,3.9373305796654475e-19,0.0,2.0479963612072516e-30,0.0,0.0,0.0,0.0,0.0,0.0,8.997645413406152e-26,1.908995998167362e-18,3.2999675155899692e-24,0.0,1.790900963787122e-20,0.0,2.398736669044655e-15,0.0,0.0,1.1000132407838574e-17,1.0480958027235716e-16,0.0,5.384896040919384e-16,2.4929574101423724e-18,5.94135966505651e-15,0.0,0.0,1.0139634345126663e-64,2.8307214128204106e-16,0.0,0.0,9.833777905305119e-14,0.0,0.0,6.839487630288618e-14,0.0,5.167843346066288e-21,3.8944881058572715e-33,3.0497136154713413e-16,2.7686431186357495e-47,1.362313531765997e-13,2.3869788932076983e-27,4.648339725394906e-16,8.664368133121008e-18,2.0728794672475335e-22,4.372316627815612e-18,0.0,6.057871920967342e-18,6.481357811845393e-14,2.1087252542879643e-14,1.2222269279698465e-21,1.6176632856928425e-28,2.733745906477406e-13,6.2393284372129674e-21,1.954931729280996e-31
0.032,0.027086692317442648,298.0013883690107,1.291156075948642,0.6172370488918528,1.9006263864369174e-16,0.14824775056614148,1.0690619959569265e-18,0.04700499620357572,0.18750535623261003,1.114679374784943e-07,0.0,0.0,4.9526832336218205e-20,2.5289454212196838e-26,0.0,4.683201984686426e-06,4.042932883163364e-81,6.304290840893591e-18,3.10374991717999e-14,2.4321270356013015e-13,3.025434069460514e-08,2.329430510980586e-09,0.0,0.0,3.6018848393629635e-20,0.0,0.0,3.769619825880335e-41,5.618052594778546e-10,2.0282716390018744e-29,0.0,1.6514736656002068e-13,5.375189913277344e-28,0.0,0.0,1.0639634028235028e-10,6.992953300536442e-13,2.2681817283032633e-28,0.0,7.07719291682602e-30,0.0,4.9947779804335393e-20,8.480552657276083e-28,2.002209020559602e-08,3.3684500827068174e-11,1.2375634631373478e-11,2.0647090824265717e-11,4.294808753156677e-14,0.0,4.4480218324548894e-17,8.665629149278537e-12,4.0627002385329236e-11,0.0,2.1277431263187353e-12,0.0,2.66863178093562e-11,3.3444124729225303e-15,5.008199545383541e-14,1.9044148685745193e-30,1.7852650526382872e-39,7.002608505622819e-20,1.3886553254923365e-49,8.32422784349579e-29,6.210593313533648e-30,0.0,0.0,0.0,0.0,5.522134848378e-18,7.308654055068997e-28,4.222099485133024e-13,0.0,4.574534967222482e-40,1.1635717176153988e-18,1.655370840631995e-29,0.0,8.530973778380215e-29,0.0,2.7375647258711445e-26,2.409334970663916e-14,0.0,1.2704405621933873e-12,2.203080383285057e-25,1.6554965061755848e-12,0.0,6.483550956550837e-21,0.0,1.4900892287884609e-30,0.0,9.637435750305045e-39,0.0,0.0,0.0,0.0,2.47676604456435e-32,6.915171265339507e-20,3.177845228632568e-26,0.0,1.2313516043714133e-20,0.0,2.4148076273844014e-15,0.0,0.0,1.2699266174067202e-18,1.44261947036557e-16,0.0,5.384930191190528e-16,2.495955836165412e-18,6.731034480667422e-15,8.468309141018549e-19,1.2686924813825167e-14,1.6944184370958396e-68,1.7443096846514767e-14,0.0,1.4071485643214496e-14,9.836570230970665e-14,3.773010286120492e-32,1.8360553235423976e-29,8.408800715567311e-13,1.2067510033244905e-16,1.2771660022643945e-19,3.962851984977305e-33,3.1041705937319293e-16,3.432369723137493e-47,1.5158152714180844e-13,1.6415299532669422e-27,1.5397500040898271e-15,8.616459472605707e-18,7.871620057734634e-23,4.432650007304714e-18,0.0,7.100076141379341e-18,7.145389914648141e-14,2.1412724754218024e-14,1.5426875847128886e-21,1.2311887435308604e-28,1.1173501126136082e-11,1.0283103934028617e-20,2.7614524925018683e-36
0.04,0.02709194753882334,298.01297905533556,1.2909056210453167,0.6172252190348653,1.900611067196473e-16,0.14825124922146518,1.1630617128568433e-18,0.04700340060900066,0.18750298010958108,1.033509541540333e-06,0.0,0.0,6.497720530294928e-17,9.343162672078354e-26,0.0,1.5608810403424462e-05,4.996530785606667e-81,6.2838675585834784e-18,3.374602532369112e-14,2.4728225782613735e-12,2.845018520681484e-07,2.8388180095453655e-08,0.0,0.0,3.9192522765938476e-20,0.0,2.221309689661035e-33,4.687041883885819e-40,6.41304210748138e-09,8.866572629966077e-37,9.537179252474889e-38,2.0866058348784364e-13,6.588809689136622e-28,1.4652657329451476e-13,6.8621385360682e-30,1.2608325656397126e-09,8.788822590234034e-12,4.6696349655505364e-29,8.783618477676793e-29,6.787827281653283e-29,8.89421970969884e-30,1.1882147527348882e-18,9.824193396295286e-28,1.8568944590448776e-07,4.289218275322014e-10,1.711704191301507e-10,3.0203991840569625e-10,4.1711428275345406e-14,0.0,5.17882944061414e-17,1.5778119992453088e-10,6.197176949119351e-10,0.0,4.0558861511266205e-11,1.3869491320477373e-13,4.666799588627418e-10,6.350264905133907e-14,9.716943384785237e-13,6.760296376387064e-30,0.0,7.621392912310528e-20,5.7535194579250904e-49,8.339023986295331e-29,6.221897164559812e-30,0.0,4.342201801496795e-18,1.6844044095667672e-12,3.7195303517047546e-19,5.530245925687202e-18,7.318482763752539e-28,5.068700703897242e-13,0.0,4.504924393495389e-40,1.5118925466136445e-18,1.675589554092206e-29,0.0,9.833832713461828e-29,3.976219242439588e-35,2.7406881257885275e-26,3.358919734766416e-13,0.0,2.4576367514426267e-11,2.4020866171495874e-25,2.692435058974859e-11,3.507200948837475e-22,2.2266312084144254e-21,0.0,3.169611865835254e-29,0.0,9.430939553415743e-39,0.0,0.0,0.0,0.0,2.196315068871165e-32,4.917316775039866e-21,3.28145822913128e-26,3.0118855019920415e-27,1.0033704028132965e-20,0.0,2.7688931953138027e-15,0.0,7.370907667407279e-13,2.1416078389017146e-19,1.1123387277732057e-15,1.6878967014340383e-24,5.385030544020912e-16,2.60071023275456e-18,2.732812882732566e-14,2.4626602442049497e-18,6.937016188318601e-13,8.95171488045715e-67,4.0717634883737973e-13,1.8607364226309684e-40,4.781606034238023e-13,9.920050608923851e-14,6.8119253584703215e-31,3.296824199947242e-28,1.5217183413225574e-11,1.0626137596128172e-14,3.26671655928397e-18,5.2804992481718954e-33,4.154894495102374e-16,3.6004707977135355e-47,4.792697186579761e-13,1.339529817142018e-27,2.502470378200814e-14,8.886235034823334e-18,4.4343513458045413e-23,4.572405904937101e-18,0.0,3.409354977128867e-17,2.1016778715703214e-13,2.640388317606153e-14,1.5627062431183153e-21,1.0557645942489259e-28,1.796097701863262e-10,1.1841199368324107e-20,7.755462554219026e-36
0.044,0.027103587130490565,298.0663335666184,1.2903512437025986,0.6172063787177101,1.900590012812195e-16,0.1482570542691037,2.925221170424548e-18,0.04699882066575067,0.18749660041637783,5.2525482318696685e-06,0.0,0.0,7.625875185449518e-16,5.206850037534613e-25,0.0,3.323176141699975e-05,5.521085473579026e-81,6.250489340260445e-18,8.501371292965533e-14,1.6957773234769477e-11,1.4646583734061127e-06,1.855783348993351e-07,0.0,0.0,9.86244401002719e-20,0.0,1.5849305735854472e-31,7.293330403781331e-39,3.9454472783451844e-08,5.610621131991304e-43,5.952419765860881e-37,4.765505732930993e-13,3.988885563716067e-27,1.4711507728424267e-12,1.100737427488821e-28,8.027883707192231e-09,5.990370994787804e-11,2.213190489125473e-27,2.2045155614804826e-27,1.788109648603548e-27,1.4280985611513924e-28,9.177814444721828e-18,2.248143741150781e-27,9.439532264878978e-07,2.9221841716336558e-09,1.2604323731764316e-09,2.3276581778641253e-09,3.7502228004325824e-14,2.836614672513793e-29,1.1827235493214444e-16,1.4916493737552263e-09,5.004184324232279e-09,1.3567425224749205e-24,3.8198605994883305e-10,2.1059727076125857e-12,4.286612227710566e-09,6.366406035878105e-13,1.0242968060928415e-11,3.641212953311145e-29,0.0,1.9882510368396033e-19,8.419723199662225e-48,8.410186437862245e-29,6.2762214003727115e-30,0.0,6.584869284961315e-17,2.549061536182774e-11,5.645127915327378e-18,5.5678640171775364e-18,7.366983523946132e-28,7.951805733700537e-13,0.0,3.521202875232073e-40,3.677852244271547e-18,1.7017709591486622e-29,0.0,1.044067960176126e-28,0.0,2.7550273241996397e-26,2.6542578976340086e-12,0.0,2.4859986428285764e-10,6.055653585439119e-25,1.9415880310875723e-10,3.269887482500999e-20,3.413170901583359e-19,0.0,7.635876203461242e-28,3.950231552160247e-28,2.464537811488671e-37,0.0,3.950079045224569e-16,0.0,0.0,3.8232614913322876e-32,7.620236687504504e-22,5.019080925698042e-26,3.759231481659481e-25,9.008875000882955e-21,6.714261495926756e-29,6.75966540667755e-15,0.0,9.14016540566437e-12,6.105570171071264e-20,1.3233045037979484e-14,3.2855966086939e-22,5.385248870099187e-16,4.469689957794576e-18,3.0107641484108846e-13,6.7692019086994105e-18,8.800967961000078e-12,1.1731935529191805e-65,4.956693582574531e-12,1.1610319795682036e-39,5.632598212239561e-12,1.1224257739395536e-13,5.76332444261294e-30,2.731124380107082e-27,1.525710655313343e-10,1.4191928295039085e-13,4.424829406058104e-17,1.8412748912451362e-32,1.45560802247174e-15,1.2894072729173793e-46,4.058630827222954e-12,1.2101644892958592e-27,2.8741876480847615e-13,1.3496383358092559e-17,3.755685283107294e-23,6.943685069088966e-18,2.3378209807238964e-14,3.903845844125045e-16,1.6936038391031804e-12,6.511347811886872e-14,1.5463838280599462e-21,9.752462500501372e-29,1.5229858077994205e-09,1.251129998283928e-20,1.0907573347103403e-34
0.048,0.027151881978206883,298.41094631145523,1.2880561056080213,0.6171601206646314,1.9005567083011176e-16,0.1482725913231028,1.696571197734332e-17,0.0469763003012546,0.18746458524298368,3.237572948958973e-05,0.0,0.0,1.0980086063917232e-14,7.837813615036021e-24,0.0,7.698013791452806e-05,6.273481166287006e-81,6.166640467172625e-18,4.940202402613753e-13,1.4709743734353555e-10,9.156546316498103e-06,1.5011950088205388e-06,0.0,0.0,5.733025424166787e-19,0.0,9.893690489913071e-30,3.3241346755718995e-37,2.990427426214815e-07,4.007026943338169e-42,1.6879861724842442e-35,2.762953411400075e-12,1.3317526310176074e-25,1.4185088662801685e-11,5.065009997096534e-27,6.312856757665065e-08,5.072204470888621e-10,2.8269299119902394e-25,1.585639147026245e-25,1.9907272392467994e-25,6.591098884300899e-27,8.654794792611305e-17,1.8858392822363858e-26,5.820217845455438e-06,2.4706491355774177e-08,1.1577495333575105e-08,2.2428168076626076e-08,2.0158463911167994e-14,1.805493787621244e-27,9.648078929887963e-16,1.7831305016751622e-08,5.0689457935901e-08,7.242632949377981e-23,4.5369415896907595e-09,3.6776391737713254e-11,4.97396250973319e-08,8.101800563491153e-12,1.3757932534205624e-10,5.483786417060374e-28,0.0,2.6283467839258923e-18,1.669816575510124e-45,8.890205498268321e-29,6.642831104292484e-30,5.146829297403598e-23,1.141431554024708e-15,4.3597305712539804e-10,9.838064617692209e-17,5.817020843014654e-18,7.695194659411077e-28,4.7949616282323295e-12,0.0,0.0,5.977104464699332e-17,3.2368502455195036e-29,0.0,1.1270698965669697e-28,0.0,2.849487925642399e-26,2.6390819580122718e-11,5.996957827384382e-15,3.191911816041831e-09,3.5630501578527715e-24,1.7249364936471716e-09,4.276640226625829e-18,3.955654968146225e-17,0.0,5.31520745967907e-26,1.307329100677281e-25,7.965417564355695e-35,0.0,7.581389917265368e-15,0.0,0.0,4.5607790211803005e-31,9.410099564706987e-21,4.662927149648759e-25,6.17802892969825e-23,8.069683770544307e-21,1.4505269490528963e-27,6.801367893973062e-14,0.0,1.364642847181942e-10,1.8093075199807545e-19,2.1943295596876255e-13,8.966533150406397e-20,5.386423265935113e-16,4.9536512064442406e-17,5.23901674830768e-12,6.675431115341378e-17,1.400745297945986e-10,6.104873400138754e-64,7.739689812768845e-11,3.4595153407150114e-38,8.361368002832597e-11,3.88686503239307e-13,3.6808858231833205e-29,1.7364206504259766e-26,1.9465458786897036e-09,2.3715063272732932e-12,7.706517167839269e-16,2.0515850453301662e-31,1.5519053139318213e-14,1.7405246242546073e-45,5.7335499161140165e-11,1.1271954168377806e-27,4.280330480822718e-12,1.1984155216192736e-16,1.8650895988964954e-22,6.159167914260323e-17,4.738760917527334e-13,6.773832223168607e-15,2.3321733456519725e-11,4.820341254658548e-13,1.5145393026799372e-21,9.131963297135412e-29,1.6244086338210267e-08,1.3089030758065143e-20,1.2005065368095135e-32
0.049,0.02719467574635127,298.7903073497094,1.2860292097293047,0.6171375225017462,1.900556352241729e-16,0.14828131040708553,3.506990567530225e-17,0.046955195792390804,0.18743226578783062,6.212813322753146e-05,0.0,0.0,3.528868808006173e-14,2.2547308342126972e-23,0.0,9.804165649510034e-05,6.566181936168777e-81,6.125888485208406e-18,1.0196745540927732e-12,3.417616364160394e-10,1.770300764065756e-05,3.3430058132721515e-06,0.0,0.0,1.1884593429899252e-18,0.0,5.08063845600163e-29,1.5341422528932873e-36,6.416734691673412e-07,9.559298000127206e-42,6.189845501429994e-35,6.022445197840555e-12,5.780177738421095e-25,3.441925639634512e-11,2.3148818031761994e-26,1.3831232507888996e-07,1.1600684629822114e-09,2.345833862981374e-24,1.0463577146934764e-24,1.6580550010423836e-24,3.022449484991299e-26,2.107222155384774e-16,5.523712788670257e-26,1.1171281766547144e-05,5.645228420459185e-08,2.779428029387004e-08,5.543893637344897e-08,1.3036859130156317e-14,9.325210576017273e-27,2.7249972276655066e-15,5.0596542814914635e-08,1.2925886073201967e-07,3.617790275231689e-22,1.2816570802243925e-08,1.3563285574308444e-10,1.3839634304290406e-07,2.3974138479279446e-11,4.224124633059013e-10,1.6073936393066393e-27,0.0,1.7842266949506855e-17,3.246368880392986e-44,9.451505022274034e-29,7.07205607795181e-30,1.7521078549406254e-22,4.176943541083799e-15,1.5720625635107893e-09,3.621687886825852e-16,6.103592148700829e-18,8.076655720995294e-28,1.5734983711862198e-11,4.981226021447736e-16,1.5262974665388286e-38,3.0448658385624795e-16,2.131814488698616e-28,0.0,1.1800345848250766e-28,0.0,2.95747858374154e-26,6.653900486273847e-11,3.376918731432876e-14,9.502006056203579e-09,7.501633151389543e-24,4.05502976297862e-09,3.341617545968798e-17,4.523885318354638e-16,1.3118378248431172e-40,3.1851751538900936e-25,1.7864047465747895e-24,1.1103141078664249e-33,0.0,2.846605206362183e-14,0.0,0.0,2.20757659512436e-30,1.5579228289231402e-19,2.095929913769601e-24,5.559861342538869e-22,7.834832902490501e-21,5.548327029870715e-27,2.2046081569816302e-13,3.531743287820705e-21,4.494270612023498e-10,1.791330902228271e-18,7.861090250276054e-13,1.1203529066419044e-18,5.388150154600043e-16,2.2332094599463776e-16,1.9599903002203856e-11,2.515751944837283e-16,4.840492845470477e-10,1.2948118968053626e-62,2.643143354956911e-10,1.598407070266353e-37,2.7501193339777313e-10,1.329090879771264e-12,6.729461062574265e-29,3.0087511564094207e-26,5.7709212618210865e-09,8.488136177440523e-12,2.8477492872339155e-15,6.481050462185433e-31,4.650916829958246e-14,6.538682241666399e-45,1.8606605465972528e-10,1.142206224479679e-27,1.4135629033522878e-11,5.126844105307766e-16,9.510841620253833e-22,2.631330668099609e-16,1.6907690048608315e-12,2.5217294417087847e-14,7.455340490929958e-11,1.3963231629176905e-12,1.5104788848674852e-21,9.129719515273451e-29,4.279752256336235e-08,1.323863135969629e-20,9.797332593422417e-32
0.05,0.027287563061799008,299.6839562361681,1.2816515449116577,0.6171047187432139,1.900577111197654e-16,0.14829554172984172,8.042217463227875e-17,0.04690969970077076,0.18735728672948043,0.00013201301056412602,7.266090673526156e-43,2.49999979353473e-52,1.421290737407893e-13,7.853044619546206e-23,8.253899215763737e-26,0.00012684567625178807,6.898371757629218e-81,6.06986958906356e-18,2.3263055507585055e-12,9.230174192743333e-10,3.7979901102982105e-05,8.5612363211147e-06,2.8763140785701116e-24,2.313508912540011e-33,2.7476532570369564e-18,1.0359028228989918e-14,3.4045256808194424e-28,9.43996739370479e-36,1.568637320026776e-06,2.9968316663128115e-41,2.4888639807457706e-34,1.5388875425461002e-11,3.1160822254244065e-24,9.792080808886915e-11,1.3601470023839108e-25,3.4705213455142675e-07,3.071649581153812e-09,3.0783685785560207e-23,1.0831115111312477e-23,2.2090021394542718e-23,1.7902283902662454e-25,6.03094457607223e-16,2.1307430099408046e-25,2.3746159400486167e-05,1.4929244601910693e-07,7.818448923701052e-08,1.6172333948989787e-07,5.258029791370928e-15,6.359711407231102e-26,9.610177355046914e-15,1.7506380537037132e-07,3.919514002490329e-07,2.3421468240947647e-21,4.4103324741572057e-08,6.54503090817633e-10,4.6743692900441086e-07,8.73314512450983e-11,1.6096586308027905e-09,5.888418054849238e-27,0.0,2.5169686015158544e-16,1.5786558947059287e-42,1.0913364804446562e-28,8.192591839374609e-30,7.893897547335237e-22,1.9795730495200258e-14,7.1974170326488366e-09,1.7406962886650116e-15,6.832446943019345e-18,9.055964985269008e-28,7.496953298846319e-11,3.3787652279299796e-15,5.346585864189121e-37,2.1580604142969365e-15,4.63064028479425e-27,1.1098685954659528e-33,1.2984186114054259e-28,3.995748327994291e-33,3.2288142329899337e-26,1.989400847374062e-10,2.0249997944355486e-13,3.4867990204082896e-08,1.8094169749649246e-23,1.1110067562720239e-08,3.8271276788601977e-16,5.0828341265485796e-15,5.657949818133527e-40,2.5916393841530473e-24,4.047608716170427e-23,2.636709286428795e-32,3.1199670893258337e-17,1.3782081582880723e-13,0.0,0.0,1.626348185762999e-29,1.730091527029273e-18,1.406754438133539e-23,7.770818210363571e-21,7.591334772751372e-21,2.960199096160132e-26,9.171744044625432e-13,2.481696245102919e-20,1.864339589114662e-09,1.5051358299055868e-17,3.6104200121160285e-12,2.269788240562818e-17,5.39413840617994e-16,1.396673399779157e-15,9.484316967948695e-11,1.4152182637483801e-15,2.1282762128092872e-09,6.599435973092404e-61,1.1462026775355735e-09,1.931069358105821e-36,1.1392508896238107e-09,6.996956957955871e-12,9.355882968102201e-29,4.187027054892839e-26,2.10707593730081e-08,3.892676862465849e-11,1.35687665123196e-14,2.7453340033867943e-30,1.740407425325316e-13,3.452734768376408e-44,7.594881280627885e-10,1.2236020482596704e-27,5.885297293380531e-11,3.06507895177803e-15,6.429152569303324e-21,1.568252669426736e-15,7.664643503884755e-12,1.212916926498705e-13,2.9888325685141434e-10,4.9807639963108805e-12,1.5253655977761348e-21,9.430945178315746e-29,1.3513183244223645e-07,1.3432697208701581e-20,1.1571621297754032e-30
0.0505,0.02737700168443477,300.5830930692616,1.2774644847780534,0.6170812426981878,1.9006043963149975e-16,0.14830669018054066,1.2878379780428594e-16,0.046866875293403734,0.187281607772845,0.0002021693617086245,0.0,5.525047134482198e-51,3.311413526424525e-13,1.644274993493022e-22,8.872677080782544e-25,0.00014520577679625417,7.047342708827486e-81,6.034026791440122e-18,3.7026753881976415e-12,1.6451477480413316e-09,5.852553879829975e-05,1.4746719531668597e-05,3.504320744306285e-23,2.491033790062183e-32,4.450401992339699e-18,4.8614673819145596e-14,1.0257416617723815e-27,2.7747559809579124e-35,2.623123696044531e-06,6.42843433504299e-41,5.281391553949266e-34,2.6630399963415796e-11,8.16261255338741e-24,1.8042106016526123e-10,3.780700624605721e-25,5.900293640614561e-07,5.4052474039314246e-09,1.5074167878334728e-22,4.66132165155232e-23,1.084120821660285e-22,5.019118066726578e-25,1.1161071412385602e-15,4.992913137445221e-25,3.637752373428728e-05,2.625015138865258e-07,1.430741134920603e-07,3.030568082388737e-07,2.3588945640186708e-15,1.9450633988574005e-25,2.054410989311762e-14,3.675158815420039e-07,7.53435239829868e-07,6.92008505468212e-21,9.224560869492912e-08,1.7430247727876336e-09,9.654575245910577e-07,1.8986307748225606e-10,3.609325038424638e-09,1.3015551771495617e-26,1.6156119086357008e-36,1.3176331038591885e-15,1.7133475878553185e-41,1.260285980690455e-28,9.491912753296885e-30,2.13753344635296e-21,5.1783035152872564e-14,1.8187678692584186e-08,4.617881798159091e-15,7.648428734535066e-18,1.0165081645641826e-27,2.0366858845452943e-10,9.208210073373262e-15,4.307198665818966e-36,7.640546295646384e-15,3.3408982324807263e-26,1.2187351964707857e-32,1.4272554253665454e-28,4.2198292347019485e-32,3.527486951309602e-26,3.788524247861635e-10,6.073051559250417e-13,7.618582796466978e-08,3.0965710358221796e-23,1.998437818822518e-08,1.6549420419645562e-15,2.3610503950229886e-14,1.4831586820181545e-39,9.02923966403879e-24,2.7741306729728603e-22,1.8940567981323864e-31,2.4739289782063965e-16,3.656643842308525e-13,0.0,0.0,6.171316340483477e-29,8.480756506586875e-18,4.940567463022669e-23,3.8868841202332846e-20,7.459900767721012e-21,8.808576835348494e-26,2.19534979454241e-12,7.006629552582868e-20,4.434048938720973e-09,5.541059083647835e-17,9.228578343348353e-12,1.4304863424665273e-16,5.403033061677854e-16,4.506083065439212e-15,2.517051546345517e-10,4.344061719896463e-15,5.273783732103292e-09,6.847342587180138e-60,2.8129501835971862e-09,1.3193458481813783e-35,2.7070656551113038e-09,2.048175857520267e-11,8.796890098847691e-29,4.0668021807418747e-26,4.588175473510643e-08,9.938758539324107e-11,3.5607013568833255e-14,6.898550137663993e-30,3.86320191429812e-13,1.020558021675038e-43,1.786645870869731e-09,1.3296549633677063e-27,1.403425568803629e-10,9.589686864539351e-15,2.1857803189887122e-20,4.88873485898997e-15,1.9380955225823248e-11,3.2049199668360757e-13,6.943817584615145e-10,1.1673191333201962e-11,1.5678709683871977e-21,9.914415260859097e-29,2.6680366587326983e-07,1.361859033922047e-20,5.4033638322445975e-30
