grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.36851221059170974,298.0,1.1300609018085837,0.7246720963306232,2.383932267059331e-47,4.882143768033488e-22,1.2547304904597576e-22,0.055186665982298606,0.22014123768651783,2.802601366025649e-17,0.0,0.0,3.310109767491462e-23,4.568487784824692e-22,0.0,5.603246118933182e-13,0.0,1.4931524004700749e-27,5.976064190138563e-20,2.5821960634780223e-21,5.496807376091657e-18,1.3935759658145825e-19,9.508801966049817e-30,0.0,0.0,8.958241322205002e-21,9.004432486791057e-37,0.0,2.0109049412204957e-21,4.134999762472256e-22,0.0,3.2932192320671323e-21,4.791332062333753e-33,2.950549016986066e-22,1.997971303569645e-22,5.18450488791685e-21,4.382836156614541e-21,0.0,1.6937293736187435e-37,3.17051783295303e-36,1.0644361932718121e-30,9.102863683966423e-24,0.0,0.0,0.0,1.2635651177635972e-23,4.516042220888927e-22,0.0,0.0,2.76515299106381e-22,2.255965720582745e-24,1.2119392582088981e-29,5.063465039477769e-22,4.810405104804305e-22,0.0,1.8514286803647137e-23,0.0,1.0347702633124566e-27,0.0,0.0,8.129907794263623e-38,2.692904133699032e-62,2.991085516962018e-58,9.288797499096096e-53,5.317927090101206e-28,8.799522227521341e-43,3.4611190983436156e-37,0.0,3.019891853428227e-20,5.1035969345596004e-51,0.0,2.8847358207695476e-22,2.97347657093974e-52,0.0,0.0,5.813033985500669e-44,0.0,0.0,0.0,1.0162231824407066e-23,1.2209270258729965e-30,0.0,1.0982930581704308e-29,1.754650460451903e-21,0.0,3.4898847134791557e-35,1.025686814431041e-56,0.0,0.0,0.0,0.0,0.0,0.0,6.919495415672455e-27,0.0,0.0,1.0897138851531844e-34,9.092867057282911e-23,0.0,0.0,0.0,4.810601538551034e-30,0.0,0.0,1.6902981555636914e-28,0.0,1.4024081987719938e-22,0.0,0.0,2.3247712140778823e-32,5.177894017639851e-24,1.947539865146691e-68,2.414927396321737e-22,0.0,5.0170420082710164e-23,0.0,1.4001115320622215e-44,4.329035962141286e-42,4.677266161614384e-35,3.024371074244361e-25,1.2611934674938906e-34,2.0036463210110199e-41,6.394257309081852e-22,1.0245864068090817e-56,1.1091145149255139e-23,0.0,7.519209860110963e-32,1.7139816580372416e-37,0.0,5.838009119105735e-38,0.0,3.271937120391378e-23,0.0,8.378065363574496e-23,0.0,0.0,4.4761254686941935e-23,0.0,7.37002657118964e-40
0.008,0.36851221069425166,298.00000000007174,1.1300609014941339,0.7246720963150658,5.078745403545156e-46,4.882142119335087e-22,0.0,0.05518666598022331,0.22014123768221164,3.9534317630635655e-15,0.0,0.0,3.3101097498913206e-23,0.0,0.0,2.249429873861234e-11,0.0,1.4931523909271945e-27,8.608688428893497e-18,5.300835460063588e-19,7.95201006971724e-16,2.6626346855956903e-17,1.8123778298561604e-27,0.0,0.0,1.717244753886912e-18,1.0778847774715643e-34,0.0,3.644548941682084e-19,2.198383695024527e-28,0.0,6.220994910340316e-19,6.281472871943975e-31,5.079088832788204e-21,1.830599506860929e-28,9.648419216107747e-19,7.866793653628925e-19,0.0,3.154360978555963e-35,7.015495185153248e-34,2.3768136339198685e-28,2.3950760082523893e-21,0.0,0.0,0.0,1.2635659072891454e-23,4.5160422113254115e-22,0.0,0.0,2.7639577089393105e-22,6.531734515740165e-22,1.2119392571926045e-29,3.874038234856595e-24,4.810399679807458e-22,0.0,1.850984902818972e-23,0.0,1.034770263461806e-27,0.0,0.0,3.1596883266835853e-35,7.834084371498165e-60,1.7871040444860776e-55,5.208654600048127e-50,1.9756728839065512e-33,4.240497081949865e-40,1.6455551722824433e-34,0.0,6.482129571982573e-18,2.5642582507613607e-48,0.0,2.884717487286768e-22,1.2078866896727359e-49,0.0,0.0,2.4235671018461476e-41,0.0,0.0,0.0,2.4084892125214772e-21,6.300441770667334e-28,0.0,2.9045136555368854e-35,3.68705891143868e-19,0.0,1.1619371867795293e-32,4.02827662686677e-54,0.0,0.0,0.0,0.0,0.0,0.0,6.919395382227594e-27,0.0,0.0,8.510389148004422e-40,9.480024165129237e-28,0.0,0.0,0.0,1.9820601962902944e-27,0.0,0.0,1.6902981561837295e-28,0.0,1.383290871300671e-22,0.0,0.0,1.286142384706579e-29,5.177894011104195e-24,8.023682509159576e-66,2.414935707722908e-22,0.0,5.017042006725983e-23,0.0,4.88199938242428e-42,1.768820086751108e-39,4.90432251187502e-35,1.2229978773267932e-22,1.26119292452377e-34,7.978720484139641e-39,6.39425410321627e-22,6.281082382942155e-60,1.1091145169350071e-23,0.0,7.519209861499271e-32,9.56782323915351e-35,5.1160634972398625e-39,3.2017406957413013e-35,0.0,3.2719371211713035e-23,0.0,8.380890081065441e-23,0.0,0.0,4.570044814047155e-23,0.0,1.8052220396873177e-37
0.016,0.3685122148192231,298.000000009769,1.1300608888447055,0.7246720956906108,5.154318815356024e-46,4.882140707895428e-22,9.336355782339111e-24,0.05518666589653141,0.22014123750914136,5.576829618482339e-13,0.0,0.0,3.310109754718296e-23,0.0,1.1792423662214261e-20,9.030363386219482e-10,0.0,1.4931522896819372e-27,1.2552233666669573e-15,1.1002809847963848e-16,1.1503940336575885e-13,5.100327182728946e-15,2.922077691224206e-32,0.0,6.28525005570403e-25,3.293821243793275e-16,8.445939110218203e-35,0.0,6.532553125144361e-17,1.1710022291626499e-34,0.0,1.213868797857983e-16,1.442994779810847e-30,1.0649152919870977e-18,1.6814252516630599e-34,1.828951431526263e-16,1.588644737789568e-16,0.0,3.973505657703417e-35,6.014023550231817e-34,2.5927264707113565e-31,5.369940439665216e-19,5.180014453205524e-33,0.0,0.0,1.2635659112363382e-23,4.516042214254803e-22,0.0,0.0,2.762802681583278e-22,6.582061428622624e-22,1.211939256364601e-29,2.9683162403217655e-26,4.810394259158231e-22,0.0,1.8506198049262566e-23,0.0,1.0347702647458308e-27,1.0271187259843675e-39,0.0,3.170390055624114e-35,0.0,1.7871029338757665e-55,9.186561260820319e-56,8.257943270674e-37,4.2457741851628155e-40,1.647834296471982e-34,0.0,6.482129704462161e-18,2.561891617915808e-48,0.0,2.884718678402187e-22,1.1881119644321608e-49,0.0,0.0,2.1093294167509813e-41,0.0,0.0,7.048911261173042e-33,8.461362479150745e-19,6.300465137617482e-28,0.0,3.337853782371612e-39,7.902700094418406e-17,0.0,1.3857663715150635e-32,4.0285443995396945e-54,4.093510461012219e-38,2.3690865489167573e-39,0.0,0.0,0.0,0.0,6.919295361089434e-27,0.0,0.0,3.2131668203454218e-43,9.903729976040238e-33,0.0,0.0,0.0,1.9820612958331317e-27,0.0,0.0,1.6902981587530718e-28,0.0,1.3867443328557198e-22,0.0,0.0,1.2861457991642756e-29,5.177894019188024e-24,7.1955728554327e-72,2.414944022882393e-22,2.2128938483669887e-53,5.0170420114681824e-23,0.0,4.882279234769342e-42,2.2262059182742686e-39,4.904324902085275e-35,1.2230106000236961e-22,1.261193297776414e-34,7.978716833897896e-39,6.394251462094018e-22,0.0,1.1091145179904132e-23,0.0,7.519209867203215e-32,8.729463077214286e-35,4.81412573536188e-39,4.0402329176609497e-35,0.0,3.271937125711797e-23,0.0,9.057330955738904e-23,0.0,0.0,2.883884737393477e-22,0.0,2.4397350804513666e-41
0.02,0.36851227786103563,298.0000005025901,1.1300606955239099,0.7246720862157627,5.154996099847815e-46,4.882140155184552e-22,4.839312838713673e-22,0.05518666460778999,0.2201412348705311,2.99184194504223e-11,0.0,0.0,3.310109835363829e-23,9.210985169993597e-32,6.124811960343436e-19,1.4269155188260214e-08,0.0,1.4931510867621208e-27,6.875474218376627e-14,8.645033263869708e-15,6.327038708613372e-12,3.692625343776474e-13,3.20303228743544e-32,3.1227929804278137e-34,3.259781480916912e-23,2.392467324193765e-14,6.487413755317258e-33,1.2039501770611122e-49,4.439578556222869e-15,1.2521801560070518e-40,0.0,8.974547523226995e-15,4.798849858216624e-28,8.9441725801277e-17,1.2257337425875818e-37,1.2903164275195074e-14,1.2157053684197225e-14,4.466305580815639e-34,1.3525713550921424e-33,2.4503883170058675e-33,2.8579666854314872e-31,4.5521980865790305e-17,5.179122473602489e-33,0.0,0.0,1.263565916951667e-23,4.516042253468358e-22,0.0,7.23270940576097e-34,2.7622346365419896e-22,6.582669484196124e-22,1.2119392668468808e-29,4.527430074066842e-28,4.810391618475694e-22,0.0,1.850454232088265e-23,0.0,1.0347702830408951e-27,9.273311065395533e-40,6.355547607839877e-51,3.169560763520101e-35,0.0,1.787102330251369e-55,1.7790032520895115e-56,8.184548045359204e-37,4.248119888795226e-40,1.6487447394424852e-34,0.0,6.482130034809743e-18,2.5613270976592368e-48,0.0,2.884719279948274e-22,1.1802962863587745e-49,0.0,0.0,1.9580107554846043e-41,0.0,5.4115036543178895e-34,8.958729738857604e-33,7.599344663819526e-17,6.300465296926361e-28,0.0,3.2609845347839706e-39,6.285471900092393e-15,0.0,1.3921487428520738e-32,4.028540964912738e-54,1.6109400314486556e-37,2.463709464032511e-39,0.0,0.0,0.0,0.0,6.919245513795951e-27,0.0,0.0,3.0837311548431635e-43,1.0072184086840222e-35,0.0,0.0,0.0,1.9820617286103352e-27,0.0,0.0,1.6902981826761128e-28,0.0,1.7624639128245154e-22,0.0,0.0,1.2861458405833713e-29,5.1778941114546446e-24,2.8884670490110375e-72,2.4149482290241864e-22,1.8279353151900595e-53,5.017042107474041e-23,0.0,4.882423783357779e-42,2.320357363320011e-39,4.904325012457577e-35,1.2230106265020318e-22,1.2612287924136795e-34,7.978716631925346e-39,6.39425038058553e-22,6.82879916624715e-60,1.1091145434034538e-23,0.0,7.519209316104014e-32,8.555255529282415e-35,4.667754194604542e-39,4.2144573615853405e-35,0.0,3.271937200753438e-23,0.0,6.988581489850948e-22,0.0,0.0,2.3835255003619678e-20,0.0,0.0
0.024,0.3685136037688883,298.0000340605021,1.1300566295780807,0.7246718915132878,5.154732252486481e-46,4.882141677054168e-22,2.544017115656164e-20,0.055186636909965656,0.22014117970969654,2.1154589174308227e-09,0.0,0.0,3.31011125201677e-23,9.821060259318642e-29,3.216562420935448e-17,2.8924492896796384e-07,0.0,1.4931291408965888e-27,4.9643938576426616e-12,8.985239648630923e-13,4.58766427403983e-10,3.534078410829714e-11,4.7859436726357234e-29,3.82727640646189e-31,1.7127913236618184e-21,2.297270410598548e-12,3.0181841044630024e-29,5.6205039801230385e-46,3.9862775509727263e-13,0.0,3.3373637060921934e-38,8.772838958828862e-13,3.0571286869707428e-24,9.944916355839134e-15,1.2257186251825048e-34,1.2029861151532455e-12,1.230384102580528e-12,1.7814831634452756e-31,6.739597991307397e-30,1.1591731581424447e-29,2.8609077578147e-28,5.107671887748527e-15,5.177830655186363e-33,0.0,0.0,1.2635660908502857e-23,4.516043056572142e-22,0.0,6.515086632117908e-34,2.7616762337218475e-22,6.582827253474694e-22,1.2119395217593669e-29,6.937833145011172e-30,4.810390374445088e-22,0.0,1.8502573571122414e-23,0.0,1.0347706565521868e-27,8.362148435049898e-40,5.370957028168156e-51,3.168713318468715e-35,0.0,1.78710620175297e-55,1.7785742788327744e-56,8.184625071996418e-37,4.250141814450316e-40,1.649527358241852e-34,0.0,6.482156195784547e-18,2.5608652493328018e-48,0.0,2.8847210953402216e-22,1.1738463193805658e-49,0.0,0.0,1.812556015220685e-41,0.0,6.632826791153103e-31,2.865790829257571e-31,9.02513546302485e-15,6.3004686081053185e-28,0.0,3.2610497455495664e-39,6.614010264188571e-13,0.0,1.0159610543526218e-32,4.028573468810806e-54,2.675913677085798e-37,2.4749802323313138e-39,0.0,0.0,0.0,0.0,6.919198965210392e-27,0.0,0.0,3.057273701863051e-43,9.93992377177077e-36,0.0,0.0,0.0,1.9820656262153787e-27,0.0,0.0,1.6902987336032738e-28,0.0,5.637881744360961e-21,0.0,0.0,1.2861465370335577e-29,5.177896352963351e-24,3.060712923000954e-72,2.41495342044013e-22,1.4693086329524475e-53,5.017044155656451e-23,0.0,4.882877771964288e-42,2.359282119414484e-39,4.904326930840546e-35,1.223011189456805e-22,1.2687318160811632e-34,7.97875588845269e-39,6.39425163615184e-22,1.3203808947536887e-59,1.1091149734622374e-23,0.0,7.519084988968055e-32,8.482804061456438e-35,4.525854346597426e-39,4.286930234544278e-35,0.0,3.271938715666902e-23,0.0,7.383455248834851e-20,0.0,0.0,3.0778775256385185e-18,0.0,0.0
0.025,0.36851829878536774,298.0003942414932,1.1300422323703547,0.7246712491892684,5.1532447307787266e-46,4.882148579044502e-22,2.3652154741697345e-19,0.055186533264786904,0.22014098676001398,2.54578539368591e-08,0.0,4.896411202152658e-43,3.3101158775043605e-23,3.8303892937822055e-27,2.9412376810038694e-16,1.1989299211296618e-06,0.0,1.4930652876325006e-27,6.090426485952194e-11,1.5478695621417468e-11,5.650048010018794e-09,5.633737685001907e-10,6.888577883263181e-27,5.422094852854403e-29,1.5791858820514935e-20,3.673414266929198e-11,4.152103143705736e-27,7.842736042615204e-44,5.985996062823857e-12,0.0,4.801196027280578e-36,1.4265453295260257e-11,3.0588152871567675e-21,1.8259586898880202e-13,1.7739170537769118e-32,1.87117879173031e-11,2.0671516105286525e-11,2.0935859022185035e-29,1.0090243328298737e-27,2.1455925091053996e-27,4.0730765661079723e-26,9.458926008539958e-14,5.1769048896326765e-33,0.0,0.0,1.2635666909468378e-23,4.5160457165104e-22,0.0,6.346454775842346e-34,2.7615400185165744e-22,6.582790854069749e-22,1.211940380924907e-29,4.143991743312006e-31,4.810394589526448e-22,0.0,1.8501885297328223e-23,0.0,1.0347719024174034e-27,8.125591708544077e-40,6.413337773721425e-51,3.1684523533893804e-35,0.0,1.7871926780251303e-55,1.7785714438212424e-56,8.185197080749246e-37,4.2504576858991706e-40,1.6496269203657475e-34,0.0,6.482448755962122e-18,2.5608467809352797e-48,0.0,2.884725631205926e-22,1.1723721090541496e-49,0.0,0.0,1.7743860468813848e-41,0.0,9.39682391803382e-29,6.618585745630072e-30,1.7638592586826062e-13,6.300480304154226e-28,0.0,3.261272386411672e-39,1.1527955554507479e-11,0.0,0.0,4.0289424236495416e-54,7.783172191641223e-37,2.4774291164003445e-39,0.0,0.0,0.0,0.0,6.919197943703308e-27,0.0,0.0,3.0525105035854653e-43,9.780670412933662e-36,0.0,0.0,0.0,1.9820972471648637e-27,0.0,0.0,1.6903007659777952e-28,0.0,1.3020168778017496e-19,0.0,0.0,1.2861486441762608e-29,5.177903638787174e-24,7.251414619022281e-72,2.4149578930257695e-22,1.4034815606698479e-53,5.0170509561480914e-23,0.0,4.883058682577501e-42,2.366454903170926e-39,4.904333043962058e-35,1.2230130456992537e-22,1.5179761505377545e-34,7.979167842097183e-39,6.394259116044913e-22,4.449724713991404e-59,1.1091164668974915e-23,0.0,7.51547323063387e-32,8.469366553079029e-35,4.4906200100136717e-39,4.300286947515561e-35,0.0,3.271943775839617e-23,0.0,1.4546496685166656e-18,0.0,0.0,6.525680366392339e-17,0.0,1.4539454326115225e-41
0.026,0.3685512724868076,298.00679488451146,1.1299411292729937,0.7246674854949313,5.139664591125476e-46,4.882190440238464e-22,3.7100149843343e-18,0.05518572591388744,0.22013964924006751,4.574855043721172e-07,0.0,1.869345629874387e-39,3.310142752037446e-23,3.091782128846282e-25,3.657169113435212e-15,6.5599646649424e-06,0.0,1.4927369763191331e-27,1.1172176675386413e-09,4.064428745501211e-10,1.0407012634081394e-07,1.3636786669508978e-08,2.055543485065711e-24,1.586111714033856e-26,2.2251608401059414e-19,8.920544446313948e-10,1.1720847991926559e-24,2.7777578477143027e-41,1.3605653183591625e-10,0.0,1.4039690435289256e-33,3.5258773596819775e-10,1.284526997396479e-18,5.125534489806722e-12,6.570323552628661e-30,4.4137433063202596e-10,5.287480689790135e-10,7.381342045913352e-27,3.200691655955706e-25,8.407567482340881e-25,1.1943517120644179e-23,2.6790836812430165e-12,5.175122967946725e-33,0.0,0.0,1.2635703292169253e-23,4.51606122883054e-22,0.0,6.28230478255031e-34,2.761419210433535e-22,6.581641537296824e-22,1.2119455624375909e-29,2.494795382197056e-32,4.810423069762398e-22,0.0,1.8498513128682054e-23,0.0,1.0347792898759728e-27,7.755880777931627e-40,3.732435468135485e-50,3.1676098535676466e-35,0.0,1.788946187701769e-55,1.7802435537241287e-56,8.194037428241895e-37,4.248923924238671e-40,1.6486220088856642e-34,0.0,6.48771448986709e-18,2.562635372732563e-48,0.0,2.8847519313389893e-22,1.171050444174137e-49,0.0,0.0,1.718573213508859e-41,5.932643822585106e-30,2.7486348712953046e-26,2.41657959061909e-28,5.284662685930842e-12,6.300598245835898e-28,0.0,3.264255112000737e-39,3.0645459414469174e-10,0.0,0.0,4.0354600476181985e-54,1.0011744602396092e-35,2.4784968148128752e-39,0.0,0.0,0.0,0.0,6.91925346917505e-27,0.0,0.0,3.0497586680487666e-43,4.6556388900074586e-36,0.0,0.0,0.0,1.982621387629979e-27,0.0,0.0,1.6903138151755462e-28,0.0,4.750500874924686e-18,0.0,0.0,1.286149154262571e-29,5.1779476191904134e-24,6.376301084992528e-71,2.4149793462328236e-22,1.7416754862983029e-53,5.017091510834682e-23,0.0,4.881260731244401e-42,2.3714566450301253e-39,4.90436494668612e-35,1.2230240338053285e-22,1.4916834606394995e-33,7.986388696716606e-39,6.394304856305715e-22,6.2178708056633456e-58,1.1091252834506054e-23,0.0,7.348606286395735e-32,8.454408894037955e-35,4.4524122918029594e-39,4.307790035386595e-35,0.0,3.2719738357655496e-23,0.0,4.399587144799894e-17,0.0,0.0,2.128091301859021e-15,0.0,4.0750434255023827e-38
0.026499999999999996,0.36866363697111865,298.05023183925533,1.1295967360658534,0.7246587825845381,5.09400162355465e-46,4.882291191858483e-22,6.198401694763419e-17,0.05518259172726247,0.22013504528681344,3.5098028917830873e-06,3.6376154379148823e-57,5.487399685218672e-37,3.3102059921664656e-23,9.964681852665284e-24,2.0347350974061515e-14,1.9077540832609353e-05,0.0,1.4920812747031466e-27,8.731834003073343e-09,4.384144982353999e-09,8.160549330651015e-07,1.3664314283662662e-07,1.180326861700947e-22,8.626510397085902e-25,2.650698941868947e-18,8.964828335782663e-09,6.184188045870037e-23,4.331065271623715e-39,1.2877298131872816e-09,0.0,7.667648695276607e-32,3.6006944282766924e-09,2.0322228904686508e-16,5.880732300608027e-11,1.0720700990245771e-27,4.320102573415055e-09,5.5712186111843174e-09,9.833306380347439e-25,2.4098887180738628e-23,6.749394622521037e-23,6.517131412096449e-22,3.0992941637810916e-11,5.187376679790166e-33,0.0,0.0,1.2635790216834918e-23,4.516094129837252e-22,0.0,6.9124723321296305e-34,2.7613873328510035e-22,6.576252241706213e-22,1.2119580837454648e-29,2.9242422276510825e-33,4.810492563899211e-22,0.0,1.848356443715057e-23,0.0,1.0347963560917049e-27,7.135225150927205e-40,2.478805296659578e-49,3.1657391288803615e-35,0.0,1.8013674881097672e-55,1.7927200657544434e-56,8.252441451692563e-37,4.238879191111251e-40,1.6419570429450071e-34,0.0,6.5238073616375506e-18,2.576362688572048e-48,0.0,2.8848144317032936e-22,1.1731845987194247e-49,0.0,0.0,1.662253999096005e-41,3.1787934602687136e-28,1.4948125407143374e-24,3.556168848410329e-27,6.438770007337976e-11,6.302073021544315e-28,0.0,3.282866337723759e-39,3.3447957863655875e-09,0.0,0.0,4.079957430584147e-54,7.421583137764984e-35,2.4721772152815435e-39,0.0,0.0,0.0,0.0,6.919407926011745e-27,0.0,0.0,3.015812387422239e-43,0.0,0.0,0.0,0.0,1.9860993004649875e-27,0.0,0.0,1.6903471437006292e-28,0.0,6.95888407021701e-17,0.0,0.0,1.285834895884033e-29,5.178053603737983e-24,4.285267333382376e-70,2.4150287137784247e-22,5.8454647170320565e-53,5.017188822878739e-23,0.0,4.872314906214787e-42,2.3725763050771662e-39,4.904392400518825e-35,1.2230502002773448e-22,2.8669201329435707e-32,8.035295823613685e-39,6.39441495415377e-22,3.6610734288702634e-57,1.109146575952486e-23,0.0,4.4431482415275404e-32,8.312337841566915e-35,4.345354539759678e-39,4.248476825875301e-35,0.0,3.2720458823209026e-23,0.0,5.407703970812062e-16,0.0,0.0,2.804759098579028e-14,0.0,2.000209473268064e-35
0.026999999999999996,0.36937057035263093,298.4570837001728,1.1274348160200576,0.7246290256611119,4.892296229504951e-46,4.882662568984299e-22,2.9203855696142495e-15,0.05516102213144653,0.2201043922149012,3.324834026925017e-05,2.2132786715854508e-52,2.962194937424739e-34,3.3104270648252804e-23,1.1596640905083238e-21,1.3709082518666657e-13,6.218401709334664e-05,0.0,1.490186116406198e-27,8.449124390266642e-08,5.954764331914617e-08,7.914459221416611e-06,1.7192435728820394e-06,1.3482015907985576e-20,7.124097271702513e-23,1.035350462344287e-16,1.1313736932006681e-07,4.956381594392334e-21,2.5017701927601965e-36,1.5254361770140982e-08,3.6302870423073415e-44,6.985578989013227e-30,4.621716838545326e-08,2.2830334039658378e-14,8.532024515840498e-10,6.237313828110021e-25,5.30241161771125e-08,7.391070513606374e-08,5.271331907811143e-22,6.508884382859791e-21,1.1562167875560408e-20,5.4148739379676946e-20,4.535692735116843e-10,5.3769431403445255e-33,0.0,0.0,1.2636079060838186e-23,4.516142825401422e-22,0.0,1.2749078765879102e-33,2.761351177829567e-22,6.532518960219695e-22,1.2120025183706925e-29,7.12268792772245e-33,4.810739008655305e-22,0.0,1.835302912005206e-23,0.0,1.034843902475078e-27,4.554426912734435e-40,1.953164248632693e-48,3.172476676920474e-35,8.306980967919585e-60,1.923376138606237e-55,1.915375308483694e-56,8.853101460624606e-37,4.15048940983475e-40,1.5825843099142262e-34,0.0,6.879451563598227e-18,2.712397273424181e-48,0.0,2.8850396280834545e-22,1.2088120306577253e-49,0.0,0.0,1.677573934988202e-41,2.5205105949851628e-26,1.2345840340838582e-22,6.940166908364741e-26,9.948799987753016e-10,6.346590737180936e-28,0.0,3.430626613758112e-39,4.604748041959053e-08,0.0,0.0,4.5214291108940146e-54,8.417360831662187e-34,2.407850741037649e-39,0.0,0.0,0.0,0.0,6.919939797498634e-27,0.0,0.0,1.2753429029885208e-43,0.0,0.0,0.0,0.0,2.0186518546654977e-27,0.0,0.0,1.690471819171019e-28,0.0,1.3031248521675713e-15,0.0,0.0,1.273595727101083e-29,5.1784436841447245e-24,3.7830204667922393e-69,2.4152066848750553e-22,1.1094648561088849e-51,5.0175450649895074e-23,0.0,4.809245332187766e-42,2.3663116964630775e-39,4.903566117631515e-35,1.2231454736715678e-22,7.7196677038733805e-31,8.506522035562544e-39,6.394814771883875e-22,2.466863772426882e-56,1.1092261834110335e-23,0.0,0.0,3.3408251075759643e-35,1.0744863429201027e-39,2.0178307233913326e-35,0.0,3.272311518311817e-23,0.0,8.433294692134555e-15,0.0,0.0,4.704726837737973e-13,0.0,3.1208394435333436e-32
0.027249999999999996,0.3714897632490058,299.9309715402576,1.1210032744552536,0.7245857727005144,4.575276930169654e-46,4.883255014563469e-22,6.527363651970086e-14,0.055094523768490285,0.22000409407210483,0.00014511058987602113,8.668348201713325e-49,2.3071064699737546e-32,3.31069617625367e-23,5.638182303939084e-20,5.197971807604224e-13,0.00012303801041191835,0.0,1.4880095142361499e-27,3.7963903807107436e-07,3.491498859116307e-07,3.523680162369395e-05,9.520777859145479e-06,7.11052163451961e-19,1.4592716682447649e-21,2.276820002126581e-15,6.279799531429089e-07,1.010061231400024e-19,3.426241877720483e-34,8.02510968551716e-08,2.7802777962172072e-39,4.191323455469261e-28,2.602786740381251e-07,9.809999045723712e-13,5.341078377648521e-09,7.804359668941096e-23,2.874630913171232e-07,4.282942653984571e-07,6.780477777834029e-20,6.786524922598534e-19,8.966682608601918e-19,1.134781557155532e-18,2.860832717902388e-09,6.224060081494978e-33,0.0,0.0,1.2636291650988277e-23,4.515786479218348e-22,0.0,3.515556618221138e-33,2.7606205249445667e-22,6.429605200426689e-22,1.2120529299586349e-29,3.274820215376498e-31,4.81103666750375e-22,0.0,1.8011601847931594e-23,0.0,1.034796639430789e-27,2.3539414813191745e-40,3.3884908712221793e-48,4.0950680723089636e-35,2.4026993446384087e-58,2.4377011217975746e-55,2.439106991778514e-56,1.2073383464923504e-36,3.895419741797748e-40,1.403595928389185e-34,0.0,8.4356567950815e-18,3.286618812973362e-48,0.0,2.885360727361896e-22,1.3826120029903116e-49,0.0,0.0,2.773533906447937e-41,4.909352955327933e-25,2.532238220920245e-21,6.29997574936022e-25,6.5800661583863496e-09,6.898991482394535e-28,0.0,3.5932076144302995e-39,2.75436157675236e-07,0.0,0.0,6.552806910670307e-54,7.467439733468266e-33,2.2136395910062734e-39,0.0,0.0,0.0,0.0,6.920233133361104e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1399102135632102e-27,0.0,0.0,1.6906333782703305e-28,0.0,1.0218729475848928e-14,0.0,0.0,1.1078019498861894e-29,5.1790423197808984e-24,2.1782627308607946e-68,2.4154678444581574e-22,7.645896895882563e-51,5.018087099748357e-23,0.0,4.6704906052987187e-42,2.3483093583819768e-39,4.895403795155206e-35,1.2232924863965894e-22,8.453873849680365e-30,1.044193622642183e-38,6.39538911260322e-22,8.031058458800702e-56,1.1093615628242877e-23,0.0,0.0,0.0,0.0,0.0,0.0,3.2727463557645406e-23,0.0,5.6242566683262426e-14,0.0,0.0,3.345290424082874e-12,0.0,1.0320610072315744e-29
