grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074)
0.0,0.18200878449613728,298.0,1.1711828421036605,0.694454926534101,0.0,0.04169771397243382,0.0,0.052885508169096346,0.21096185132390258,0.0,0.0,0.0,5.299177887820139e-15,3.878424998374394e-15,0.0,8.315843463460241e-16,1.1505600241570546e-67,2.3813227830945067e-19,0.0,1.313601981307351e-13,0.0,2.172456282008224e-18,0.0,2.0218206077640426e-16,0.0,0.0,0.0,6.798543141519918e-42,0.0,0.0,1.6981430246163792e-32,0.0,0.0,2.6968341030084772e-14,0.0,0.0,1.3122196305133401e-14,0.0,2.3733153151868226e-30,6.825523439105007e-29,0.0,4.569741884775685e-16,0.0,0.0,0.0,3.406369452797351e-17,0.0,0.0,0.0,0.0,2.2691875533560093e-16,0.0,5.0702877134113233e-14,1.55624515631739e-14,0.0,0.0,0.0,0.0,2.2490249638940696e-28,0.0,0.0,1.0322188336324321e-14,9.605083879929993e-33,7.081673278675827e-34,8.094242721385631e-15,0.0,0.0,0.0,0.0,2.4675769568890185e-30,0.0,0.0,4.550143370622857e-30,0.0,1.2305544985628508e-16,0.0,2.0190597817049699e-25,2.0644366580083635e-25,4.4121799251322936e-29,0.0,2.2670632445761225e-17,0.0,7.209015054839959e-19,0.0,3.499225878491399e-31,0.0,3.031774263672482e-49,0.0,4.1428640321619793e-32,4.5263476081414366e-35,2.1343038217309132e-19,1.8049534107104604e-18,5.1357649789789944e-23,1.0832458396553447e-14,0.0,0.0,0.0,5.861019457466388e-15,1.1266088236935452e-13,0.0,6.632223640128535e-14,0.0,0.0,0.0,5.074206086327659e-19,1.9106245432360463e-30,3.1596692588266105e-16,0.0,5.14767153445147e-16,3.482310542343864e-22,0.0,0.0,0.0,2.5253374097118026e-36,1.6051168884127097e-16,0.0,1.1758648757368652e-35,4.4781666690327946e-33,0.0,1.9284477814260433e-17,0.0,6.007565287837992e-20,0.0,0.0,2.3679033447062312e-15,4.820199057691972e-23,0.0,0.0,0.0,0.0,0.0,3.448024487822413e-16,0.0,0.0,4.173486324030789e-18,2.039748424219309e-24,0.0,1.3720378323209999e-17,0.0
0.016,0.18200878449222666,297.99999999331624,1.1711828421315758,0.694454926532137,0.0,0.04169771397455942,0.0,0.05288550816896678,0.21096185132369458,0.0,0.0,0.0,5.29917794192765e-15,1.2443332411032775e-21,0.0,4.707392886380078e-14,2.4032632071863196e-66,2.381324226076979e-19,0.0,2.932559957270303e-13,0.0,4.148743269342616e-16,0.0,2.5185636232131717e-23,0.0,0.0,1.1927307109550094e-31,5.584439117462907e-40,0.0,0.0,2.2103318084290932e-30,0.0,0.0,2.6738256376722715e-14,0.0,0.0,1.310467588358082e-14,0.0,3.2057899751929e-28,1.551388663240664e-26,0.0,4.569705724938565e-16,0.0,0.0,0.0,3.406448511711451e-17,0.0,0.0,0.0,0.0,6.582567661342813e-14,0.0,9.685251808039798e-17,1.424574463675804e-14,0.0,0.0,0.0,0.0,6.516109240268669e-26,0.0,0.0,1.3392972539370992e-22,5.972252465606095e-30,4.455793752082095e-31,9.164448596322074e-21,0.0,0.0,0.0,6.2117985156280675e-18,1.2456806178070454e-27,0.0,0.0,1.3881796249707234e-27,0.0,4.3800733672103836e-23,0.0,4.491459780643409e-23,4.335523711351409e-23,1.6100209269052012e-26,0.0,1.1765831135139277e-14,0.0,1.1190942352943145e-25,0.0,1.192000507181447e-28,0.0,1.193013555678019e-46,0.0,2.1640904368426246e-29,2.610665958574169e-32,1.3790134076284411e-16,2.4400450269822328e-18,5.1355300273260445e-23,1.0831823333110882e-14,0.0,0.0,0.0,1.5265197298143114e-20,1.0543781324418807e-13,0.0,2.870437863295161e-14,0.0,0.0,0.0,5.072776886241817e-19,1.1623446913429328e-27,3.1598353372001014e-16,0.0,5.148619273134077e-16,1.9620332647916638e-19,0.0,0.0,0.0,1.0608340937521602e-33,1.605116888930117e-16,0.0,4.013168939770588e-33,1.8083170169948877e-30,0.0,7.883333645677455e-15,0.0,0.0,0.0,0.0,2.3679033444420315e-15,1.377082352617696e-20,0.0,0.0,0.0,0.0,0.0,3.4480244899152974e-16,0.0,0.0,1.681626155591536e-15,8.418720326396244e-22,0.0,5.414612612476802e-15,0.0
0.032,0.1820087844970114,297.99999999394316,1.1711828421009338,0.6944549265303216,0.0,0.04169771397476975,0.0,0.052885508168792776,0.21096185132345857,0.0,0.0,0.0,5.2991779264333325e-15,5.1663881427533395e-28,0.0,1.895735406978344e-12,4.525456195652683e-66,2.381327519207065e-19,0.0,4.610982454380474e-13,0.0,4.1487445977531596e-16,0.0,3.1534450512484236e-30,0.0,0.0,0.0,0.0,0.0,0.0,6.862934001773542e-37,0.0,0.0,2.679570053214501e-14,0.0,0.0,1.310771991217299e-14,0.0,0.0,1.32839214770683e-26,0.0,4.569703647981429e-16,0.0,0.0,0.0,3.40644872560163e-17,0.0,0.0,0.0,0.0,6.605085727568935e-14,0.0,1.852875219597096e-19,1.2570511923688762e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73912266091797e-30,5.9722524652821666e-30,4.455793730794045e-31,1.5398016434599263e-23,0.0,0.0,0.0,6.211839706542889e-18,2.097914577926259e-28,0.0,0.0,1.7992349259439318e-34,0.0,3.237708295890509e-29,0.0,8.742024579388671e-23,8.766885857592576e-30,1.606166986827617e-26,0.0,1.1765842281460217e-14,0.0,0.0,0.0,1.1411160265764578e-28,0.0,1.0527405115839924e-46,0.0,0.0,1.8262598029210625e-38,1.379013948903186e-16,3.0750719290572948e-18,5.135416735929067e-23,1.083118830611654e-14,0.0,0.0,0.0,4.058387420880411e-26,9.867751406898281e-14,0.0,2.869923294745412e-14,0.0,0.0,0.0,5.076665679700309e-19,1.1063495283496591e-27,3.1598353726687475e-16,0.0,5.148619185762142e-16,0.0,0.0,1.990883399755488e-68,0.0,5.495203431519268e-40,1.6051168895393157e-16,0.0,2.6586403072880497e-33,1.3400824474842595e-30,0.0,7.883354203717812e-15,0.0,0.0,0.0,0.0,2.36790334444686e-15,1.2887998231648898e-20,0.0,0.0,0.0,0.0,0.0,3.4480244900772515e-16,0.0,0.0,3.086579478180812e-15,8.129667213999336e-22,0.0,1.0538811213969155e-14,0.0
0.04,0.18200878456370265,297.9999999942359,1.1711828416718781,0.6944549265073054,0.0,0.041697713976889955,0.0,0.05288550816638909,0.21096185131873058,0.0,0.0,0.0,5.29917791870635e-15,8.6823976109787e-30,1.4713072380362942e-22,2.984175077821165e-11,5.116832618183188e-66,2.3813346867449656e-19,0.0,5.437795766562254e-13,0.0,4.148773804839188e-16,1.7541170776126102e-28,3.3019611635624213e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.5988519514654416e-37,0.0,2.6117049588825942e-27,2.6838196398938284e-14,2.224087866897228e-33,0.0,1.3109220256224452e-14,0.0,0.0,1.2910018813448334e-26,1.6284832485369743e-31,4.569702653951388e-16,0.0,0.0,0.0,3.406449060505357e-17,0.0,0.0,7.0544812734268455e-28,0.0,6.611385154932284e-14,0.0,7.118397951647347e-22,1.1530238644912736e-14,0.0,0.0,0.0,0.0,0.0,5.276812332919041e-48,0.0,4.531065259715871e-38,5.9722524639918026e-30,4.455793729836366e-31,1.538878333705491e-23,0.0,0.0,0.0,6.211839706636197e-18,2.0975789588009137e-28,0.0,0.0,1.6967235633953766e-40,0.0,1.6776741535593306e-29,4.844745148584299e-31,1.0809854195964508e-22,9.738301619607424e-35,1.6061670243664222e-26,0.0,1.1765841933995e-14,0.0,0.0,0.0,1.113825962502483e-28,0.0,9.656216765494083e-47,0.0,0.0,8.960297735278863e-39,1.3790139745522756e-16,3.392576072189181e-18,5.135361732752741e-23,1.0830870802338992e-14,0.0,0.0,0.0,7.818619127065511e-28,9.540932067202702e-14,0.0,2.8699333350687194e-14,0.0,0.0,0.0,5.078610488953885e-19,1.0760986629794665e-27,3.1598354446848077e-16,0.0,5.148619131570754e-16,0.0,0.0,0.0,0.0,1.7589893071122646e-40,1.6051168908408445e-16,0.0,1.9430556567742163e-33,1.007196829782372e-30,0.0,7.883354238889477e-15,0.0,0.0,0.0,0.0,2.3679033445481786e-15,1.246114855800523e-20,0.0,0.0,0.0,0.0,0.0,3.44802449055586e-16,0.0,0.0,3.725338088639854e-15,7.983222601447901e-22,0.0,1.3031649244722215e-14,0.0
0.044,0.18200878508313717,297.9999999943783,1.17118283832949,0.6944549263287471,0.0,0.04169771399310616,0.0,0.05288550814767398,0.21096185128153336,0.0,0.0,0.0,5.29917791663006e-15,4.749321579629865e-31,1.4608216945613218e-22,2.480566867687919e-10,5.184179173383012e-66,2.381348293379442e-19,0.0,5.845177960863165e-13,0.0,4.1498350283124245e-16,1.732010028070847e-28,3.1982140805546716e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.5369160167835587e-37,0.0,2.5652740212821492e-27,2.686192487576955e-14,2.2508256994842502e-33,0.0,1.3109959545390963e-14,0.0,0.0,1.2721035720244445e-26,1.976261343767795e-31,4.569702195507657e-16,0.0,0.0,0.0,3.406458223023955e-17,0.0,0.0,7.004415985774634e-28,0.0,6.614839953271063e-14,0.0,5.512557832534669e-24,1.0961284442453434e-14,0.0,0.0,0.0,0.0,0.0,1.46035072768191e-40,0.0,2.3760743718076522e-45,5.972252451734929e-30,4.455793720693756e-31,1.5388720066818675e-23,0.0,0.0,0.0,6.2118397056538974e-18,2.0975789315842685e-28,0.0,0.0,1.2711857899217765e-40,0.0,1.6776729888323024e-29,4.810218342340682e-31,1.1829409368960559e-22,9.42347203791459e-35,1.60616709723368e-26,0.0,1.1765841745726795e-14,0.0,0.0,0.0,1.0998706396637967e-28,0.0,9.17973941489382e-47,0.0,0.0,8.959110649180749e-39,1.3790139880109307e-16,3.551325817111816e-18,5.1353346511062833e-23,1.0830712057041837e-14,0.0,0.0,0.0,7.804058138163127e-28,9.380274294964689e-14,0.0,2.8699383207193046e-14,0.0,0.0,0.0,5.079582895339756e-19,1.0605671097542752e-27,3.159835587376947e-16,0.0,5.148619103750733e-16,0.0,0.0,0.0,0.0,1.728635519104391e-40,1.6051168939273215e-16,0.0,1.5778976768107514e-33,8.317886900293765e-31,0.0,7.883354258338424e-15,0.0,0.0,0.0,0.0,2.367903345304999e-15,1.2251317932167523e-20,0.0,0.0,0.0,0.0,0.0,3.4480244924353476e-16,0.0,0.0,4.029328775655831e-15,7.909574360686135e-22,0.0,1.426075723641957e-14,0.0
0.046,0.18200878724068006,297.9999999944788,1.1711828244462548,0.6944549255872716,0.0,0.041697714060377644,0.0,0.052885508069938254,0.21096185112693935,0.0,0.0,0.0,5.299177922493584e-15,0.0,1.4474768601170502e-22,1.1545700904786738e-09,5.119126154812485e-66,2.3813623284870323e-19,0.0,6.046992010998589e-13,0.0,4.1693138071934574e-16,1.7208006525836515e-28,3.169125465255178e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.500201743713301e-37,0.0,2.5323268470493536e-27,2.6874356457330515e-14,2.2303700799763665e-33,0.0,1.3110329995887844e-14,0.0,0.0,1.2626085225216774e-26,1.9558428678099414e-31,4.569702034259666e-16,0.0,0.0,0.0,3.406645725539797e-17,0.0,0.0,6.940429799485334e-28,0.0,6.616646863630671e-14,0.0,8.566693285301766e-26,1.0664664119597621e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72420258259633e-52,5.9722524003097694e-30,4.455793682328353e-31,1.5388647055443996e-23,0.0,0.0,0.0,6.211839701181628e-18,2.0975789085971277e-28,0.0,0.0,1.2712845052277504e-40,0.0,1.677672986668213e-29,4.766276188268067e-31,1.2335574680912382e-22,9.373398102412039e-35,1.60616716323001e-26,0.0,1.1765841651947193e-14,0.0,0.0,0.0,1.0928052530278344e-28,0.0,8.931331183914287e-47,0.0,0.0,8.958708387320043e-39,1.3790139971907458e-16,3.6307001157019465e-18,5.135321223153658e-23,1.0830632708200786e-14,0.0,0.0,0.0,7.797732796128958e-28,9.30063200379431e-14,0.0,2.869940795062024e-14,0.0,0.0,0.0,5.080069107498566e-19,1.0527120321788062e-27,3.1598357170404443e-16,0.0,5.14861909868601e-16,0.0,0.0,0.0,0.0,1.7106522761246056e-40,1.6051169005455043e-16,0.0,1.3937036663695984e-33,7.427042242948607e-31,0.0,7.883354277803324e-15,0.0,0.0,0.0,0.0,2.367903346731815e-15,1.2147299497099635e-20,0.0,0.0,0.0,0.0,0.0,3.448024495015009e-16,0.0,0.0,4.177520740039484e-15,7.872650029105015e-22,0.0,1.4870956513889817e-14,0.0
0.048,0.18200879991044347,297.99999999512687,1.1711827429194823,0.6944549212333416,0.0,0.04169771445535068,0.0,0.0528855076134269,0.21096185021906982,2.1425026876300054e-15,2.318578885985367e-41,5.758203124466119e-55,5.299177966167179e-15,0.0,1.4319355954313638e-22,6.477885725587257e-09,4.941719600520936e-66,2.381391235391562e-19,0.0,6.246678450309666e-13,0.0,4.652473253529096e-16,1.7095619319742602e-28,3.1352454366900566e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.459030883590507e-37,0.0,2.496688419653484e-27,2.688732763988043e-14,2.2068300426119102e-33,0.0,1.3110806726810355e-14,0.0,0.0,1.2530773191688426e-26,1.935680399455429e-31,4.569703202811261e-16,0.0,7.601845227175791e-16,0.0,3.4119452656369993e-17,0.0,0.0,6.865912030086837e-28,0.0,6.618531759394544e-14,0.0,1.3062169087814646e-27,1.0356286107874806e-14,0.0,0.0,0.0,0.0,0.0,3.697402233713149e-40,0.0,1.1380518620948309e-52,5.972252098360856e-30,4.455793457059932e-31,1.538833410271311e-23,0.0,0.0,0.0,6.211839674963355e-18,2.0975787736355193e-28,0.0,0.0,1.2713841741537571e-40,0.0,1.6776730962711373e-29,4.715101357427948e-31,1.28381758901312e-22,9.315076067601915e-35,1.6061673180495147e-26,0.0,1.1765841624619756e-14,0.0,0.0,0.0,1.0851702582112213e-28,0.0,8.6730762584037e-47,0.0,0.0,8.958442909958462e-39,1.3790140200071265e-16,3.7100738562625616e-18,5.135307944958353e-23,1.083055345089256e-14,0.0,0.0,0.0,7.791329676581008e-28,9.22166160449285e-14,0.0,2.869943264671156e-14,0.0,0.0,0.0,5.080555359655654e-19,1.0447789804687303e-27,3.1598360215593787e-16,0.0,5.148619134309466e-16,0.0,0.0,0.0,0.0,1.6904982254367402e-40,1.6051169214322721e-16,0.0,1.20814255685057e-33,6.526663910382295e-31,0.0,7.883354360677321e-15,0.0,0.0,0.0,0.0,2.367903368254488e-15,1.20441593437103e-20,0.0,0.0,0.0,0.0,0.0,3.448024529294612e-16,0.0,0.0,4.322021547951465e-15,7.835633130750201e-22,0.0,1.5476859144296122e-14,0.0
0.049,0.18200882939592292,297.9999999991649,1.1711825531877176,0.6944549111014258,0.0,0.04169771537446735,0.0,0.05288550655085976,0.21096184810627186,2.0020658579120645e-13,0.0,7.371397537928616e-55,5.299178071338881e-15,0.0,1.4236137664753786e-22,1.886583407962708e-08,4.80535287768025e-66,2.3814165453620796e-19,0.0,6.345930169396657e-13,0.0,9.20702900765471e-16,1.7041284102779324e-28,3.117333082290056e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.442412527209529e-37,0.0,2.486014658420303e-27,2.6894098303590163e-14,2.196624826526142e-33,0.0,1.3112124823130399e-14,0.0,0.0,1.2483040887550113e-26,1.925701282654731e-31,4.56971769526705e-16,0.0,8.03339262584244e-15,0.0,3.468845942743008e-17,0.0,0.0,6.826010417326367e-28,0.0,6.619496383311523e-14,0.0,2.154131704739873e-30,1.0199113300639353e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.242536727328251e-52,5.972251398141932e-30,4.45579293470488e-31,1.5387638388707004e-23,0.0,0.0,0.0,6.211839615955381e-18,2.0975784603082467e-28,0.0,0.0,1.2714342073457314e-40,0.0,1.677673392815107e-29,4.687698439396421e-31,1.308856822745921e-22,9.28424071607979e-35,1.6061674639358873e-26,0.0,1.1765841776854735e-14,0.0,0.0,0.0,1.076840166168726e-28,0.0,8.541449968212471e-47,0.0,0.0,8.958355833951356e-39,1.3790140613868214e-16,3.7497606586579454e-18,5.1353014264893356e-23,1.0830514046817193e-14,0.0,0.0,0.0,7.788109723558839e-28,9.182347177441243e-14,0.0,2.869944540538018e-14,0.0,0.0,0.0,5.080798594427471e-19,1.040793734967931e-27,3.159836308153956e-16,0.0,5.148619250938174e-16,0.0,0.0,0.0,0.0,1.6824071131908188e-40,1.6051169812800089e-16,0.0,1.115074489329413e-33,6.0745097874048015e-31,0.0,7.883354539191798e-15,0.0,0.0,0.0,0.0,2.3679034394695887e-15,1.1992813939366331e-20,0.0,0.0,0.0,0.0,0.0,3.448024600953783e-16,0.0,0.0,4.393339907968861e-15,7.8171031094567e-22,0.0,1.5778715507356372e-14,0.0
0.05,0.18200893072714364,298.0000000373075,1.171181901146793,0.6944548762876798,0.0,0.041697718532657954,0.0,0.05288550289786353,0.21096184084578418,2.142649410290645e-12,0.0,7.806665360130985e-55,5.299178435402476e-15,0.0,1.414780747755644e-22,6.143267554948542e-08,4.623651684434544e-66,2.3814505865467273e-19,0.0,6.444581319025887e-13,1.6879676509305466e-13,6.797057275104349e-15,1.7011564061663379e-28,3.100596223827651e-35,0.0,0.0,0.0,0.0,0.0,0.0,3.474895879833431e-37,0.0,2.551607580048382e-27,2.6903201158728737e-14,2.2149006285657687e-33,0.0,1.3127750535092778e-14,0.0,0.0,1.2435228623797703e-26,1.9161744594275204e-31,4.569935067265108e-16,0.0,7.938075132877436e-14,0.0,4.302458051518371e-17,0.0,0.0,6.783658273418909e-28,0.0,6.620521713268594e-14,0.0,0.0,1.0039112641057624e-14,0.0,0.0,0.0,0.0,0.0,4.457416040108472e-40,0.0,1.0604392176965975e-51,5.9722490156331686e-30,4.4557911577801865e-31,1.538523913674779e-23,0.0,0.0,0.0,6.21183943243208e-18,2.0975773901502427e-28,0.0,0.0,1.2714844807771118e-40,0.0,1.67767444411521e-29,4.658610688033868e-31,1.3338065229195634e-22,9.255426932020978e-35,1.6061676727527855e-26,0.0,1.1765842468843736e-14,0.0,0.0,0.0,1.0152882176746522e-28,0.0,8.407455499262187e-47,0.0,0.0,8.958304933090687e-39,1.3790141958091567e-16,3.7894475211616506e-18,5.1352952311357336e-23,1.0830475302160257e-14,0.0,0.0,0.0,7.784830174445281e-28,9.143200777089433e-14,0.0,2.869945955097246e-14,0.0,0.0,0.0,5.081042510061482e-19,1.0367904484905118e-27,3.1598367145348133e-16,0.0,5.148619676556645e-16,0.0,0.0,0.0,0.0,1.6987619370053393e-40,1.605117519744073e-16,0.0,1.0221367912513034e-33,5.621820107270627e-31,0.0,7.883355166357397e-15,0.0,0.0,0.0,0.0,2.3679042534701913e-15,1.1941693056604521e-20,0.0,0.0,0.0,0.0,0.0,3.4480248635788136e-16,0.0,0.0,4.463746724199868e-15,7.798555028920132e-22,0.0,1.607949245977529e-14,0.0
0.051000000000000004,0.18200927905726774,298.0000003999527,1.171179659735429,0.6944547566696906,0.0,0.04169772938453052,0.0,0.05288549032887921,0.21096181589134674,2.1128435021001816e-11,0.0,9.066586455342703e-55,5.299179709350652e-15,0.0,1.4054775854241308e-22,2.076988455193194e-07,4.3947244330528257e-66,2.3815185450367075e-19,0.0,6.542767410302071e-13,3.756500421646009e-12,8.26147004612904e-14,1.7256081170935133e-28,3.1058497025357086e-35,0.0,0.0,0.0,0.0,8.87006909758215e-15,1.039961981327875e-49,4.003998405776189e-37,0.0,3.3791444871725146e-27,2.6945158942246375e-14,2.596878604818508e-33,0.0,1.3337569563262778e-14,0.0,0.0,1.238709420974064e-26,1.9114744768344925e-31,4.573191143884694e-16,0.0,7.792708987932872e-13,0.0,1.651523714619498e-16,0.0,0.0,6.739053843924681e-28,0.0,6.622348651241784e-14,0.0,0.0,9.876998104306069e-15,0.0,1.2963724315908074e-17,0.0,0.0,0.0,2.6176516044132058e-40,0.0,4.484299813532202e-51,5.9722410537742396e-30,4.455785223505743e-31,1.5376914047169942e-23,0.0,0.0,0.0,6.211838985380521e-18,2.0975737752159254e-28,0.0,0.0,1.2715352371547372e-40,0.0,1.6776781501233885e-29,4.627969476333036e-31,1.3586679692481135e-22,9.264461522862483e-35,1.6061682519138116e-26,0.0,1.176584505133567e-14,0.0,0.0,0.0,3.066884022097224e-29,0.0,8.271691296515158e-47,0.0,0.0,8.95829604913653e-39,1.3790146499413437e-16,3.829134953070888e-18,5.135290083513768e-23,1.0830438809416777e-14,0.0,0.0,0.0,7.780836504125319e-28,9.104220892593997e-14,0.0,2.8699478688925746e-14,0.0,0.0,0.0,5.081297997855062e-19,1.0327641825740508e-27,3.159837808458497e-16,0.0,5.148621517693625e-16,0.0,0.0,0.0,0.0,1.962266800287779e-40,1.6051276753128703e-16,0.0,9.340183606029756e-34,5.184119497450861e-31,0.0,7.883357679630935e-15,0.0,0.0,0.0,0.0,2.3679199530693387e-15,1.1890807269591254e-20,0.0,0.0,0.0,0.0,0.0,3.4480257910055493e-16,0.0,0.0,4.533260798265735e-15,7.7799989312362815e-22,0.0,1.637920496677567e-14,0.0
