grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405),Y_S(11554),Y_S(11595),Y_S(14122),Y_S(14123),Y_S(14127),Y_S(14138),Y_S(14483),Y_S(14553)
0.0,0.053718213730479886,298.0,1.2912478838773849,0.6172421630460392,2.931132812153889e-17,0.1482462653521144,2.754965295696302e-15,0.04700544876199842,0.18750612123106014,3.808284676205171e-14,5.567304968929287e-15,0.0,1.196923735269021e-14,1.6003576870847642e-15,0.0,1.60861639280531e-09,5.295701299535449e-60,9.656569759710969e-18,0.0,7.992876001971145e-15,1.3338520332178161e-14,0.0,1.9345929229941906e-24,0.0,0.0,6.432160145544711e-17,0.0,4.046815539342216e-46,0.0,0.0,0.0,0.0,0.0,9.546963233184592e-15,3.7059048561745946e-15,0.0,0.0,1.632501207126791e-15,5.014777471424166e-31,0.0,4.790965333948257e-24,0.0,1.5391731730777966e-15,7.387236681014036e-15,0.0,0.0,6.5870837605176314e-15,0.0,9.548209700444633e-23,6.314282007593642e-20,2.3528893290952025e-16,0.0,0.0,1.6090851095032397e-14,0.0,5.4377541952892284e-15,1.7145479554796516e-19,5.559104126280462e-17,9.718017787386765e-16,0.0,4.534335562921067e-33,4.478154367206455e-22,5.604809566283392e-48,4.249731802262573e-31,3.13363636077424e-32,0.0,3.73721168811594e-22,1.469867718906445e-16,4.183141545081618e-23,4.014045505244387e-21,4.608755463417284e-30,9.672844960699932e-17,1.9854252832711503e-18,3.550249865455959e-42,0.0,0.0,4.352419855202708e-30,0.0,0.0,0.0,2.962768624292855e-17,0.0,0.0,8.284590990150993e-17,0.0,1.0595632450190612e-31,2.8819445348292036e-21,0.0,0.0,0.0,0.0,0.0,0.0,1.5995029961415298e-26,1.0703103845644522e-20,0.0,5.215435885645772e-21,0.0,0.0,7.122898983803707e-15,5.5346574828441873e-17,0.0,0.0,0.0,2.806691965414388e-16,2.090894647202381e-15,1.94683749816866e-20,1.1194703538584509e-17,8.797410207873133e-30,0.0,0.0,1.7701145201348663e-15,5.632850355439927e-19,5.802254214143081e-15,0.0,3.4007154557120334e-23,0.0,1.3212029055914508e-15,0.0,0.0,0.0,0.0,3.2778725751028305e-19,0.0,9.580012885128652e-36,7.971758171122935e-17,0.0,1.0758102900758855e-16,0.0,0.0,1.4156557991701716e-15,3.1853118554884896e-17,1.0876104913316737e-21,1.5825281120455834e-17,0.0,3.5083051782625826e-18,2.7266315307251075e-18,1.6061027162034208e-14,0.0,1.1072961002890361e-16,0.0,0.0,0.0,0.0,0.0,3.724782298938255e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6447092416406195e-15,4.323105112654138e-18,0.0,0.0,0.0,2.0177977640150702e-41
0.016,0.05371822817265222,298.00000002433495,1.2912475367255345,0.6172421422365512,2.931132763659103e-17,0.1482462713445107,8.079812547590774e-19,0.04700544735522942,0.1875061185157809,1.878313688609383e-12,1.1150591034945835e-22,0.0,1.1969237819747907e-14,0.0,5.1236667370600306e-20,2.0544982536790918e-08,3.999312612150822e-59,9.65654613801266e-18,0.0,9.102323049545738e-15,5.975920566595354e-13,0.0,1.2583541323086296e-22,0.0,6.631989316088872e-22,3.823843181849868e-15,0.0,5.978093355404575e-46,2.1136783478642277e-15,0.0,0.0,0.0,0.0,9.749350903385925e-15,2.560552745750722e-22,0.0,0.0,1.38398079864444e-21,2.9949551618053925e-29,0.0,3.3202399954816002e-22,0.0,2.951253809870393e-23,3.259911154557954e-13,0.0,0.0,6.618691477199251e-15,0.0,9.82701658158692e-25,5.865468714975045e-18,2.1121517315733453e-14,0.0,0.0,9.315466460689264e-18,0.0,1.814754274551883e-15,1.4959788659769244e-17,5.559312164147299e-17,9.718066549604036e-16,0.0,1.9826509610021163e-40,5.48159621984128e-20,0.0,8.322734318744965e-29,6.20944737688891e-30,0.0,5.68409773292597e-20,2.2060422833364694e-14,4.868206021787286e-21,5.5211781073677474e-18,7.307722367807736e-28,1.3435950799308222e-14,2.548713265645142e-16,4.57726365439274e-40,1.528759212257139e-19,0.0,6.613094934160704e-28,0.0,0.0,0.0,2.2869047586030457e-15,0.0,0.0,1.6335294736974524e-23,0.0,1.0702240690955345e-29,3.364572464767197e-19,0.0,0.0,0.0,0.0,0.0,0.0,9.503092765086253e-27,1.0698075857392477e-20,0.0,5.888547030512115e-19,0.0,0.0,4.197067952913411e-21,2.4032624936064604e-23,0.0,0.0,0.0,1.7538935043806222e-21,2.0909010480228723e-15,3.155226712453785e-18,1.1199311027514329e-17,1.2934888488305795e-27,0.0,0.0,1.7623980888723588e-15,9.750191081675264e-17,5.802256360490099e-15,0.0,4.5844708452437605e-21,0.0,1.3212033861070312e-15,0.0,1.0477770792146568e-45,0.0,0.0,4.155085055877667e-17,0.0,9.869141282278119e-34,7.971759207839367e-17,0.0,1.0758104632308124e-16,0.0,0.0,1.4156559308515077e-15,5.610029336324911e-15,1.9366991681679179e-19,2.7780742648460406e-15,0.0,3.508285497046391e-18,2.7267286379472243e-18,1.6061027561132957e-14,0.0,1.1072961400598248e-16,0.0,0.0,0.0,0.0,0.0,2.9637153274423646e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6447093100972995e-15,4.3231054814631925e-18,0.0,0.0,0.0,3.085801640422791e-39
0.032,0.053718412766204315,298.0000011191295,1.2912430995961621,0.6172418765032902,2.9311322131935736e-17,0.14824634787698354,0.0,0.04700542930825421,0.18750608378971023,8.286945736951339e-11,2.2579940812373934e-30,0.0,1.1969243880437509e-14,0.0,5.253893641235936e-24,2.6239742005642894e-07,1.4436406789588557e-59,9.656250788958798e-18,0.0,2.8381190771389837e-14,2.6185909726874138e-11,5.703809962812418e-13,3.6857152502574507e-29,0.0,0.0,3.826336394956184e-15,5.0267756314684137e-33,0.0,2.5029579853182484e-13,0.0,0.0,0.0,7.391232361274536e-28,9.797818315102341e-15,1.7796246863117116e-29,0.0,0.0,1.1772975545197626e-27,3.741213314938627e-29,0.0,5.251100065206868e-28,0.0,1.34713345360498e-28,1.431273050288356e-11,1.292563393414285e-14,1.9951193130765624e-15,8.890013340961242e-15,0.0,1.0093133186634994e-28,7.05800038907819e-18,2.1398238811607388e-14,0.0,0.0,5.419623496234865e-21,0.0,8.320892177456668e-16,1.319875936511889e-15,5.623550567637348e-17,9.723015545866483e-16,0.0,1.3689209895482347e-46,0.0,1.5805883281951338e-50,8.322715824015289e-29,6.2094336032415276e-30,0.0,2.6062265236887974e-20,1.0115192143609395e-14,2.232128646288279e-21,5.521177865087347e-18,7.307770209851031e-28,0.0,2.548714589949628e-16,4.591357870893393e-40,4.023701890391865e-19,2.299650288592937e-29,6.781175382426545e-32,0.0,0.0,0.0,2.2877748439108205e-15,0.0,0.0,0.0,0.0,1.3476093527484755e-28,1.089620377534794e-20,0.0,3.7886457409480795e-33,0.0,6.807892742041588e-39,0.0,0.0,9.255043300754633e-27,1.0693085982851117e-20,0.0,4.0134965323134475e-20,0.0,0.0,2.0449243867626575e-23,6.259647209434635e-29,0.0,0.0,0.0,1.75119636299886e-21,2.0916189405679787e-15,6.684627982860451e-19,1.1204053830647618e-17,1.5081651313354612e-27,0.0,0.0,1.7624006642612003e-15,9.567675806697743e-17,5.802491724957589e-15,7.377037128019594e-69,5.499022327246571e-19,0.0,1.3212529225013338e-15,0.0,0.0,0.0,0.0,4.155620765016306e-17,0.0,9.869210926715619e-34,7.971809527330403e-17,0.0,1.075812494937762e-16,0.0,0.0,1.4156656980038776e-15,5.5401500103316804e-15,1.0483595507198796e-19,2.8480506627919524e-15,0.0,3.508290319973181e-18,2.7380686041840875e-18,1.606104046651084e-14,0.0,1.1072966500080336e-16,0.0,0.0,0.0,0.0,0.0,7.825161807308863e-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6447103311640037e-15,4.323137960257607e-18,0.0,0.0,0.0,3.0858041619813847e-39
0.04,0.053719322282737195,298.00001950810366,1.2912212377193046,0.6172405711110011,2.93112953294776e-17,0.14824672397579552,0.0,0.047005339434092075,0.18750591234096062,1.4329562291757041e-09,9.549072225994896e-38,0.0,1.196927925690552e-14,0.0,6.3456435594942246e-24,1.450977958020054e-06,0.0,9.654837633906094e-18,0.0,4.3393081588329616e-14,4.593763490700929e-10,1.343385012686729e-11,0.0,6.289342182894264e-36,0.0,3.882461284887192e-15,6.880973465760518e-33,0.0,5.441477020985247e-12,0.0,2.7980861108716354e-37,0.0,1.100351132270714e-27,1.1088368017309133e-14,0.0,6.859016164046386e-13,0.0,0.0,5.063021654728274e-29,0.0,0.0,0.0,1.377436690729682e-28,2.475100572715086e-10,3.1960441582772846e-13,6.360341613034188e-14,7.038078647074422e-14,0.0,1.2170542028219694e-28,7.249473609510099e-18,3.045298647704645e-14,1.4572785449397005e-13,0.0,6.4258937105598746e-24,0.0,2.1742100531888014e-16,4.432554615649426e-14,7.977253124595285e-17,9.913028210377211e-16,0.0,8.327231954323441e-41,0.0,1.3186208205006621e-49,8.322642530417768e-29,6.209379339212362e-30,0.0,6.809784734880473e-21,2.643108535821106e-15,5.832279359762147e-22,5.521185785153372e-18,7.307676046046482e-28,0.0,2.5487218938236637e-16,4.592030574156635e-40,5.2711569881839265e-19,2.3004692877728653e-29,8.190162498669222e-32,0.0,0.0,0.0,2.3120834477640413e-15,0.0,0.0,0.0,0.0,1.4878413530099432e-27,7.498430992136193e-22,0.0,1.2709589220002353e-32,0.0,6.545102707882586e-39,0.0,0.0,9.091015840449337e-27,1.0690753790224144e-20,0.0,5.218357754789413e-21,0.0,0.0,2.0429628032542432e-23,5.123517463370965e-29,0.0,0.0,0.0,1.7512030437817343e-21,2.1221965010891332e-15,1.928713583651122e-19,1.1213386919478209e-17,1.6482332006091418e-27,0.0,0.0,1.7624893697933872e-15,9.452665772815768e-17,5.8131353082770415e-15,7.382921969919136e-69,2.625779753926556e-17,5.43759343017636e-40,1.3233363430229826e-15,0.0,0.0,0.0,0.0,4.180805991221173e-17,0.0,9.871367316521935e-34,7.973457342137292e-17,0.0,1.0758224043995382e-16,0.0,0.0,1.4160590328078957e-15,5.5384570436838876e-15,7.386181748341476e-20,2.8497990857476367e-15,0.0,3.508440854644069e-18,3.2022911021463015e-18,1.6061311973643703e-14,0.0,1.1072991759993449e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6447231754878906e-15,4.324927063289809e-18,0.0,0.0,0.0,3.0858379442684266e-39
0.044,0.053721804267901886,298.0001785235731,1.2911615824636118,0.6172370405199169,2.931122276221278e-17,0.14824774215601488,0.0,0.04700508725541672,0.18750544148653928,1.3022334612514596e-08,3.0670183996745804e-41,0.0,1.1969495402979361e-14,0.0,7.026641272427346e-24,4.66883535191279e-06,0.0,9.65110990195744e-18,0.0,7.558772143338809e-14,4.2345401263926965e-09,1.610144799127855e-10,0.0,1.3283520555525246e-35,0.0,4.5285524531195585e-15,1.025697587695831e-32,0.0,6.103186229756788e-11,0.0,9.148680805169916e-37,0.0,3.887935385679147e-27,2.8264861627630462e-14,0.0,8.60899541959486e-12,4.2299273613189986e-14,0.0,6.866419701251965e-29,0.0,0.0,0.0,1.4946974524508622e-28,2.2498698682228896e-09,4.006052405952124e-12,8.715436655927296e-13,9.181284877640344e-13,0.0,1.3476583927473405e-28,7.872139380022404e-18,1.866754326911938e-13,2.2857661028293988e-12,0.0,1.5290410778701182e-26,2.230386734203446e-14,1.567053704756233e-16,7.637582135044759e-13,5.130576022389025e-16,1.3610768108450582e-15,0.0,0.0,0.0,1.5139530349373807e-48,8.32259187683967e-29,6.2093451710967226e-30,0.0,4.9077438736108646e-21,1.9047959566941605e-15,4.2032284074842654e-22,5.521284063837984e-18,7.307523350945161e-28,0.0,2.548748492404835e-16,4.593486473134396e-40,5.894924909032741e-19,2.3005744737573662e-29,9.068798779096754e-32,0.0,0.0,0.0,2.658613008404924e-15,0.0,7.218910139057502e-15,0.0,1.615773512000611e-14,1.56083298620472e-26,1.6385483616964916e-22,0.0,7.555290799915152e-32,0.0,6.011916606670567e-39,0.0,0.0,9.051213585019977e-27,1.0690288894579707e-20,0.0,1.2771080360920608e-21,0.0,9.129975071688599e-22,2.0426287117520817e-23,6.089731049933698e-29,0.0,0.0,0.0,1.7512354607620313e-21,2.781764936027469e-15,8.289875913051772e-20,1.138521423084479e-17,1.810584861417319e-27,0.0,0.0,1.7646755816543361e-15,9.43031401397267e-17,6.05893466943994e-15,8.003915488954791e-69,6.118033786405579e-16,1.7823663997300118e-39,1.3681475876370159e-15,0.0,0.0,0.0,8.57346271277406e-15,4.7924189800319196e-17,0.0,9.910827463998932e-34,8.004428196871605e-17,0.0,1.0758793867614449e-16,0.0,0.0,1.4245208962406005e-15,5.5384281863035444e-15,6.114709802811512e-20,2.849907089100428e-15,0.0,3.512078556009101e-18,1.2821251954835789e-17,1.606503562354359e-14,0.0,1.1073063347836585e-16,0.0,0.0,0.0,5.3977192020447604e-14,0.0,1.2947747587681756e-37,0.0,1.0510500827774818e-14,0.0,0.0,0.0,0.0,3.1779201954493893e-47,1.6449764804258177e-15,4.3778700314177796e-18,0.0,0.0,0.0,3.0863976267383876e-39
0.048,0.05373181854136278,298.002064243412,1.290920942340854,0.6172231464810906,2.931093564553862e-17,0.1482517590204374,1.2914259776418301e-17,0.047004001281863286,0.18750350658299106,1.495434142930912e-07,4.875673035309565e-42,0.0,1.1973707266764018e-14,1.1312065127855715e-24,7.554305095047312e-24,1.7358245039692115e-05,0.0,9.636773139862988e-18,3.7470414784640673e-13,5.044701576594166e-13,4.936308268980771e-08,2.467949553088933e-09,3.618887070272013e-29,1.2170530453935919e-34,4.351082600638996e-19,1.4661803392403656e-14,2.1201751188025057e-31,7.227522092459391e-40,8.73357357979856e-10,1.0432266150403505e-44,1.3983204049721004e-35,2.942959175286837e-14,6.23125260950456e-26,3.38685154830167e-13,7.963782697222033e-30,1.2889012637230656e-10,8.755056457339924e-13,3.1896341236218667e-29,1.4663929891456969e-27,0.0,1.0329193620227465e-29,6.077377279991826e-17,4.2192877789365875e-28,2.5843787906684334e-08,6.432383170463893e-11,1.5269220489992764e-11,1.6785295065166428e-11,0.0,1.459662082006022e-28,2.2277787582772798e-17,3.832410695857161e-12,4.445038783962008e-11,5.744301279884834e-29,7.480995467498946e-26,8.058991620847783e-13,3.907304227329338e-15,1.705174737211853e-11,1.1291784850356362e-14,1.1080487305136905e-14,8.134573559995158e-29,0.0,8.458002217465597e-19,9.0177220124895e-47,8.324095237186785e-29,6.210509782362495e-30,2.816782848218407e-24,1.223512887337357e-19,4.748068833547593e-14,1.047874144231884e-20,5.5225571140120594e-18,7.308099248365602e-28,7.918277562880496e-14,2.549075031941984e-16,4.60790032263182e-40,6.520455607182001e-19,2.301812240069706e-29,9.748798686780197e-32,0.0,1.7824876627797197e-34,0.0,9.361629520203369e-15,0.0,4.1126260148691637e-13,2.684537347963637e-24,8.050370125617832e-13,1.5221382376722367e-24,1.6452640102580496e-21,0.0,7.46612560561289e-30,0.0,1.202948404509441e-39,0.0,0.0,9.511447824310349e-27,1.070587356073101e-20,0.0,2.2778413164698538e-21,0.0,2.8270729313584534e-20,2.0432131240861316e-23,2.4957477528439343e-28,0.0,0.0,0.0,1.7516248595709563e-21,2.1974801239765778e-14,6.152951610628061e-20,1.6981263828103652e-17,3.398123145697582e-27,0.0,0.0,1.8404306760654747e-15,9.871099672323562e-17,1.3718102976231594e-14,1.879186433824941e-68,1.857342440697668e-14,2.7270951679178125e-38,2.6698497806308026e-15,0.0,0.0,0.0,3.9416018912164797e-13,2.481128515844543e-16,2.9867293332852757e-21,1.0917305415154856e-33,8.803450039645301e-17,0.0,1.0776153043362937e-16,0.0,0.0,1.671628926424804e-15,5.53861167726807e-15,5.0677626587419503e-20,2.8499973900501773e-15,0.0,3.637085216646211e-18,2.8179710660874297e-16,1.6137295180187322e-14,0.0,1.107343347757517e-16,0.0,0.0,0.0,1.2779908281846655e-12,0.0,3.464686244271804e-35,0.0,2.8907497552844335e-13,0.0,0.0,0.0,0.0,8.744580246234679e-46,1.6542107454316063e-15,6.4959663414365816e-18,0.0,0.0,0.0,3.104738904746178e-39
0.049,0.05373934883682349,298.0057335811108,1.290740050558111,0.6172133188207434,2.9310733257205365e-17,0.1482546165620717,4.315719664975202e-17,0.04700307755973143,0.18750198455585512,4.1362149615121735e-07,0.0,1.289916107718341e-53,1.1991454347894987e-14,5.747384118975243e-24,7.665936354654384e-24,2.6367308770300926e-05,0.0,9.62682138469239e-18,1.2527078389415783e-12,1.6548431847250777e-12,1.378855792234905e-07,8.318679079597824e-09,3.936463569919613e-28,7.746336542481573e-34,1.4541108669740085e-18,4.044409131971462e-14,2.3206845081784237e-30,7.645975913790146e-39,2.804214807033728e-09,3.3536956306128267e-44,1.3578527268123138e-34,1.0980459797508185e-13,6.177614824805989e-25,1.2443149391847207e-12,8.653123767493723e-29,4.2547351017436073e-10,3.0872885761052917e-12,3.716022696633503e-28,1.7016255967546545e-26,1.074242627108515e-27,1.1224593431612694e-28,3.13650127661214e-16,1.4775951777169106e-27,7.149432376561157e-08,2.2418162275151668e-10,5.6706892147262305e-11,6.467501697771357e-11,0.0,1.6035189587402377e-28,7.813420235507658e-17,1.746739128727183e-11,1.7820514209575634e-10,7.5256757206570215e-28,9.292423437048602e-25,3.6754775769244985e-12,1.3154011745204962e-14,7.619544156554525e-11,5.4197228866709107e-14,5.190792955007742e-14,4.047161447922278e-28,1.1361930891509168e-40,2.8258966886805193e-18,1.3367230667639665e-45,8.328317519901757e-29,6.2137436522822195e-30,2.79847845538792e-23,4.118244560323138e-19,1.5979188326792525e-13,3.527175540973764e-20,5.5251011713291165e-18,7.31068961393187e-28,2.9907927728441023e-13,2.550443887595034e-16,4.6415576478506355e-40,6.690143840626704e-19,2.304241335759147e-29,9.892693416421296e-32,0.0,1.2799016598460487e-33,0.0,3.0248730940578634e-14,0.0,2.0337635406721375e-12,8.913623531744429e-24,2.897068696553326e-12,1.5103173552348004e-23,5.95197869953247e-20,0.0,1.1424011926562038e-28,0.0,0.0,0.0,0.0,1.0039496502776778e-26,1.0801151274509226e-20,0.0,4.0003252737173664e-20,0.0,1.548908916191355e-19,2.0444460637289465e-23,2.2063288925081076e-27,0.0,0.0,0.0,1.7528818073887672e-21,1.1103795166538991e-13,3.68993338737517e-19,4.6171501866759196e-17,1.5790093818916592e-26,0.0,0.0,2.2595525885317056e-15,1.0304236120763482e-16,5.17298428952621e-14,1.2198523231677506e-67,1.0634092104888135e-13,2.647934651140896e-37,8.700715074186634e-15,0.0,0.0,0.0,1.93328576012187e-12,1.2906905737453753e-15,8.432349402659506e-20,1.5058883895666917e-33,1.210580416783118e-16,0.0,1.0899809225796974e-16,3.9167538485517205e-14,0.0,2.823154672596374e-15,5.538761034638022e-15,4.820103163375679e-20,2.850048528303817e-15,0.0,4.323871794808539e-18,1.4821819281276785e-15,1.6365950982461985e-14,0.0,1.107408816322294e-16,0.0,0.0,0.0,5.3653092190432905e-12,0.0,1.6508723076576908e-34,0.0,1.3631192610217191e-12,0.0,0.0,0.0,0.0,4.127294661532595e-45,1.7096978904215625e-15,1.9940806369523178e-17,0.0,0.0,0.0,3.2109482885901786e-39
0.05,0.053753731815713135,298.0193516059094,1.2903946853583186,0.6171963306805383,2.931038891809902e-17,0.14825960112362335,1.5881709892176794e-16,0.04700104283473916,0.1874988671846897,1.3894132792063489e-06,1.617958198116104e-41,5.219556041163323e-52,1.2128133632547586e-14,3.398941805873382e-23,7.766113718723882e-24,4.20078222530805e-05,0.0,9.609804386361153e-18,4.618622873116725e-12,7.35656041204423e-12,4.688420878422949e-07,3.5571384733912225e-08,8.202213278500344e-27,8.563840391815151e-33,5.351339788534383e-18,1.608753247344108e-13,4.0331645141073195e-29,1.1309893556505143e-37,1.1306358672826472e-08,1.3577037489275048e-43,1.8057086574518536e-33,4.908087163862372e-13,8.323910381184504e-24,6.01521598362102e-12,1.3219434332238502e-27,1.7735561612689903e-09,1.3808802828003803e-11,6.0962703521849954e-27,3.007811365592172e-25,2.238291974011679e-26,1.7148808695495115e-27,1.6565693509732756e-15,8.647558848155492e-27,2.402143455774697e-07,9.979871596492954e-10,2.723937742827681e-10,3.2467895510130926e-10,0.0,3.931351355859017e-28,4.581248728367017e-16,1.0724220588931608e-10,9.373564447572398e-10,1.4499402440947028e-26,1.6387613943607298e-23,2.2399207424517245e-11,8.327815830812587e-14,4.5530474103946653e-10,3.532086141651314e-13,3.50812344642012e-13,2.3580941698514043e-27,1.5982614170660844e-39,1.0394610127804418e-17,2.876634355766236e-44,8.345479460774487e-29,6.2268593281672444e-30,1.8214021414399033e-22,2.6060712797124773e-18,1.0106519323004982e-12,2.232421679666544e-19,5.534627348205802e-18,7.321981332744288e-28,1.0968420742450157e-12,2.562502594570388e-16,5.107015208146717e-40,7.037566193896567e-19,2.3132061600824503e-29,1.0023489825381344e-31,0.0,1.441967817623769e-32,0.0,1.4692175877620555e-13,0.0,1.3432207817363055e-11,3.2749561951935637e-23,1.3322497839407057e-11,3.7324159777718226e-22,1.3426904498609436e-18,1.8850441344691938e-43,2.560383372771399e-27,0.0,0.0,0.0,0.0,1.2271624724950635e-26,1.1783786636333202e-20,0.0,5.856549125018391e-19,0.0,1.168657770386019e-18,2.0486617910527008e-23,6.192725982486564e-26,0.0,5.6536445076777534e-30,0.0,1.7623326659005324e-21,8.257540991409537e-13,4.254060903788359e-18,3.073674047151983e-16,5.71077919550272e-25,0.0,0.0,6.223104929631172e-15,1.1878368703947593e-16,3.7638703882305427e-13,4.463864158716584e-66,8.451828569784366e-13,3.519687754170263e-36,5.702748514785748e-14,1.0920499963983178e-16,0.0,0.0,1.2686859350171512e-11,1.060405045363946e-14,8.409213731725454e-19,4.494099173824612e-33,3.593167082622093e-16,0.0,1.2437184409006366e-16,3.6705437378948594e-13,0.0,1.2100963062033403e-14,5.539138903033181e-15,4.584933127322414e-20,2.850142466408931e-15,1.9864167345869373e-15,1.0777027228916105e-17,1.0773968263433948e-14,1.7647988745042076e-14,0.0,1.1078092617058068e-16,0.0,0.0,0.0,2.965639204264081e-11,0.0,1.0240499852600346e-33,0.0,8.633541371327924e-12,0.0,0.0,0.0,4.03247966361233e-16,2.6231903865226296e-44,2.2785579041861753e-15,1.6456543903084633e-16,1.605338389197606e-39,4.007991662382229e-59,1.5983039570291515e-33,4.289887445685451e-39
