grid,velocity,T,density,Y_N2,Y_Ne,Y_2-BTP(1),Y_OH(2),Y_CH4(3),Y_O2(4),Y_H2O(5),Y_C(6),Y_CH(7),Y_BROH(8),Y_H(9),Y_O(10),Y_H2(11),Y_Ar(12),Y_He(13),Y_HO2(14),Y_H2O2(15),Y_CO(16),Y_CO2(17),Y_HCO(18),Y_CH2(T)(19),Y_CH3(20),Y_CH2O(21),Y_HCCO(22),Y_C2H(23),Y_C2H2(24),Y_H2CC(25),Y_CH2(S)(26),Y_CH3OH(27),Y_CH3O(28),Y_CH2CO(29),Y_C2H3(30),Y_C2H4(31),Y_C2H6(32),Y_C2H5(33),Y_CH2OH(34),Y_CH3CO(35),Y_CH2CHO(36),Y_CH3CHO(37),Y_F(38),Y_HF(39),Y_CH3F(40),Y_CH2F2(42),Y_CHF3(43),Y_CF2(44),Y_CF3(46),Y_CF3O(49),Y_CF2O(50),Y_CH2CF2(58),Y_C2H3F2(66),Y_CHF2(83),Y_CF3CCH(85),Y_BR(91),Y_HBR(93),Y_CF2BR(96),Y_S(125),Y_S(127),Y_S(129),Y_S(130),Y_S(132),Y_S(136),Y_S(137),Y_S(140),Y_S(143),Y_S(144),Y_BrO2(145),Y_O2(157),Y_S(160),Y_S(161),Y_S(162),Y_S(164),Y_S(172),Y_S(186),Y_S(200),Y_C2H2O(215),Y_CHO2(230),Y_CH2O2(233),Y_S(257),Y_S(273),Y_CBr(425),Y_S(427),Y_CH3O2(428),Y_S(495),Y_S(559),Y_C3HF3(637),Y_S(641),Y_S(724),Y_S(730),Y_S(746),Y_S(774),Y_S(787),Y_S(788),Y_S(814),Y_CF3O2(820),Y_CF2O2(848),Y_S(961),Y_S(965),Y_CH2Br(969),Y_S(985),Y_S(1324),Y_S(1329),Y_S(1331),Y_S(1362),Y_S(1508),Y_S(1538),Y_S(1620),Y_S(1665),Y_S(1731),Y_S(1783),Y_S(1815),Y_S(1867),Y_S(1881),Y_S(1890),Y_S(2071),Y_S(2074),Y_S(2457),Y_S(2672),Y_S(2677),Y_FCBr(2959),Y_S(2962),Y_S(2970),Y_S(3150),Y_S(3216),Y_S(3404),Y_S(3687),Y_S(3990),Y_S(3991),Y_S(4154),Y_S(4185),Y_S(4186),Y_S(4543),Y_S(5257),Y_S(6448),Y_S(6456),Y_C3H3(6704),Y_S(6705),Y_S(6716),Y_S(7175),Y_S(7931),Y_S(8019),Y_C#CC(8822),Y_S(8869),Y_C3H4(9074),Y_S(11306),Y_S(11379),Y_S(11400),Y_S(11401),Y_S(11405),Y_S(11554),Y_S(11595)
0.0,0.11825293933512782,298.0,1.2318238140570785,0.6535759895270039,1.745988318759368e-18,0.0981079679521654,3.8106494220516756e-15,0.049772414324666565,0.198543628194454,3.493879306988182e-17,1.0517167728380182e-14,0.0,1.181419083329978e-15,4.935335567570755e-15,2.3323274717976388e-14,1.1272208770402085e-12,2.819972707390788e-58,1.8855213128524415e-18,7.398782686249462e-16,7.85691898169654e-17,6.409797829974758e-16,0.0,7.743876793838504e-23,0.0,0.0,6.637030746404569e-17,0.0,0.0,6.990497489803226e-16,1.2572831696078874e-14,0.0,7.651299096474372e-16,0.0,1.0802154248290925e-13,7.574521285935227e-15,0.0,7.642482402373325e-15,0.0,0.0,0.0,9.882445832262632e-24,0.0,5.524737287047677e-15,6.33876955069287e-17,8.266160781014444e-15,0.0,0.0,1.3432640045410056e-14,0.0,1.8806223719483714e-19,0.0,2.191639567883454e-14,4.1866887557354135e-34,0.0,1.323194958964909e-14,4.8861991374332007e-14,0.0,1.3765743987423905e-17,0.0,0.0,0.0,2.4947292204714953e-22,0.0,8.33390978151927e-32,6.1447686706588295e-33,0.0,1.0117132328604915e-21,3.9794758844909323e-16,1.8060592459923592e-22,0.0,0.0,1.598168801341459e-15,4.9559485800327626e-20,0.0,0.0,4.31220104023883e-16,3.4567390621541894e-29,0.0,0.0,3.7174178309745344e-27,0.0,0.0,0.0,0.0,0.0,0.0,2.2118429501279646e-20,4.916902207307838e-49,0.0,7.487459132380392e-32,1.753350251453702e-34,1.1396717966859579e-18,0.0,6.413063568695026e-24,1.0378529617913944e-13,0.0,5.54868482201235e-20,4.477260427129106e-39,4.28287695692891e-21,2.889566568991016e-14,0.0,0.0,0.0,0.0,2.615877958845701e-17,5.4300585574989633e-14,1.1281922957557645e-19,0.0,0.0,1.6890009554565032e-14,0.0,8.647598795971549e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0022191762672998e-15,0.0,0.0,1.3015015651994847e-33,2.60268235732799e-14,1.2701352149073775e-49,2.5257628999053593e-14,3.1201755813972164e-15,0.0,0.0,6.375077995496384e-17,2.8378641700175596e-21,3.040179040872338e-17,0.0,0.0,9.674492956280217e-18,1.3732430259945635e-15,0.0,2.2760177670934374e-14,0.0,0.0,0.0,0.0,0.0,4.848199849769726e-34,7.193256243101542e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.016,0.11825293938202519,298.00000000073663,1.2318238135686734,0.6535759894989897,1.7459883173766474e-18,0.09810796795722482,1.3728729073115932e-18,0.04977241432243754,0.19854362819007773,3.297962995476019e-15,3.960027549646864e-22,0.0,1.1814190817345798e-15,6.523782083452529e-22,1.3469995474223863e-18,3.001223829985573e-11,5.678468492577402e-57,1.885521342878718e-18,6.922919119683385e-14,2.3457931727738368e-14,5.892778606635201e-14,0.0,1.006104010173335e-20,0.0,0.0,7.998795080177626e-15,0.0,0.0,7.022168299344204e-16,1.1433983058471344e-21,0.0,7.65129912693001e-16,0.0,1.084532252294858e-13,1.0696990710910469e-21,0.0,7.560415991649075e-15,0.0,0.0,0.0,1.387064628915968e-21,0.0,2.2360987836113425e-22,5.913142039691355e-15,8.266161434007176e-15,0.0,0.0,1.3432658920253906e-14,1.5815791849107065e-23,3.3059343916795785e-17,0.0,2.1916395753343783e-14,8.142464426449825e-32,0.0,1.4923070360235788e-14,1.6211820760059317e-14,2.1042719438868375e-19,1.376121814248688e-17,0.0,0.0,0.0,6.579427706403962e-20,0.0,3.47733172131489e-29,2.5943767386378314e-30,0.0,3.205790221583999e-19,1.2441774428050754e-13,4.393013424210316e-20,5.845950701829938e-18,0.0,4.790241164214539e-13,1.145596975886537e-17,0.0,0.0,9.881093265087528e-23,1.0976174390529298e-26,0.0,0.0,8.580786694742409e-25,0.0,0.0,0.0,0.0,0.0,0.0,5.386610398474933e-18,1.2497440501082485e-46,1.086963547381036e-33,2.612827677457344e-29,5.88945109107051e-32,4.837248615685238e-16,9.414400366298583e-18,8.664518525381079e-24,1.0377566711492834e-13,0.0,1.3052850949182715e-17,9.79900693957978e-37,4.2653699017413386e-21,3.530907125844732e-20,0.0,0.0,0.0,0.0,7.912261200272161e-23,5.43005855870457e-14,3.795242831067962e-17,0.0,0.0,1.688971368351543e-14,0.0,8.605436143986048e-16,0.0,0.0,2.223954494827902e-63,0.0,0.0,0.0,0.0,1.942293792562001e-35,9.00477354521602e-33,3.0022191761899752e-15,0.0,0.0,3.2481863266225066e-31,2.6026823583535976e-14,7.563725041094409e-48,2.5257629000814318e-14,3.120175581464197e-15,0.0,0.0,2.2979492055933324e-14,1.0339573073378346e-18,1.092365033705447e-14,0.0,0.0,9.674489048774081e-18,1.373241389400881e-15,0.0,2.2760177673019473e-14,0.0,0.0,0.0,0.0,0.0,7.597692108801767e-32,7.193256168098003e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.032,0.11825294062306374,298.00000000072885,1.2318238006409465,0.6535759887551492,1.7459883133573857e-18,0.09810796810716642,2.689334793451079e-18,0.049772414262538894,0.1985436280747768,1.231025229177146e-14,1.4743078781327412e-29,0.0,1.1814190832814568e-15,1.552151357531448e-28,3.057556443475361e-23,7.98999166342253e-10,1.6963348512864642e-56,1.8855212997835693e-18,1.1853400339721865e-13,0.0,5.957654946268249e-14,0.0,3.862004143806302e-27,0.0,9.061523081119108e-20,7.998797121843902e-15,0.0,0.0,7.040214680469746e-16,1.0402192795222455e-28,0.0,7.651304452291571e-16,9.412358806442877e-27,1.0845495577459377e-13,1.512263700806088e-28,0.0,7.559063266038629e-15,0.0,0.0,0.0,4.472066730640017e-27,0.0,9.17826806453374e-28,6.178194675068296e-15,8.266250140110575e-15,0.0,0.0,1.3432648812280436e-14,3.72089811928786e-28,4.805231436615123e-17,0.0,2.1916404765493725e-14,0.0,0.0,1.773924215202902e-14,1.6914448600945707e-14,3.000275768208332e-19,1.3757497050641837e-17,0.0,4.383756322343598e-31,0.0,1.112290030527809e-19,0.0,3.477331695463474e-29,2.5943767211778312e-30,0.0,3.344730735135495e-19,1.2981278837429984e-13,4.583408600697271e-20,5.846181125584917e-18,4.88495355239372e-28,5.456496029271636e-13,1.1455975506139532e-17,0.0,0.0,8.591293106431586e-29,2.4915374001309978e-31,0.0,0.0,8.585161249719001e-25,0.0,0.0,0.0,3.42039153873692e-25,0.0,0.0,3.5800721970814763e-19,1.4855994170653425e-46,9.805321680811504e-33,6.364085478376984e-35,5.120698896303107e-38,4.837250190549731e-16,1.904258497865718e-17,8.661886234282651e-24,1.0376603915476471e-13,0.0,2.5811229712703233e-18,9.798999469338844e-37,4.248772484574013e-21,8.20537064881963e-23,0.0,0.0,0.0,0.0,7.871286024992037e-23,5.430058571181667e-14,1.7518975028282006e-17,0.0,0.0,1.6889713714918274e-14,0.0,8.605436352835898e-16,0.0,0.0,3.8180771461273845e-68,0.0,0.0,0.0,0.0,4.403490577281074e-35,2.0876096919096885e-32,3.0022191953592676e-15,0.0,0.0,3.2481863428211302e-31,2.6026823651959808e-14,6.619067126382081e-48,2.5257629054302915e-14,3.1201755855313974e-15,0.0,0.0,2.2415641412974613e-14,7.351697128399528e-19,1.1487834868778904e-14,0.0,0.0,9.674486872213785e-18,1.3732421144328767e-15,0.0,2.2760177709061347e-14,0.0,0.0,0.0,0.0,0.0,1.9004498570954387e-36,7.193256104727983e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.1182529531686165,298.00000000227203,1.2318236699559961,0.6535759812361552,1.7459882978262017e-18,0.09810796962347747,3.803309966863147e-18,0.04977241365698214,0.1985436269095756,1.1260288843647259e-13,1.0998725199087594e-36,0.0,1.1814191039971804e-15,1.2176102293808468e-28,0.0,8.572204875698178e-09,2.6017091665245485e-56,1.885520231627108e-18,1.6749184413593181e-13,0.0,8.298351615743873e-14,0.0,0.0,6.0112299348500165e-36,1.2819396207732687e-19,7.998826918732411e-15,0.0,0.0,7.846686428838531e-16,1.9083615667218213e-35,6.419045171338547e-36,7.651566313677249e-16,4.343822580794385e-26,1.0845510500913152e-13,9.103313320621015e-33,0.0,7.557990789014443e-15,4.3870684325327125e-30,0.0,0.0,3.620756176989292e-33,0.0,9.830307215387065e-28,1.5580963208495592e-14,8.270712121898484e-15,0.0,0.0,1.3432848922180202e-14,0.0,5.1981520795682777e-17,0.0,2.1916950543660046e-14,0.0,0.0,1.9718339528556815e-14,1.7407801781492932e-14,4.260589034346022e-19,1.3757330933934848e-17,0.0,9.237267200817202e-31,0.0,1.5730160307687402e-19,0.0,3.477331434929401e-29,2.594376526812466e-30,0.0,3.4422879820164973e-19,1.3359904825028918e-13,4.7170947954538395e-20,5.846181092428281e-18,4.885243569454138e-28,5.924030124881612e-13,1.1455981452811627e-17,2.810549670899481e-40,0.0,6.32495990941366e-29,0.0,0.0,2.0987690478958685e-33,8.585161376957155e-25,0.0,0.0,0.0,4.857130597698332e-25,0.0,0.0,4.462898571742773e-20,1.651341113655678e-46,0.0,5.184519460932751e-35,3.769882717142859e-38,4.837250526625989e-16,2.3856453907421574e-17,8.65804074168339e-24,1.0376122749780712e-13,0.0,8.530069916693353e-19,9.799144399534363e-37,4.2412291671989476e-21,8.186495957119663e-23,0.0,0.0,0.0,0.0,7.871290119765733e-23,5.4300586949144575e-14,9.28096056423431e-18,0.0,0.0,1.6889713960323836e-14,0.0,8.605437080348637e-16,0.0,0.0,0.0,0.0,7.910020016783905e-39,0.0,0.0,6.623102476904845e-35,3.120280893522958e-32,3.0022203838137086e-15,0.0,0.0,3.2481864186892714e-31,2.6026824205871405e-14,6.13408610264273e-48,2.5257629581566408e-14,3.1201756447448762e-15,0.0,0.0,2.238796936713096e-14,6.112697716532943e-19,1.1515631100371729e-14,0.0,0.0,9.67448501977064e-18,1.373243464256255e-15,0.0,2.2760178061616886e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.193256185111679e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.044,0.11825301972059364,298.00000003091384,1.2318229766953799,0.6535759413552844,1.7459882404747166e-18,0.09810797766644917,4.497609960292424e-18,0.04977241044305564,0.19854362072848897,1.835844922306728e-12,0.0,0.0,1.181419221974395e-15,8.524853173829726e-28,0.0,4.980273252921503e-08,3.2503873428100486e-56,1.8855140669990535e-18,1.9806309115755092e-13,0.0,5.110983644577318e-13,0.0,0.0,2.3549749295036136e-35,1.5159795249521225e-19,7.99954587590241e-15,0.0,0.0,2.6068429069458594e-15,7.059083387482579e-42,1.0519300843273584e-35,7.658037132328574e-16,7.073584698790902e-26,1.0845627375863566e-13,1.2085229912599292e-32,0.0,7.562078801096134e-15,6.1051283429824704e-30,0.0,0.0,0.0,0.0,1.007405499597571e-27,1.8472888676403284e-13,8.384027070643389e-15,0.0,0.0,1.3437871668292041e-14,0.0,5.327100298586493e-17,0.0,2.1933702265391095e-14,0.0,0.0,2.0889031672468332e-14,1.7699494885560172e-14,3.777737133859667e-18,1.380605701446306e-17,0.0,1.1222535959339001e-30,9.433409810817482e-41,1.8601706249363472e-19,0.0,3.477330064585842e-29,2.5943755046956933e-30,0.0,3.4999665352131362e-19,1.35837588250368e-13,4.796133215761756e-20,5.846180931812287e-18,4.885241098140124e-28,6.200397879396869e-13,1.145598722811466e-17,3.030344050647709e-40,0.0,6.324963893970221e-29,0.0,0.0,2.1350061452990044e-33,8.585162023682155e-25,0.0,0.0,0.0,5.751862381884975e-25,0.0,3.0311151028151635e-29,9.813034303497923e-21,1.7493820007538965e-46,0.0,5.590681882568475e-35,3.769885341565224e-38,4.837251200128803e-16,2.6263333277379486e-17,8.655450256548295e-24,1.0375883208203834e-13,0.0,4.242056199577395e-19,9.80280287368769e-37,4.237767945664284e-21,8.183573847006532e-23,0.0,0.0,0.0,0.0,7.871294132617222e-23,5.430059512928542e-14,6.160832354944573e-18,0.0,0.0,1.6889715166630002e-14,0.0,8.605440200490368e-16,0.0,0.0,0.0,0.0,1.296083986570932e-38,0.0,0.0,8.012925239802012e-35,3.76960193333664e-32,3.002265200452302e-15,0.0,0.0,3.2481868896596977e-31,2.6026826913288135e-14,5.890365909576518e-48,2.5257632331035093e-14,3.120176738629964e-15,0.0,0.0,2.2385520106572157e-14,5.551149399741332e-19,1.1518140773935696e-14,0.0,0.0,9.674504210362532e-18,1.3732453337468844e-15,0.0,2.276017990589211e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.19325678009452e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.048,0.11825351276538233,298.0000007200631,1.2318178407549014,0.653575646037433,1.7459878258946988e-18,0.09810803722862144,5.369675070092514e-18,0.049772386599632006,0.19854357493420757,4.358961743056843e-11,9.521522858627749e-41,0.0,1.1814201234044949e-15,7.493858713285609e-27,0.0,3.5513933649339353e-07,4.174931101986796e-56,1.8854689306794367e-18,2.364739401789343e-13,0.0,1.1094149832546037e-11,1.9312234515738635e-13,0.0,4.285857688021454e-35,1.809913533171598e-19,8.023037315183724e-15,0.0,7.341489870882856e-45,5.810889790520221e-14,0.0,1.5909732727263607e-35,7.873354714151707e-16,1.0657715421240073e-25,1.0849985444613782e-13,1.5372948905525373e-32,0.0,7.728062322866898e-15,7.59828608703122e-30,0.0,0.0,0.0,0.0,1.0229924158284123e-27,4.298229850150443e-12,1.2258743921209562e-14,5.805089236959882e-16,0.0,1.3592883643429488e-14,0.0,5.4099414563944434e-17,0.0,2.2625184084916926e-14,0.0,0.0,2.228711904530619e-14,1.804773186458649e-14,1.6243693221532097e-16,1.6377346020106067e-17,0.0,1.6130131789713025e-30,8.019430334323991e-42,2.2208413325940507e-19,9.470845734289586e-49,3.4773201860241057e-29,2.594368141034117e-30,0.0,3.568813488694489e-19,1.3850957389529034e-13,4.8904720722623195e-20,5.846180098001258e-18,4.885223013734408e-28,6.530254880215818e-13,1.1456009142613567e-17,3.0303886443024992e-40,0.0,6.324998649718369e-29,0.0,0.0,2.1679202351054574e-33,8.585167255114552e-25,0.0,0.0,0.0,6.8755110294236e-25,0.0,5.9563001765822745e-28,2.023450133887303e-21,1.8664666894316253e-46,2.0000267486709374e-32,6.594649954690114e-35,3.7699068312146305e-38,4.837255381587337e-16,2.867016669779901e-17,8.652184588141918e-24,1.0375650801676908e-13,0.0,2.1055552268304759e-19,9.915841060954641e-37,4.235416216975314e-21,8.181631638129798e-23,0.0,0.0,0.0,0.0,7.871310141399774e-23,5.4300767109963165e-14,3.972637362498185e-18,0.0,0.0,1.6889723906580063e-14,0.0,8.605461914841744e-16,0.0,0.0,0.0,0.0,1.9600587191371732e-38,0.0,0.0,9.785231844959258e-35,4.59923758572073e-32,3.0046013892673877e-15,0.0,0.0,3.2481931693482393e-31,2.602684610644617e-14,5.64414707418585e-48,2.5257652436074844e-14,3.1202312639281593e-15,0.0,0.0,2.238512673590009e-14,5.041709555215267e-19,1.1518616107164723e-14,0.0,0.0,9.675697056681941e-18,1.3732688998488045e-15,0.0,2.2760193420773537e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.193261200144659e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.049,0.11825413021043055,298.00000337176994,1.2318114090231453,0.6535752767047828,1.7459873146551818e-18,0.09810811173113607,5.795568947531605e-18,0.04977235662893361,0.19854351757463914,2.0579783476224841e-10,0.0,7.691660126351775e-53,1.1814216320805458e-15,1.7178643288980074e-26,0.0,7.370782590572333e-07,4.461407783600558e-56,1.885413659133638e-18,2.55213735036254e-13,0.0,5.296359307887929e-11,1.218161828077399e-12,0.0,4.897781922033974e-35,1.9534392864651975e-19,8.145205427143985e-15,0.0,5.610922191685987e-44,3.274610053292745e-13,0.0,1.7569967105667647e-35,9.013028804016518e-16,1.1759479929986126e-25,1.0876114839597478e-13,1.70762412450394e-32,2.9774838619015254e-14,8.6374577804271e-15,7.982258848554297e-30,0.0,0.0,0.0,0.0,1.027117792130481e-27,2.0314521590932215e-11,3.3324058736549455e-14,4.047372234642956e-15,9.269266032353068e-17,1.4353002088452514e-14,0.0,5.4322684725861657e-17,0.0,2.7150192007048696e-14,0.0,7.96342274867581e-30,2.2680384697762243e-14,1.8144176208617982e-14,1.3552342725869241e-15,3.7578766071707266e-17,0.0,2.124369131462617e-30,0.0,2.396960758592646e-19,2.2476130340852354e-48,3.477308840700107e-29,2.5943597017325148e-30,0.0,3.5878662956870035e-19,1.392489955586041e-13,4.916575250675175e-20,5.846180389169445e-18,4.885201517734014e-28,6.621031025511121e-13,1.1456032422660192e-17,3.03042088487189e-40,0.0,6.325043756380139e-29,0.0,0.0,2.178353595847894e-33,8.58517567880236e-25,0.0,0.0,0.0,7.423931065726143e-25,0.0,3.2963708415450036e-27,9.781531569250647e-22,1.8994024344018235e-46,3.75876007271917e-32,7.640685085791663e-35,3.7699350057427926e-38,4.837260422216456e-16,2.927189117073503e-17,8.651339244409158e-24,1.0375600769329964e-13,0.0,1.6969109144814935e-19,1.0470284203585253e-36,4.241745814374252e-21,8.181236234093106e-23,0.0,0.0,0.0,0.0,7.871329587921224e-23,5.4302064537327097e-14,3.485994657941002e-18,0.0,0.0,1.6889734614831085e-14,0.0,8.605501491313904e-16,0.0,0.0,0.0,0.0,2.1645525197606214e-38,0.0,0.0,1.0650868289111404e-34,5.027705140365369e-32,3.0239250356647706e-15,0.0,0.0,3.248214442200036e-31,2.6026870048220103e-14,5.582400529983301e-48,2.5257677250891938e-14,3.120734730468438e-15,0.0,0.0,2.2385107972340694e-14,4.917627414387141e-19,1.1518685002571331e-14,0.0,0.0,9.686771309980118e-18,1.3733926738688757e-15,0.0,2.2760210187119125e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.193266586544228e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.11825574080073542,298.000021286314,1.23179463232227,0.6535743162902572,1.745986000809004e-18,0.09810830553410718,7.495075775475228e-18,0.04977227784174831,0.1985433678705245,1.3114484626255933e-09,0.0,7.820545846549525e-53,1.1814316848431017e-15,5.48307321406691e-26,0.0,1.7306634353387522e-06,4.808743244285146e-56,1.885272969391593e-18,3.299314391383343e-13,0.0,3.4312204342506456e-10,1.0334800266684983e-11,0.0,5.941764336561024e-35,2.5260965296240134e-19,9.235101215684319e-15,0.0,7.20337815706067e-43,2.5805549319206057e-12,0.0,2.0358871780691182e-35,1.9348547059849502e-15,1.362140616158463e-25,1.1142593252839162e-13,3.1558804376972545e-32,7.000021373402283e-13,1.711489905725752e-14,8.44182289098703e-30,0.0,0.0,1.4890833513102732e-32,0.0,1.0412313491092779e-27,1.2970235823036143e-10,2.2920246845993207e-13,3.89392528553629e-14,3.561657892421084e-14,2.077220732757481e-14,0.0,5.508218887656123e-17,0.0,7.724409864730334e-14,0.0,7.617014841712377e-29,2.3279319566584618e-14,1.8283281848275815e-14,1.6419766779402096e-14,3.299648463242306e-16,0.0,4.1229125888887436e-30,0.0,3.0997184671678916e-19,6.360697762811976e-48,3.4772855533503447e-29,2.5943424980117693e-30,0.0,3.6153247816747657e-19,1.4031447702544856e-13,4.9541893523577067e-20,5.846189358619974e-18,4.885152490532351e-28,6.748110887060553e-13,1.1456121208633624e-17,3.0305274997946866e-40,0.0,6.325176554052227e-29,0.0,0.0,2.196160949201274e-33,8.585209416545359e-25,0.0,0.0,0.0,9.611241347586803e-25,0.0,2.5584162047901996e-26,6.052758933938212e-22,1.949569679252948e-46,8.827742024869343e-32,1.1728878955269925e-34,3.7700210326176004e-38,4.837273330839608e-16,2.987366963976646e-17,8.65052358273716e-24,1.0375566513524738e-13,0.0,1.6615662180566393e-19,1.515279880122558e-36,4.354508933243185e-21,8.180989382458444e-23,0.0,0.0,0.0,0.0,7.871412717388382e-23,5.432217724906568e-14,3.1020207830770564e-18,0.0,0.0,1.6889762021629168e-14,0.0,8.605871700869011e-16,0.0,0.0,0.0,0.0,2.508042477692722e-38,0.0,0.0,1.4838664809158433e-34,9.460099863583433e-32,3.291395314856183e-15,0.0,0.0,3.2483733337628196e-31,2.602694236856781e-14,5.516653243751516e-48,2.5257741223247757e-14,3.128641589053368e-15,0.0,0.0,2.2385155240036052e-14,4.796664826025074e-19,1.1518745671305774e-14,0.0,0.0,9.858079086184833e-18,1.3747000083352063e-15,0.0,2.2760253497525297e-14,0.0,0.0,0.0,0.0,0.0,0.0,7.193280338846828e-16,0.0,0.0,0.0,0.0,0.0,0.0
0.051000000000000004,0.1182599601544018,298.00014230488785,1.2317506836214858,0.6535718198963992,1.7459825699473214e-18,0.0981088096818201,1.801349203067939e-17,0.04977206775746505,0.19854297501508775,8.84797090539026e-09,2.1441147430799154e-40,9.037110299158616e-53,1.1815539324170747e-15,3.540405258855206e-25,0.0,4.3154450566131665e-06,5.258484666945913e-56,1.884917367236116e-18,7.923146080614783e-13,0.0,2.3539721922099593e-09,9.141870739174367e-11,0.0,1.3399630291669805e-34,6.070198924687525e-19,1.8958582517733446e-14,0.0,1.9431060820442929e-41,2.1427651872377356e-11,1.78436779717135e-46,3.915462457831629e-35,1.1308098744528271e-14,2.668208235930013e-25,1.3860539212761038e-13,4.5280692939143055e-31,6.507033251116539e-12,9.612664799648631e-14,1.209368451627923e-29,0.0,0.0,5.565005918943964e-31,0.0,1.1964360463010816e-27,8.768089759859195e-10,2.0506266719738007e-12,3.901094356582262e-13,4.096704520996019e-13,7.498299163118729e-14,0.0,6.332903005496562e-17,3.0517913412322546e-14,6.318145204480831e-13,9.5328804154336e-31,2.245584806193165e-27,2.5192381141201408e-14,1.8703793518799793e-14,2.0668116738900335e-13,4.362256694045607e-15,3.919505396161788e-17,1.9283631612471751e-29,0.0,7.4489951510051e-19,3.300098020325807e-47,3.4772670333432497e-29,2.59432983278076e-30,0.0,3.6983424312496665e-19,1.4353507862974865e-13,5.0679242860846597e-20,5.846268161037827e-18,4.885071532310034e-28,7.099231038357634e-13,1.1456938696261718e-17,3.0311827149376403e-40,0.0,6.325640486905355e-29,0.0,0.0,2.3233409969844103e-33,8.585376739881086e-25,0.0,0.0,0.0,2.3146770993988257e-24,0.0,2.117709468184183e-25,6.202354479924337e-21,2.1098447583085604e-46,3.7474046257842676e-31,4.274204475957636e-34,3.7703456123253603e-38,4.837306459568182e-16,3.047593613620961e-17,8.650091899686377e-24,1.0375572590554252e-13,0.0,7.492530705708427e-19,5.4696709723928986e-36,6.174677472865282e-21,8.181187037258049e-23,7.999652485770217e-29,0.0,0.0,0.0,7.872116025772238e-23,5.464306894503009e-14,3.658396707542651e-18,0.0,0.0,1.6889832310924597e-14,0.0,8.612021766172809e-16,0.0,0.0,0.0,2.9328517911422567e-16,4.822789848367333e-38,0.0,0.0,5.118918665405608e-34,1.3222962077558199e-30,6.9939296860948984e-15,0.0,0.0,3.249653653779192e-31,2.6027299473941082e-14,5.4215522893557916e-48,2.525790706238974e-14,3.2531640643975677e-15,0.0,0.0,2.2385315156093915e-14,4.678754603946681e-19,1.1518840988140181e-14,0.0,0.0,1.2508817949682834e-17,1.388844607718836e-15,0.0,2.2760365425456342e-14,0.0,0.0,0.0,1.2958836787371699e-14,0.0,0.0,7.193315449569392e-16,9.46635489559549e-16,0.0,0.0,0.0,0.0,2.861999265001259e-48
